 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),3938410,2930556,1345131,553806,1632627,1229620,842027,396996,1726837,1342305,874892,379119,1786797,1517415,1032110,409352,1838307,1384662,912293,375190,1627144,1246150,850434,293085,796508,541403,336102,186709,590988,434032,309335,139678,508171,372555,245169,125751,464103,342535,226040,117961,399662,324323,530433,258324,1374932,986247,626889,320444,1152392,823845,540406,256951, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 收到的税费返还(万元),793,593,406,48,791,446,343,221,849,432,404,218,4570,4152,3297,1565,8873,7190,3123,1640,5279,4518,3311,2033,3126,2098,1675,671,3185,2507,1632,481,2586,1031,597,396,1698,772,614,334,1025,793,624,443,1397,1062,747,384,1220,871,393,264, 
 收到的其他与经营活动有关的现金(万元),90937,82184,46668,20671,60473,35146,28527,12257,123107,95580,82234,59817,61084,30590,18045,7225,43989,24072,14539,5953,29947,17074,10197,2745,15548,10767,6829,3255,11672,8303,5440,2509,13980,9769,6724,2492,9097,6563,4107,1867,11693,6907,4719,2383,10556,8418,3622,1651,9541,6813,4987,2800, 
 经营活动现金流入小计(万元),4030141,3013334,1392206,574524,1693891,1265213,870896,409475,1850793,1438317,957530,439155,1852450,1552158,1053452,418142,1891170,1415924,929955,382783,1662370,1267743,863942,297863,815183,554268,344605,190634,605845,444842,316407,142668,524737,383354,252490,128639,474898,349870,230761,120162,412379,332023,535776,261150,1386885,995727,631258,322479,1163153,831529,545785,260014, 
 购买商品、接受劳务支付的现金(万元),2636673,1909955,757981,235645,696109,492172,387977,174073,870563,638868,417548,183096,885255,807327,548105,233784,997297,721390,472136,204066,935728,691868,437856,162871,534410,350058,202299,139631,449236,334784,232008,107536,365622,277277,178488,96700,297360,219726,142401,79538,262935,219946,441552,222071,1121880,829663,524885,274960,963339,703943,444178,216045, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,--,--, 
 支付给职工以及为职工支付的现金(万元),402213,286119,187138,107886,323207,244968,166713,97083,304951,233870,159637,89452,308355,229151,156533,87770,288370,208681,139793,76433,241420,170115,108576,33297,95838,64330,41011,21279,82041,56926,36918,18486,71837,48328,31812,15763,63949,47549,30229,17197,61584,44228,38504,18632,84726,43775,27889,13682,73508,40685,27865,13630, 
 支付的各项税费(万元),216605,189369,129945,64893,201593,162666,112457,43838,165906,131714,88269,34932,192988,158605,104257,36802,179894,148757,100937,43199,143836,117810,82060,18800,58820,37925,23112,11030,41549,32301,22363,11808,33736,25653,16006,8413,29136,20232,11607,3536,34028,28292,27219,11195,61168,44032,28987,12305,52865,38482,26226,12164, 
 支付的其他与经营活动有关的现金(万元),252961,292320,196863,85878,289613,184264,117250,71883,264907,192027,120778,57349,271657,196635,117224,35926,249470,151077,100388,42538,207471,159158,98733,28229,75461,43122,25974,12232,51024,36972,23387,10684,46224,29150,17686,8151,40514,29017,22310,11417,53222,43062,35555,18515,81537,62823,37746,20965,69646,51929,44071,21007, 
