 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),122911,86452,36301,92611,58850,34089,18228,61574,37851,29265,24397, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),167,162,0,73,62,--,0,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1753,971,655,599,500,415,218,432,284,243,1935, 
 经营活动现金流入小计(万元),124830,87585,36956,93282,59412,34504,18446,62006,38135,29508,26332, 
 购买商品、接受劳务支付的现金(万元),96011,69935,26883,58992,37488,22521,12243,36464,15289,12111,16876, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12924,9039,5634,12133,7918,5348,2906,8286,7558,7590,5842, 
 支付的各项税费(万元),10917,8338,3180,7448,5133,4013,2716,4459,4581,3154,2111, 
 支付的其他与经营活动有关的现金(万元),4197,3120,2007,3819,2716,1678,886,4405,4909,4884,7657, 
 经营活动现金流出小计(万元),124047,90431,37704,82392,53255,33560,18750,53614,32338,27739,32487, 
 经营活动产生的现金流量净额(万元),783,-2846,-748,10890,6157,945,-304,8392,5797,1769,-6155, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,--,84,70,6,--,18,71,61,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,0,--,3727,3400,3400,--,80,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,3811,3470,3406,0,98,71,61,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20828,12200,1586,14154,6985,3934,1237,9766,1087,2696,6800, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,1131,12680, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),20828,12200,1586,14154,6985,3934,1237,9766,1087,3827,19480, 
 投资活动产生的现金流量净额(万元),-20828,-12200,-1586,-10343,-3516,-527,-1237,-9668,-1015,-3766,-19480, 
 吸收投资收到的现金(万元),51330,51330,51330,--,--,--,0,--,--,--,29248, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,0,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),16500,16500,7500,36291,31630,13232,1500,37860,29250,26193,46158, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),67830,67830,58830,36291,31630,13232,1500,37860,29250,26193,75406, 
 偿还债务支付的现金(万元),31587,31449,7641,32331,32110,13460,2247,32604,30604,23060,48868, 
 分配股利、利润或偿付利息所支付的现金(万元),1816,1647,1363,1761,1483,1171,64,847,1772,1197,1364, 
 其中：子公司支付给少数股东的股利、利润(万元),--,0,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1269,1269,1361,--,--,--,0,--,--,--,--, 
 筹资活动现金流出小计(万元),34672,34366,10364,34092,33593,14631,2311,33451,32376,24257,50232, 
 筹资活动产生的现金流量净额(万元),33158,33464,48466,2199,-1963,-1399,-811,4409,-3126,1936,25174, 
 汇率变动对现金及现金等价物的影响(万元),--,0,--,--,--,0,--,0,--,--,--, 
 现金及现金等价物净增加额(万元),13113,18419,46131,2746,678,-982,-2352,3133,1655,-61,-461, 
 加:期初现金及现金等价物余额(万元),8356,8356,8356,5611,5611,5611,5611,2478,823,884,1345, 
 期末现金及现金等价物余额(万元),21470,26775,54488,8356,6289,4629,3259,5611,2478,823,884, 
 净利润(万元),--,10892,--,11367,--,4568,--,5257,4749,3866,3053, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,459,--,1310,--,213,--,-93,124,459,288, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2291,--,4105,--,1980,--,3580,3197,2747,2350, 
 无形资产摊销(万元),--,144,--,259,--,120,--,199,176,230,112, 
 长期待摊费用摊销(万元),--,41,--,79,--,37,--,64,74,66,44, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-3,--,-14,--,1,--,-7,27,41,24, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,577,--,1378,--,637,--,1561,1765,1696,1391, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,21,--,-549,--,-114,--,-105,-218,-164,174, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,-20, 
 存货的减少(万元),--,12174,--,-24086,--,-6573,--,-1911,-4226,-2511,-4399, 
 经营性应收项目的减少(万元),--,-7170,--,-33740,--,-6210,--,3498,-7998,-9595,-9038, 
 经营性应付项目的增加(万元),--,-22272,--,50781,--,6285,--,-3653,8128,4934,-133, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-2846,--,10890,--,945,--,8392,5797,1769,-6155, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),21470,26775,54488,8356,6289,4629,3259,5611,2478,823,884, 
 现金的期初余额(万元),8356,8356,8356,5611,5611,5611,5611,2478,823,884,1345, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),13113,18419,46131,2746,678,-982,-2352,3133,1655,-61,-461, 

