 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),7842637,5992140,4141474,2235401,8117381,5896795,3814990,1863668,5803180,4063811,2564063,1205727,3454722,2268048,1355757,661808,2671202,1845542,1252745,583545,2194810,1501488,952891,406570,1429385,1000863,649167,301347,1181988,818631,596102,287310,884076,710598,441373,222053,0,563840,344047,161601,759596,3826656,2574113,4871171,3535768,2575553, 
 客户存款和同业存放款项净增加额(万元),152698,-375027,-231688,-369181,821905,34198,177577,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24265,10470,25919,14129,--,1821,2564,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-982,-681,-1696,-786,-154,-69,-74,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),79841,54494,37746,16243,30487,17145,4418,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 收到的税费返还(万元),17608,15104,477,89,354,229,146,88,3752,2463,866,236,6981,4850,3949,1221,8626,7540,5010,880,19066,5392,2326,1323,12609,5619,3357,1608,6093,2935,1647,435,658,236,163,108,0,277,207,69,196,196,196,227,454,451, 
 收到的其他与经营活动有关的现金(万元),642570,320203,171346,87318,325816,287493,174012,117969,208638,202903,99691,50387,252737,175151,103593,49946,209501,179799,129529,65128,138833,160826,37980,8520,104244,110741,103924,32792,183353,83511,71448,25860,66854,62942,38268,12818,0,88976,36319,32580,33576,43045,31744,53011,41970,70992, 
 经营活动现金流入小计(万元),8735354,6006914,4119355,1969869,9295943,6235860,4171144,1981726,6015571,4269177,2664620,1256350,3714441,2448049,1463299,712976,2889329,2032881,1387284,649552,2352708,1667705,1016480,426201,1570461,1130567,756294,337499,1373925,905078,669196,313605,951588,773776,479804,234980,923790,653094,380573,194250,793368,3869898,2606053,4924410,3578192,2646996, 
 购买商品、接受劳务支付的现金(万元),6723516,5033273,3457676,1532277,5840707,4362295,2761066,1267099,4292758,2891298,1795684,810922,2420393,1725885,1099449,553301,2134066,1504293,1016971,451559,1754201,1239955,780361,323352,1091782,803381,529701,270269,1076203,722224,456733,218989,794032,653972,401402,216030,0,436450,284310,139994,699856,2837070,1912284,3668709,2498865,1904107, 
 客户贷款及垫款净增加额(万元),-2475,-3135,-10050,-50,65000,174000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),12574,10700,11430,41540,136050,106586,80290,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7853,3127,4931,2272,1019,408,208,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),8238,6090,1449,721,4672,7313,2372,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3976,2114,3579,1411,716,66,15,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),597995,452927,306604,193975,446460,332219,227077,142202,333453,250747,168845,103507,245416,189759,131987,77543,207781,152367,107100,69838,157517,112309,78797,48555,122655,81336,52200,31046,93824,75834,49314,29128,60515,50211,31369,18071,0,66618,22337,12290,51710,94520,51006,80291,80545,53658, 
 支付的各项税费(万元),606176,524697,409663,173155,695070,521673,366198,154499,425320,291355,184959,81591,227839,135406,86435,41185,165759,123416,93146,52304,133859,117310,85587,36340,78047,45920,26171,15335,40549,30307,18314,12967,26124,17685,9737,6331,0,115827,11929,5924,10090,389819,278691,459042,324981,229298, 
 支付的其他与经营活动有关的现金(万元),916142,504200,320872,152257,598196,281873,299006,69287,414204,287701,185436,123112,312611,204239,129282,77743,271245,221484,161294,70534,209292,164750,63456,18397,173860,233859,172442,53092,191842,180649,112455,20779,133671,105140,70294,21766,0,25884,53396,29631,44579,246768,154116,246753,157606,96153, 
 经营活动现金流出小计(万元),8862165,6528753,4497643,2093875,7786155,5785959,3746009,1633087,5465735,3721101,2334924,1119132,3206258,2255289,1447154,749772,2778851,2001558,1378511,644235,2254869,1634323,1020031,431884,1474854,1168180,782249,370217,1402641,1009015,636815,281864,1014342,827009,512801,262197,928420,644779,371972,187839,806234,3568178,2396097,4454795,3061997,2283216, 
 经营活动产生的现金流量净额(万元),-126812,-521839,-378289,-124006,1509788,449901,425135,348639,549836,548076,329697,137218,508183,192761,16145,-36796,110478,31323,8773,5317,97839,33382,-3550,-5682,95608,-37614,-25956,-32717,-28716,-103937,32381,31741,-62754,-53233,-32997,-27217,-4630,8315,8600,6411,-12866,301720,209957,469615,516195,363780, 
 收回投资所收到的现金(万元),418277,261769,193250,54773,1342606,1264676,1018661,757697,2638525,1515320,1109591,627427,1583570,1483830,1112923,536426,222932,78902,68195,6863,31522,24659,15586,12269,31344,151955,10000,10242,150,6118,--,0,48,35934,19689,7630,0,699,408,292,374,0,0,1245,0,1065, 
 取得投资收益所收到的现金(万元),681964,666805,353444,8456,543652,532767,317172,9382,502590,477081,308167,3856,440659,417751,281618,4099,436381,268182,257349,2206,305995,299919,289923,1658,366500,354361,338853,2129,544843,454423,307646,2661,509974,415366,145949,1493,0,234916,158865,1076,411147,39703,29450,15822,9710,8823, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4349,1776,1073,695,13831,28035,19586,3948,17952,6917,6800,5294,13863,11324,7897,7520,12134,11506,11375,11382,42814,23742,14234,13325,1623,427,398,1035,5999,479,114,13,6415,8703,8668,661,0,29665,16691,101,12342,15715,6086,5557,5377,7901, 
 处置子公司及其他营业单位收到的现金净额(万元),0,0,0,0,754,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,--,0,0,0,17200,242,242,--,3019,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),48331,25301,34729,31005,303832,244004,237922,100015,185002,129208,127368,31146,105927,111007,69955,6422,22148,13089,2924,10057,40476,6822,2699,14436,70413,49375,7866,10956,124245,91093,34647,15218,79690,8907,7074,874,0,4518,11290,3458,24452,26147,23987,18000,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),1152921,955652,582495,94929,2204675,2069483,1593341,871042,3344069,2128524,1551926,667724,2144019,2023912,1472393,554466,693595,371678,339844,30508,420807,355141,322442,41688,487079,556360,357359,24363,678257,552113,342407,17891,596127,468910,181380,10658,805200,269798,187255,4927,448314,81565,59523,40624,15087,17790, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),985201,643604,419910,245881,620926,453771,305213,137668,521156,362524,225690,125018,432195,275574,169563,83364,347451,239288,178784,96889,192931,110623,61361,35203,297099,187061,182095,41078,220476,109085,63514,32758,134889,89597,49630,31023,0,141954,74793,40433,86051,175201,82856,127913,223372,228806, 
 投资所支付的现金(万元),651458,401205,282493,150382,1245395,1131006,1047953,937983,2936961,2396892,1533224,993372,1952424,1711491,1440697,626696,287323,95047,46457,14504,235772,145734,111527,121709,182298,306261,256090,158245,150280,142474,142474,78320,89935,135416,79579,32436,0,58278,53090,34651,99231,12131,12131,9056,29606,32090, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,-15234,-15725,0,--,0,0,0,--,0,0,0,0,7678,7678,7678,--,0,0,0,--,0,0,0,29416,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),74382,2445,6827,508,45728,40957,5273,7603,194163,72772,63796,2588,67226,54683,51381,19883,106267,64202,54541,84,8553,8626,6000,14258,49883,17151,8511,8203,60347,32597,1047,10655,109086,10573,8960,7174,0,60849,2164,8243,12782,11000,11000,39452,1151,2037, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),1711041,1032021,693506,396772,1912049,1625734,1358440,1083253,3652280,2832188,1822710,1120978,2451844,2049427,1669319,737621,741041,398537,279782,111477,437257,264983,178888,171171,558695,510472,446695,207526,431103,284156,207035,121733,333910,235585,138170,70633,438120,261081,130047,83328,198064,198332,105987,176420,254129,262932, 
 投资活动产生的现金流量净额(万元),-558121,-76369,-111010,-301842,292625,443749,234901,-212211,-308211,-703664,-270783,-453254,-307825,-25515,-196927,-183156,-47445,-26858,60062,-80969,-16450,90158,143554,-129483,-71616,45888,-89336,-183164,247154,267958,135372,-103842,262217,233325,43210,-59975,367080,8717,57208,-78401,250250,-116767,-46464,-135797,-239042,-245142, 
 吸收投资收到的现金(万元),35967,32525,26637,1433,1505032,7924,1215,614,27533,12350,3485,400,25430,16175,6483,0,24885,9385,385,0,3137,3059,3059,1847,1908,3408,790,790,27912,27912,25567,0,4179,5597,5597,5597,0,71632,32632,32632,3463,883,883,8252,5185,7251, 
 其中：子公司吸收少数股东投资收到的现金(万元),26152,25927,25252,492,1970,1370,150,0,15445,12350,3485,400,25430,16175,6483,0,24885,9385,385,0,3137,3059,3059,1847,1908,3408,790,--,27912,0,--,0,4179,0,0,0,0,--,0,0,3463,0,883,8252,5185,7251, 
 取得借款收到的现金(万元),435075,229003,85502,43548,187987,162455,86431,38895,587312,407461,372061,304072,772488,378820,215043,120484,779525,1007728,546770,113582,241440,193443,132204,63249,452662,275454,173662,92067,239375,202145,134819,74814,177595,174798,132301,94301,0,246036,163013,84280,229947,159440,148715,218775,296363,241130, 
 发行债券收到的现金(万元),29948,0,0,0,29948,0,0,0,406452,406452,406452,406452,197967,197967,197967,197967,500000,0,0,0,395783,395783,395783,395783,--,--,--,--,--,0,--,0,0,0,0,0,0,667990,667990,0,0,0,0,59160,0,0, 
 收到其他与筹资活动有关的现金(万元),43323,29991,31570,18037,236,111,100,307,8513,4742,3836,0,8651,8650,9206,5,1847,2227,5441,102385,2300,7414,6594,20482,3418,6757,6757,2065,5927,25984,8214,5629,1061,14832,11445,3953,0,--,4506,3538,0,0,0,0,0,6545, 
 筹资活动现金流入小计(万元),544313,291518,143710,63017,1723203,170490,87747,39816,1029810,831005,785834,710924,1004536,601612,428699,318455,1306258,1019340,552596,215966,642660,599700,537641,481361,457988,285619,181209,94922,273214,256041,168600,80443,182835,195227,149342,103851,823711,985658,868141,120450,233410,160322,149597,286187,301548,254927, 
 偿还债务支付的现金(万元),322783,209195,169703,147360,494064,382230,298050,250328,666948,364583,217413,119722,1223029,891835,336577,222020,1278545,883397,816264,97004,235404,251649,143552,53180,450229,282709,190561,105022,193006,198575,110059,56939,131469,174429,125847,63146,0,268303,200190,87571,187635,116861,103618,263688,270908,234844, 
 分配股利、利润或偿付利息所支付的现金(万元),467863,461548,352989,34142,264776,258024,187316,41352,189793,129065,123301,38658,179872,119160,40235,32908,192939,131955,56554,24571,96924,52139,34580,3747,222088,171203,31401,3102,107657,101337,30163,3302,121225,60719,58812,2375,0,105262,14336,3089,92643,67423,49177,79672,85018,56530, 
 其中：子公司支付给少数股东的股利、利润(万元),5791,3576,2538,743,4458,4008,2408,445,5971,4802,3368,1714,3879,3356,2854,1241,2014,1838,1387,501,2367,2150,821,378,1933,1833,671,--,999,0,--,0,28887,0,0,0,0,--,0,0,65588,0,41845,50320,67208,39427, 
 支付其他与筹资活动有关的现金(万元),1108,1550,401,3835,7555,5247,1233,10970,8653,9297,8508,3688,11902,3211,28,4351,1391,1273,227,201,2248,2210,103,18064,7658,4060,4051,1423,27294,34375,19548,13307,11385,8507,5271,586,0,66159,7016,1790,0,0,0,840,2653,0, 
 筹资活动现金流出小计(万元),791754,672292,523093,185337,766395,645500,486599,302650,865394,502946,349222,162068,1414803,1014206,376840,259279,1472875,1016625,873046,121776,334576,305997,178235,74992,679975,457971,226013,109547,327957,334286,159770,73548,264079,243655,189929,66107,484044,451345,221542,92451,280278,184284,152795,344200,358579,291374, 
 筹资活动产生的现金流量净额(万元),-247441,-380774,-379383,-122319,956808,-475011,-398852,-262834,164416,328059,436612,548856,-410268,-412594,51859,59177,-166617,2715,-320449,94190,308084,293703,359406,406369,-221987,-172352,-44804,-14625,-54743,-78244,8830,6895,-81244,-48428,-40587,37743,339667,534313,646599,27999,-46868,-23962,-3197,-58013,-57031,-36447, 
 汇率变动对现金及现金等价物的影响(万元),7795,7758,2332,-4342,-4967,-4600,-2563,-932,7410,1791,1174,-577,3744,1069,-117,16,-2183,-931,251,2730,-2079,-1268,-1001,-467,1139,192,526,--,-4141,0,--,0,-100,0,0,0,-331,--,-31,-4,-2983,-3173,-3105,-2972,-3147,-2604, 
