 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),11539,7973,6870,45861,22680,15246,9202,33695,19157,8475, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3057,2587,505,5109,4493,3712,2437,1083,764,322, 
 收到的其他与经营活动有关的现金(万元),587,543,69,3960,1730,949,40,1464,1628,466, 
 经营活动现金流入小计(万元),15183,11104,7443,54930,28903,19907,11679,36242,21549,9264, 
 购买商品、接受劳务支付的现金(万元),18955,10137,8912,38684,26275,18713,11896,31267,8417,5725, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8034,5210,2514,10114,7620,5196,1879,7413,4092,2431, 
 支付的各项税费(万元),2659,1994,235,2250,2056,1976,626,2438,314,786, 
 支付的其他与经营活动有关的现金(万元),3780,2261,2941,2938,2920,2131,1518,2484,2488,2242, 
 经营活动现金流出小计(万元),33428,19601,14601,53986,38872,28016,15919,43602,15311,11184, 
 经营活动产生的现金流量净额(万元),-18245,-8498,-7158,944,-9968,-8109,-4240,-7360,6238,-1920, 
 收回投资所收到的现金(万元),--,--,--,52000,--,--,25000,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,307,208,63,5,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,25,5,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,117,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,1218,--,--,--,3475,60,500, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,53218,0,307,25208,3681,70,500, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2844,1775,366,4829,2635,1344,790,7331,7989,288, 
 投资所支付的现金(万元),--,--,--,27000,--,--,15000,25000,3000,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),15000,--,--,--,--,--,--,2415,270,550, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),17844,1775,366,31829,2635,1344,15790,34746,11259,838, 
 投资活动产生的现金流量净额(万元),-17844,-1775,-366,21390,-2635,-1038,9418,-31066,-11190,-338, 
 吸收投资收到的现金(万元),23694,--,--,0,--,--,--,44460,876,4090, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,0,--,--,--,245,--,865, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,4000,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,2000,500, 
 筹资活动现金流入小计(万元),23694,0,0,0,0,0,0,44460,6876,4590, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,4000,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,--,--,169,74,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,2000,--,5500, 
 筹资活动现金流出小计(万元),0,0,0,0,0,0,0,6169,74,5500, 
 筹资活动产生的现金流量净额(万元),23694,0,0,0,0,0,0,38291,6802,-910, 
 汇率变动对现金及现金等价物的影响(万元),-1114,-435,-101,309,319,70,-16,315,4,-18, 
 现金及现金等价物净增加额(万元),-13509,-10708,-7625,22643,-12285,-9076,5161,180,1854,-3185, 
 加:期初现金及现金等价物余额(万元),31405,31405,31145,8502,33750,33750,8502,8322,6468,9653, 
 期末现金及现金等价物余额(万元),17896,20697,23519,31145,21465,24674,13663,8502,8322,6468, 
 净利润(万元),--,-2757,-2790,4952,--,-3586,-4121,3722,3439,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,226,-69,72,--,37,54,--,-7,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,503,263,945,--,449,217,594,168,--, 
 无形资产摊销(万元),--,617,320,904,--,371,198,595,200,--, 
 长期待摊费用摊销(万元),--,598,306,861,--,376,190,539,18,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,76,2,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,435,98,-295,--,-82,-192,-322,-8,--, 
 投资损失(万元),--,204,94,843,--,539,88,79,227,--, 
 递延所得税资产减少(万元),--,-456,-473,--,--,373,-378,--,--,--, 
 递延所得税负债增加(万元),--,--,--,-10,--,--,--,-171,-375,--, 
 存货的减少(万元),--,1197,496,-5324,--,626,-3042,-7667,-875,--, 
 经营性应收项目的减少(万元),--,-1821,2525,-5421,--,-4040,5206,-9282,-313,--, 
 经营性应付项目的增加(万元),--,-7244,-8003,3114,--,-3173,-2536,4176,3711,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,76,302,--,--,76,302,50,--, 
 经营活动产生现金流量净额(万元),--,-8498,-7158,944,--,-8109,-4240,-7360,6238,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),17896,20697,23519,31145,21465,24674,13663,8502,8322,6468, 
 现金的期初余额(万元),31405,31405,31145,8502,33750,33750,8502,8322,6468,9653, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-13509,-10708,-7625,22643,-12285,-9076,5161,180,1854,-3185, 

