 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),49984,31244,57431,42976,36388,30550,21282, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),35,3,39,11,16,--,--, 
 收到的其他与经营活动有关的现金(万元),1387,882,1201,1310,852,15060,10711, 
 经营活动现金流入小计(万元),51405,32128,58671,44297,37256,45610,31993, 
 购买商品、接受劳务支付的现金(万元),26089,15209,26824,16063,16114,12246,11687, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15655,10158,17968,13037,11202,6722,7028, 
 支付的各项税费(万元),2560,1455,3100,2772,1327,1470,1483, 
 支付的其他与经营活动有关的现金(万元),1976,1259,3513,3111,4087,16619,11869, 
 经营活动现金流出小计(万元),46280,28080,51406,34982,32730,37057,32067, 
 经营活动产生的现金流量净额(万元),5126,4048,7265,9315,4526,8553,-74, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,9,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,310,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6,0,0,0,310,9,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5793,4544,7405,4349,6921,4167,5819, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,186,5,170, 
