 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),26328,17150,9120,31626,25015,15819,7643,26836,26836,24177,20327,23329,20296, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),89,40,1,477,360,294,2,348,348,389,206,554,2214, 
 经营活动现金流入小计(万元),26416,17190,9121,32102,25375,16113,7645,27184,27184,24566,20533,23883,22510, 
 购买商品、接受劳务支付的现金(万元),3453,2203,1358,4554,3543,2120,1281,4455,4455,5104,3452,2614,2369, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5450,3543,1712,5501,3939,2556,1219,4743,4743,4606,4143,3419,2865, 
 支付的各项税费(万元),5349,3726,1744,6828,5336,3317,1327,5282,5282,3770,2906,4708,3734, 
 支付的其他与经营活动有关的现金(万元),10597,7017,2931,12407,9252,5636,2798,10560,10560,9786,9191,8946,11088, 
 经营活动现金流出小计(万元),24848,16489,7745,29290,22070,13629,6624,25041,25041,23266,19693,19687,20056, 
 经营活动产生的现金流量净额(万元),1568,701,1376,2812,3305,2484,1020,2143,2143,1300,840,4196,2454, 
 收回投资所收到的现金(万元),--,--,--,340,340,170,--,--,--,--,--,--,274, 
 取得投资收益所收到的现金(万元),--,--,--,14,14,--,--,14,14,5,--,15,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),85,29,26,783,503,403,--,1375,1375,1570,0,3,12, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,39,39,39,--,1130,1130,496,1277,482,100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),85,29,26,1176,896,612,0,2518,2518,2071,1277,500,389, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1264,530,451,362,372,149,148,469,469,8179,13298,10325,4206, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,340,340,--,--,--,67, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
