 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),17758,11558,5737,25612,16563,10942,6049,23647,16178,10165,19315,19266,18717,16587, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,10,10,--,276,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3698,2315,1021,3697,2294,1594,936,2823,1948,1117,2342,2776,2709,2113, 
 经营活动现金流入小计(万元),21457,13873,6757,29310,18857,12536,6985,26479,18136,11283,21933,22042,21427,18699, 
 购买商品、接受劳务支付的现金(万元),5470,4008,2415,6388,4540,3236,1916,4701,3337,2205,3844,4472,4339,2315, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10550,7177,4129,12323,9258,6289,3563,11172,8501,5638,9831,9669,7376,6095, 
 支付的各项税费(万元),2141,1481,788,2672,2088,1577,839,2343,1790,985,2298,3073,3639,2413, 
 支付的其他与经营活动有关的现金(万元),5009,2981,1044,4509,3176,2006,969,3649,2540,1763,3172,3153,4239,4064, 
 经营活动现金流出小计(万元),23170,15648,8377,25892,19061,13107,7286,21865,16168,10590,19145,20367,19594,14887, 
 经营活动产生的现金流量净额(万元),-1713,-1775,-1619,3418,-204,-572,-302,4614,1968,693,2788,1676,1833,3813, 
 收回投资所收到的现金(万元),18500,10000,--,10000,--,--,--,--,--,--,--,--,--,6, 
 取得投资收益所收到的现金(万元),269,174,--,29,--,--,--,--,--,--,--,--,--,7, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,4,0,47,43,17,8,11,6,0,28,23,13,12, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),18774,10178,0,10076,43,17,8,11,6,0,28,23,13,25, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2727,1569,824,4994,3926,3152,1515,3469,2354,1813,1408,1520,1947,704, 
 投资所支付的现金(万元),18500,8500,--,21500,--,--,--,--,--,--,--,15,178,600, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,72, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),21227,10069,824,26494,3926,3152,1515,3469,2354,1813,1408,1535,2125,1376, 
