 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),8637,27662,21040,11462,6420,31071,21502,16088,6475,12373,2778,276,-45,--,-5,-5,4,566,45,36,16,13898,14532,13666,6200,36466,28759,16695,6831,63394,54232,35329,11628,87358,70640,35112,15248,80017,44923,28039,10542,63463,47266,27873,8255,58583,38423,19513,9688,46756,34149,17686,7106, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),406797,1589054,1173284,819541,468910,1510182,1153790,792101,419234,1434893,1125623,764828,422584,1224999,1016246,677319,316772,1123149,910469,595824,298479,988513,733105,486962,237974,811228,610304,396186,192997,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,3291,--,820,4532,--,-4745,-195,586,7784,5174,627,2963,--,-41446,-40912,-11311,--,-22021,-9883,-4420,22946,29659,37062,41689,32706,26213,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,-7651722,-5677943,-4205098,11135438,10688290,10687147,9581227,9987348,8564518,6001205,4011646,2603571,1460957,586578,200373,13,--,--,--,--,105,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,210,210,--,25,25,25,25,462,335,158,158,193,193,33,19,1734,10,10,9,811,277,277,277,1921,400,260,259,2064,129,129,--,2054,800,363,--,1338,823,517,--, 
 收到的其他与经营活动有关的现金(万元),6592,23983,15603,19108,12142,54543,79049,59388,45785,42794,82502,31250,5045,17007,194728,149820,16552,7728,137599,67657,35178,25792,100397,72705,43008,31237,88940,62314,41263,5872,642,4538,78,4126,3241,14442,231,857,366,319,54,5032,1452,1155,651,2288,732,3059,2282,2148,2304,1152,767, 
 经营活动现金流入小计(万元),422026,1643989,1209927,850932,492004,1595796,-6402126,-4810560,-3733018,12633282,11904367,11484127,10011773,11229354,9734250,6787636,4333664,3735039,2487073,1240237,529651,1051623,878027,610554,329030,911829,754514,475228,241109,71000,54885,39877,11715,92295,74158,49831,15756,82795,45689,28618,10855,70559,48847,29157,8905,62925,39955,22934,11969,50242,37277,19355,7873, 
 购买商品、接受劳务支付的现金(万元),11421,30556,23897,12746,6814,11855,6441,4427,2233,983,4314,4133,5,--,89,84,76,3166,2684,2433,1704,14755,13323,10269,4459,26522,13695,10544,7788,48954,33747,22422,7641,57604,47607,26044,16825,51509,21211,16134,10203,44373,30097,19027,5086,34428,20748,11593,6656,26153,20254,10184,3711, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),183984,834809,599337,375915,185578,843146,549508,353285,170753,708348,502665,330501,162643,700634,504529,322684,148495,606142,440645,284827,137264,519536,366163,234008,112612,509158,358544,237624,109295,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),59412,363768,306272,227823,117241,335284,242859,178219,102129,520422,465022,396885,269141,385813,308533,203023,89778,154166,105246,64325,26814,91548,63034,41508,18945,61135,42202,27216,12096,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),62226,245161,188845,130586,70653,266358,173393,123196,69559,355296,214538,162189,93089,276672,175563,114241,61952,200724,135262,91806,47169,191207,128976,87774,44657,150336,109992,71838,30671,7287,5647,3700,1979,7315,5486,3436,1818,7444,5759,3666,1858,6382,4748,2922,1576,5682,4594,2985,1392,5154,3945,2174,966, 
