 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30, 
 销售商品、提供劳务收到的现金(万元),743409,528823,363635,164996,944063,767430,510544,242186,943130,697136,445516,155992,1080423,825422,513694,252220,803051,568789,382064,193948,877205,669694,463458,224152,848833,637031,383804,212495,769088,580534,383237,189615,756022,549400,381794,144221,471005,350493,169385,63772,682787,555064,364256,163887,614526,456468, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 收到的税费返还(万元),3,3,3,--,23,11,5,5,46,22,22,18,126,108,77,57,137,70,70,62,220,190,147,75,289,220,152,64,360,191,157,106,1461,739,118,68,2965,2874,2591,1740,5458,2480,2480,364,5051,2711, 
 收到的其他与经营活动有关的现金(万元),23348,8772,5586,4134,39503,20623,19141,16578,26411,22961,12796,5714,20066,16757,7586,3129,44496,25545,17607,10102,26332,24591,12489,5624,41217,35644,23116,16666,25318,13386,11481,4502,16954,16436,10026,5217,25344,21883,18406,4547,38719,30835,25337,12298,11847,12277, 
 经营活动现金流入小计(万元),766761,537598,369224,169130,983589,788063,529690,258769,969587,720119,458333,161724,1100616,842288,521357,255406,847684,594403,399741,204112,903757,694475,476094,229852,890339,672895,407072,229225,794766,594112,394874,194223,774437,566575,391938,149507,499314,375250,190382,70059,726964,588379,392073,176549,631425,471456, 
 购买商品、接受劳务支付的现金(万元),551289,450423,320726,185540,798308,710219,456092,234514,856179,638099,406366,148964,954957,742973,457792,220141,693222,484846,321898,170022,718592,542720,366979,177883,602434,460258,287465,153706,580506,459692,307407,173086,554341,432791,301079,141944,348485,311991,125095,32173,139819,113384,57824,31130,79351,53702, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),76365,54215,36728,19312,68207,50202,33844,18417,64247,48777,32982,17506,66089,49977,34679,19956,64908,49352,32514,16926,65256,50013,33452,18768,64101,49324,33077,17518,64264,50269,34654,20103,52737,39931,27560,16005,50959,37671,26278,13619,50651,33998,22486,10208,40193,29364, 
 支付的各项税费(万元),84674,62894,41165,19588,51428,38459,23009,11644,33524,25157,15282,6465,40114,27766,19123,7715,61812,43865,30068,10118,63357,47525,34782,18052,96765,76093,52560,16912,97790,69404,51649,22928,67110,53105,29738,11782,73747,56405,39333,23734,244564,202525,145630,78455,176815,148076, 
 支付的其他与经营活动有关的现金(万元),14234,11228,5351,1832,26531,16618,14608,10172,24010,28622,14494,2619,23853,14763,23297,7176,17904,12219,23154,8987,23218,16700,14286,2563,16212,6943,4558,2389,24461,10661,7667,4522,11557,8193,4713,2372,14344,8175,5382,2771,26859,23573,18969,11037,31076,29592, 
 经营活动现金流出小计(万元),726562,578760,403970,226271,944473,815498,527553,274747,977960,740655,469124,175554,1085013,835480,534890,254988,837846,590282,407635,206053,870423,656959,449499,217266,779512,592617,377660,190524,767022,590026,401378,220638,685745,534020,363090,172104,487534,414242,196087,72297,461893,373479,244909,130830,327434,260735, 
 经营活动产生的现金流量净额(万元),40199,-41162,-34746,-57141,39116,-27435,2137,-15978,-8374,-20536,-10791,-13830,15603,6808,-13533,419,9837,4121,-7893,-1940,33334,37517,26596,12585,110827,80278,29412,38701,27745,4086,-6504,-26415,88692,32555,28848,-22597,11780,-38993,-5705,-2238,265071,214900,147164,45719,303990,210722, 
 收回投资所收到的现金(万元),200900,189100,162500,124000,231345,103325,73325,45400,89800,64800,53800,18800,86700,76700,37700,1000,60000,40000,40000,5000,50000,50000,50000,47000,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,0, 
 取得投资收益所收到的现金(万元),3904,3240,2395,1943,6007,2241,1411,729,1938,1287,974,293,2493,1111,722,4,2579,1072,1072,124,2165,1430,1241,665,1209,303,57,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),115,0,0,--,4,1,1,1,4,0,0,0,4,--,--,--,51,51,38,38,45,45,43,48,258,258,--,--,--,--,--,--,1460,--,--,0,0,--,--,0,--,--,--,--,0,281, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,--, 
 收到的其他与投资活动有关的现金(万元),4100,4100,4100,4100,10420,9500,--,--,2000,17118,2000,2000,25314,24759,21883,16016,23907,18050,17000,17000,9366,41492,8245,2445,2739,1222,1222,105,--,--,--,--,--,--,--,0,0,--,--,0,--,--,--,--,0,0, 
