 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),643,8931,7051,7052,5436,61912,39719,27175,15021,53390,36308,23783,13457,65245,41144,26985,11928,67713,45203,27028,13038,75371,48056,31901,19713,68957,36975,19470,8839,40342,25901,18282,9781,48010,22156,4566,19181,16263, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,1663,1049,601,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),0,5,1,1,--,225,202,202,201,63,--,--,--,419,201,149,1,1059,595,278,6,2475,1978,1664,967,851,538,538,21,1659,959,294,294,1437,869,0,663,872, 
 收到的其他与经营活动有关的现金(万元),437,71622,43224,40182,18233,1234,248,105,71,5066,2372,2199,1895,854,368,231,125,572,370,171,129,955,1149,541,134,1374,717,219,176,910,630,487,228,1140,681,127,443,490, 
 经营活动现金流入小计(万元),1080,80559,51939,48283,24270,63371,40169,27482,15293,58519,38680,25982,15352,66518,41713,27365,12054,69345,46167,27477,13172,78800,51183,34106,20814,71182,38230,20227,9037,42911,27490,19063,10303,50587,23706,4692,20287,17625, 
 购买商品、接受劳务支付的现金(万元),-712,11183,11514,11514,8292,37776,27151,19164,12355,48164,29847,20824,14480,38488,26989,17917,9830,36950,29932,19524,9769,64531,44899,31161,16192,59540,35488,23897,10729,33485,26269,18501,11006,29930,21390,7403,12776,9090, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,126,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),809,5615,4587,3701,2763,6844,5260,3874,2247,8504,6952,5679,3727,15647,11342,8563,4554,18012,13033,9204,5458,14979,11315,8428,3908,8202,6532,4244,2347,5586,4610,3086,1916,4470,3441,1392,3435,2431, 
 支付的各项税费(万元),38,366,665,633,181,2755,2246,2047,1722,2001,900,479,213,2243,1683,1371,304,3824,2431,2147,549,5256,3526,2225,1750,4914,2795,1730,915,4069,2066,1542,752,3816,2345,1288,2432,1508, 
 支付的其他与经营活动有关的现金(万元),1117,53965,7528,3690,2193,8852,5725,4014,2315,7102,6468,4331,2493,11021,8482,5257,3408,14254,10262,5861,4735,12323,7879,4136,3147,10379,8946,3700,1923,6869,3633,2401,1473,5023,1872,864,3545,3725, 
 经营活动现金流出小计(万元),1252,71128,37051,31026,25059,56227,40382,29098,18639,65771,44167,31314,20914,67400,48495,33108,18096,73040,55658,36735,20511,97089,67620,45950,24997,83036,53762,33572,15914,50009,36578,25530,15147,43239,29047,10946,22188,16754, 
 经营活动产生的现金流量净额(万元),-172,9430,14888,17258,-789,7144,-213,-1616,-3345,-7253,-5487,-5332,-5561,-882,-6782,-5743,-6042,-3696,-9491,-9259,-7339,-18289,-16437,-11845,-4183,-11853,-15532,-13345,-6877,-7099,-9088,-6467,-4844,7348,-5341,-6254,-1902,871, 
 收回投资所收到的现金(万元),--,2995,1000,--,--,1885,--,--,--,--,7479,--,--,--,--,--,--,3200,7790,3650,--,10000,--,--,--,--,--,--,--,100,--,--,0,0,--,0,30,0, 
 取得投资收益所收到的现金(万元),-279,7,3,--,--,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,66,1, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1,--,--,--,23,0,0,0,27,2149,1,0,62,21,17,2,59,2,0,--,12,8,--,--,17,8,8,--,2,0,0,0,6,5,0,25,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,2564,-1531,-1531,--,--,--,--,--,14174,1146,946,781,3804,4277,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,-41,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,12,4,2,--,133,112,38,--,315,--,--,--,--,--,--,--,1620,--,1435,1435,0,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 投资活动现金流入小计(万元),-279,5566,-528,-1531,0,1915,0,0,0,14201,10774,947,781,3878,4301,19,2,3392,7905,3688,0,10327,8,0,0,17,8,8,0,1723,0,1435,1435,6,5,0,81,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),--,89,123,116,86,393,374,202,125,893,779,403,35,1806,1968,1276,445,1740,1592,1212,461,4810,3857,2003,234,8508,3959,2248,638,3940,2000,639,277,1505,1432,349,1852,1175, 
 投资所支付的现金(万元),7191,3800,2000,--,--,--,--,--,--,--,2700,--,--,--,--,--,--,109,8119,3900,--,3200,--,--,--,--,--,--,--,--,--,--,0,1435,375,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,435,5,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 投资活动现金流出小计(万元),7191,4324,2128,121,86,393,374,202,125,893,3479,403,35,1806,1968,1276,445,1848,9711,5112,461,8010,3857,2003,234,8508,3959,2248,638,3940,2000,639,277,2940,1807,349,1852,1175, 
 投资活动产生的现金流量净额(万元),-7470,1243,-2655,-1652,-86,1522,-373,-201,-125,13308,7295,544,746,2072,2333,-1257,-443,1543,-1806,-1424,-461,2316,-3849,-2003,-234,-8491,-3951,-2240,-638,-2217,-2000,796,1158,-2934,-1802,-349,-1771,-1174, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,180,180,--,--,--,--,--,--,--,--,--,--,--,--,243,243,--,--,1022,--,--,--,56100,57670,56235,185,25,400,0,0,5620, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,243,--,--,--,1022,--,--,--,235,--,--,0,0,--,0,0,0, 
 取得借款收到的现金(万元),2566,3868,788,788,373,18900,12300,7200,6600,55900,36500,22300,8000,31296,28596,22927,11527,30522,28628,16695,14119,21375,16295,7960,950,24416,19659,12433,4536,6690,6690,6690,1430,20170,15970,7615,9927,6291, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),-523,424,--,--,2,1746,1776,1282,--,--,1030,857,928,2097,--,--,45,1022,2517,2525,986,--,--,--,--,877,837,--,--,--,417,1633,1818,0,--,311,0,64, 
 筹资活动现金流入小计(万元),2043,4292,788,788,375,20646,14076,8662,6780,55900,37530,23157,8928,33394,28596,22927,11573,31544,31146,19220,15104,21618,16538,7960,950,26314,20496,12433,4536,62790,64777,64558,3433,20195,16370,7926,9927,11975, 
 偿还债务支付的现金(万元),308,16048,8688,6000,4900,36926,25426,21326,7126,47213,31839,16670,9770,30038,22435,19466,7925,26071,18527,11208,4472,22521,19525,7540,2362,9043,10205,7150,3790,13606,11676,7455,4442,13009,5405,431,9194,6533, 
 分配股利、利润或偿付利息所支付的现金(万元),--,623,205,287,145,1379,868,677,359,2009,1607,1166,548,2165,1689,1281,650,1708,1310,681,227,3331,3209,2369,127,3421,3195,3140,121,383,373,336,68,808,751,370,431,598, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,--,--,--,76,--,--,--,109,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,1,1,1,8,--,--,1335,261,--,--,--,--,180,177,--,--,--,--,--,2206,3599,3172,2589,--,--,273,76,1953,1382,831,0,2571,1992,0,581,0, 
 筹资活动现金流出小计(万元),308,16671,8894,6288,5046,38313,26294,22003,8820,49483,33446,17836,10318,32203,24304,20924,8575,27779,19837,11889,4699,28058,26333,13081,5078,12464,13400,10563,3987,15942,13431,8622,4510,16388,8148,802,10206,7131, 
 筹资活动产生的现金流量净额(万元),1735,-12379,-8106,-5500,-4671,-17667,-12218,-13340,-2040,6417,4084,5322,-1390,1191,4292,2004,2998,3765,11309,7331,10405,-6439,-9794,-5121,-4128,13851,7096,1870,549,46848,51346,55936,-1077,3807,8222,7125,-278,4844, 
 汇率变动对现金及现金等价物的影响(万元),--,-1,-1,-1,-0,-3,0,0,-0,-2,-2,-2,0,0,0,1,0,2,-2,-1,-0,2,2,1,--,-10,5,5,--,-14,2,2,0,-0,-0,0,-4,9, 
 现金及现金等价物净增加额(万元),-5907,-1707,4126,10104,-5546,-9004,-12804,-15158,-5510,12470,5890,532,-6204,2382,-157,-4996,-3486,1614,11,-3353,2605,-22410,-30078,-18968,-8545,-6504,-12382,-13710,-6966,37518,40260,50267,-4764,8221,1079,521,-3955,4550, 
 加:期初现金及现金等价物余额(万元),16420,17348,18091,18091,18091,26352,26352,26352,26352,13882,13882,13882,13882,11501,11501,11501,11501,9886,9886,9886,9886,32296,42296,42296,42296,48800,48800,48800,48800,11282,11282,11282,11282,3062,3062,3062,7016,2466, 
 期末现金及现金等价物余额(万元),10513,15641,22217,28196,12545,17348,13548,11194,20842,26352,19772,14414,7678,13882,11344,6505,8014,11501,9897,6533,12492,9886,12218,23328,33752,42296,36418,35090,41834,48800,51542,61549,6518,11282,4140,3583,3062,7016, 
 净利润(万元),--,751,--,1642,--,-10635,--,-5905,--,2884,--,-6590,--,-33173,--,-4645,--,-13979,--,-2903,--,2811,--,1664,--,6716,--,1983,--,5233,--,1429,0,4956,--,0,3108,3195, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 资产减值准备(万元),--,326,--,283,--,2439,--,1498,--,3626,--,1677,--,11514,--,1290,--,5668,--,1041,--,2047,--,506,--,985,--,391,--,562,--,153,0,-97,--,0,371,90, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,111,--,65,--,445,--,276,--,984,--,491,--,1463,--,726,--,1557,--,738,--,1243,--,632,--,832,--,363,--,450,--,205,0,495,--,0,447,341, 
 无形资产摊销(万元),--,112,--,93,--,333,--,208,--,562,--,303,--,1583,--,808,--,2164,--,1072,--,1319,--,546,--,981,--,445,--,530,--,209,0,272,--,0,106,33, 
 长期待摊费用摊销(万元),--,9,--,8,--,20,--,11,--,45,--,24,--,93,--,49,--,254,--,48,--,62,--,27,--,154,--,127,--,296,--,134,0,232,--,0,17,7, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-1,--,0,--,15,--,2,--,49,--,7,--,38,--,-38,--,132,--,-0,--,2,--,2,--,45,--,-5,--,3,--,3,0,6,--,0,24,0, 
 固定资产报废损失(万元),--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 公允价值变动损失(万元),--,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,63,-48, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 财务费用(万元),--,499,--,329,--,1348,--,790,--,1672,--,709,--,2086,--,953,--,1684,--,717,--,1108,--,426,--,894,--,216,--,514,--,328,0,800,--,0,350,292, 
 投资损失(万元),--,-3479,--,--,--,-7,--,--,--,-11759,--,52,--,-833,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,-66,-1, 
 递延所得税资产减少(万元),--,-119,--,--,--,797,--,--,--,777,--,--,--,--,--,189,--,-883,--,-136,--,-256,--,-61,--,-312,--,-163,--,-80,--,-79,0,25,--,0,-83,-37, 
 递延所得税负债增加(万元),--,--,--,--,--,-370,--,--,--,370,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,--,-0,--,-14,--,0,0,-16,--,0,-19,48, 
 存货的减少(万元),--,-1704,--,20942,--,-4695,--,-3426,--,8626,--,2954,--,1910,--,-3377,--,11101,--,7501,--,-3646,--,-6432,--,-21662,--,-9642,--,-7424,--,-7158,0,-8997,--,0,-4738,-1115, 
 经营性应收项目的减少(万元),--,12195,--,10879,--,20091,--,9222,--,103,--,10973,--,7590,--,-1096,--,-14341,--,-11036,--,-13485,--,-5225,--,-16052,--,-8816,--,-12789,--,-1113,0,2989,--,0,-6396,-6203, 
 经营性应付项目的增加(万元),--,686,--,-16983,--,-2636,--,-4290,--,-15191,--,-15931,--,6848,--,-602,--,2948,--,-6301,--,-9493,--,-3930,--,15568,--,1757,--,4531,--,-578,0,6683,--,0,4914,4269, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1087,--,--,0,0,--,0,0,0, 
 经营活动产生现金流量净额(万元),--,9430,--,17258,--,7144,--,-1616,--,-7253,--,-5332,--,-882,--,-5743,--,-3696,--,-9259,--,-18289,--,-11845,--,-11853,--,-13345,--,-7099,--,-6467,0,7348,--,0,-1902,871, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 现金的期末余额(万元),10513,15641,22217,28196,12545,17348,13548,--,20842,26352,19772,14414,7678,13882,11344,6505,8014,11501,9897,6533,12492,9886,12218,23328,33752,42296,36418,35090,41834,48800,51542,61549,6518,11282,4140,3583,3062,7016, 
 现金的期初余额(万元),16420,17348,18091,18091,18091,26352,26352,--,26352,13882,13882,13882,13882,11501,11501,11501,11501,9886,9886,9886,9886,32296,42296,42296,42296,48800,48800,48800,48800,11282,11282,11282,11282,3062,3062,3062,7016,2466, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,11194,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,26352,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 现金及现金等价物的净增加额(万元),-5907,-1707,4126,10104,-5546,-9004,-12804,-15158,-5510,12470,5890,532,-6204,2382,-157,-4996,-3486,1614,11,-3353,2605,-22410,-30078,-18968,-8545,-6504,-12382,-13710,-6966,37518,40260,50267,-4764,8221,1079,521,-3955,4550, 

