 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),86236,54485,22027,92777,64923,42017,17799,97845,104401,47680,93313,84669,109638, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),451,--,--,512,344,118,71,314,280,116,279,362,381, 
 收到的其他与经营活动有关的现金(万元),725,561,502,327,286,241,3,189,76,70,87,245,345, 
 经营活动现金流入小计(万元),87412,55046,22529,93616,65553,42376,17873,98348,104758,47866,93679,85276,110364, 
 购买商品、接受劳务支付的现金(万元),76154,47074,20554,69866,47284,29992,14525,70883,84502,40707,76278,67689,92377, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3843,2840,1786,4699,3767,2890,1949,4624,3807,2233,3255,2996,2389, 
 支付的各项税费(万元),3906,1499,439,5648,4560,3103,1394,6310,5524,2855,4377,4648,5096, 
 支付的其他与经营活动有关的现金(万元),2409,1657,495,3449,2344,1448,604,2773,3068,1470,2442,2104,1724, 
 经营活动现金流出小计(万元),86311,53070,23274,83662,57955,37434,18472,84590,96901,47265,86353,77437,101585, 
 经营活动产生的现金流量净额(万元),1101,1975,-745,9954,7598,4942,-599,13758,7856,600,7326,7839,8779, 
 收回投资所收到的现金(万元),28800,10800,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),350,85,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,18,18,18,0,--,--,--,--,--,3430, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),143,116,40,29,10,8,3,13,20,10,13,30,91, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),29293,11001,40,47,28,26,3,13,20,10,13,30,3521, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5200,3386,1956,7021,4844,2902,1535,6037,1566,613,320,1444,5101, 
 投资所支付的现金(万元),55100,32600,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,4539, 
 支付的其他与投资活动有关的现金(万元),--,--,23800,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),60300,35986,25756,7021,4844,2902,1535,6037,1566,613,320,1444,9639, 
 投资活动产生的现金流量净额(万元),-31007,-24985,-25716,-6975,-4816,-2876,-1532,-6025,-1547,-603,-306,-1414,-6119, 
 吸收投资收到的现金(万元),--,--,--,44285,--,--,--,--,--,--,--,--,7344, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,117,117,107,--,733,7500,6500,6500,21000,30250, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,5000, 
 筹资活动现金流入小计(万元),0,0,0,44402,117,107,0,733,7500,6500,6500,21000,42594, 
 偿还债务支付的现金(万元),--,--,--,350,258,233,--,500,14000,7500,4000,37000,30250, 
 分配股利、利润或偿付利息所支付的现金(万元),3645,3645,--,3024,3024,3024,--,4961,4645,1551,4515,700,4991, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),204,204,--,1201,38,--,--,--,--,--,40,100,5000, 
 筹资活动现金流出小计(万元),3850,3850,0,4575,3320,3257,0,5461,18645,9051,8555,37800,40241, 
 筹资活动产生的现金流量净额(万元),-3850,-3850,0,39827,-3203,-3151,0,-4727,-11145,-2551,-2055,-16800,2354, 
 汇率变动对现金及现金等价物的影响(万元),-8,-3,-1,8,2,1,-0,1,-1,1,-5,-2,-11, 
 现金及现金等价物净增加额(万元),-33764,-26862,-26462,42814,-419,-1084,-2131,3008,-4836,-2552,4960,-10377,5003, 
 加:期初现金及现金等价物余额(万元),47242,47242,47242,4428,4428,4428,4428,1421,6257,6257,1297,11673,6671, 
 期末现金及现金等价物余额(万元),13478,20380,20780,47242,4009,3344,2297,4428,1421,3705,6257,1297,11673, 
 净利润(万元),--,4835,--,10319,--,5913,--,10884,8857,--,7371,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,608,--,522,--,317,--,-11,158,--,601,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,399,--,799,--,405,--,762,715,--,691,--,--, 
 无形资产摊销(万元),--,62,--,125,--,62,--,125,108,--,100,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1,--,-1,--,-1,--,6,21,--,121,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-114,--,-39,--,-10,--,-27,146,--,34,--,--, 
 投资损失(万元),--,-85,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-89,--,-69,--,-40,--,34,-14,--,-74,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,284,--,-317,--,318,--,467,1148,--,-2158,--,--, 
 经营性应收项目的减少(万元),--,-6928,--,-3427,--,-3401,--,2567,-2979,--,-3248,--,--, 
 经营性应付项目的增加(万元),--,3301,--,2043,--,1480,--,-1248,-404,--,4188,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-300,--,--,--,-100,--,200,100,--,-300,--,--, 
 经营活动产生现金流量净额(万元),--,1975,--,9954,--,4942,--,13758,7856,--,7326,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),13478,20380,20780,47242,4009,3344,2297,4428,1421,3705,6257,1297,11673, 
 现金的期初余额(万元),47242,47242,47242,4428,4428,4428,4428,1421,6257,6257,1297,11673,6671, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-33764,-26862,-26462,42814,-419,-1084,-2131,3008,-4836,-2552,4960,-10377,5003, 

