 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),183151,96463,40554,262683,159109,93207,34500,209790,127421,78336,26332,181212,156667,138813,106600, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),257,14,--,--,163,--,--,--,--,--,--,--,1983,--,288, 
 收到的其他与经营活动有关的现金(万元),3937,2235,835,2683,1357,1092,194,1375,978,740,845,672,847,959,615, 
 经营活动现金流入小计(万元),187346,98711,41389,265366,160628,94299,34693,211165,128399,79076,27177,181884,159497,139772,107503, 
 购买商品、接受劳务支付的现金(万元),125495,55887,27285,118883,79644,44558,16912,90796,63179,44194,11456,96412,74723,72507,54619, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),60266,40409,21314,64971,48353,32562,17256,56523,42732,26670,16129,41225,32718,24353,20277, 
 支付的各项税费(万元),17388,8238,3235,27233,18538,10244,4530,23842,16437,8758,4824,17730,17167,14660,10429, 
 支付的其他与经营活动有关的现金(万元),27877,16391,7808,30523,23656,14354,5809,25843,18660,12398,5448,23126,19062,15681,12740, 
 经营活动现金流出小计(万元),231026,120925,59642,241609,170191,101718,44506,197004,141008,92020,37857,178494,143670,127201,98065, 
 经营活动产生的现金流量净额(万元),-43680,-22214,-18253,23756,-9563,-7419,-9812,14160,-12609,-12944,-10680,3390,15827,12571,9438, 
 收回投资所收到的现金(万元),32000,22000,22000,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),266,174,174,303,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),127,80,--,65,60,52,24,152,82,78,10,110,39,31,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),32392,22253,22174,368,60,52,24,152,82,78,10,110,39,31,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13155,7030,3290,11379,8554,4054,1759,9832,6556,4402,2101,9730,7614,6874,10235, 
 投资所支付的现金(万元),32000,32962,178,24375,22000,22000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1496,--,--,878,--,--,--,--,--,--,--,--,--,1200,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),46651,39991,3467,36631,30554,26054,1759,9832,6556,4402,2101,9730,7614,8074,10235, 
 投资活动产生的现金流量净额(万元),-14258,-17738,18706,-36263,-30494,-26001,-1734,-9680,-6475,-4324,-2091,-9620,-7575,-8043,-10225, 
 吸收投资收到的现金(万元),1381,1249,201,89763,88524,88524,89818,--,--,--,--,--,--,980,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),1381,--,--,--,--,--,--,--,--,--,--,--,--,980,--, 
 取得借款收到的现金(万元),7000,--,--,--,--,--,--,18946,15300,10475,--,18973,5046,2500,5000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),14,5,13,20540,20343,20390,18876,194,242,5,--,72,--,20,1311, 
 筹资活动现金流入小计(万元),8396,1254,214,110303,108867,108914,108694,19141,15542,10480,0,19046,5046,3500,6311, 
 偿还债务支付的现金(万元),7000,--,--,10646,10346,9530,2000,17273,7914,3461,390,14046,4450,3827,5500, 
 分配股利、利润或偿付利息所支付的现金(万元),5488,5457,18,3451,3440,3444,124,750,549,227,34,483,194,317,255, 
 其中：子公司支付给少数股东的股利、利润(万元),98,98,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2979,533,13,21595,20178,20172,1067,197,154,286,486,500,69,55,--, 
 筹资活动现金流出小计(万元),15466,5990,31,35692,33964,33145,3191,18221,8617,3973,910,15029,4713,4200,5755, 
 筹资活动产生的现金流量净额(万元),-7071,-4736,184,74611,74903,75769,105503,920,6925,6506,-910,4017,333,-700,556, 
 汇率变动对现金及现金等价物的影响(万元),-29,-18,8,4,-4,6,1,2,-6,-9,-2,7,-3,-3,-3, 
 现金及现金等价物净增加额(万元),-65039,-44705,644,62108,34842,42354,93958,5403,-12164,-10771,-13684,-2205,8582,3826,-233, 
 加:期初现金及现金等价物余额(万元),94896,94896,94896,32789,32789,32789,32789,27386,27386,27386,27386,29591,21010,17184,17417, 
 期末现金及现金等价物余额(万元),29858,50191,95540,94896,67630,75143,126746,32789,15221,16615,13702,27386,29591,21010,17184, 
 净利润(万元),--,10499,--,25214,--,9524,--,21133,14209,8017,--,21578,22945,18559,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,3167,--,1080,--,2052,--,1006,2705,2016,--,880,720,136,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2279,--,3511,--,1731,--,3344,2478,1628,--,3008,2731,2095,--, 
 无形资产摊销(万元),--,419,--,714,--,312,--,574,440,291,--,542,374,225,--, 
 长期待摊费用摊销(万元),--,247,--,358,--,148,--,212,154,100,--,149,106,30,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,82,--,99,--,51,--,57,58,-10,--,26,48,113,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,161,--,150,--,696,509,275,--,563,202,259,--, 
 投资损失(万元),--,-238,--,-362,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-393,--,-266,--,-408,--,-127,-391,-268,--,-187,-151,-13,--, 
 递延所得税负债增加(万元),--,24,--,-11,--,-22,--,13,15,16,--,157,--,--,--, 
 存货的减少(万元),--,-12191,--,-5318,--,-7423,--,-4670,-4293,-5149,--,-7205,-5927,-8182,--, 
 经营性应收项目的减少(万元),--,-46038,--,-9953,--,-31574,--,-14920,-39400,-33721,--,-18654,-15847,-4290,--, 
 经营性应付项目的增加(万元),--,19931,--,8529,--,18039,--,6842,10906,13861,--,2535,10626,3637,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-22214,--,23756,--,-7419,--,14160,-12609,-12944,--,3390,15827,12571,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),29858,50191,95540,94896,67630,75143,126746,32789,15221,16615,13702,27386,29591,21010,17184, 
 现金的期初余额(万元),94896,94896,94896,32789,32789,32789,32789,27386,27386,27386,27386,29591,21010,17184,17417, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-65039,-44705,644,62108,34842,42354,93958,5403,-12164,-10771,-13684,-2205,8582,3826,-233, 

