 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),71083,47411,109700,74368,48027,90219,19322,64548,59302,58037, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,1,1,--,--,--,--,6,9, 
 收到的其他与经营活动有关的现金(万元),133,100,560,400,161,480,244,138,240,781, 
 经营活动现金流入小计(万元),71216,47511,110262,74770,48189,90699,19566,64686,59547,58827, 
 购买商品、接受劳务支付的现金(万元),67017,45461,67651,53669,31934,57108,15091,36046,38016,39842, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10990,7577,13240,10036,6600,12123,3143,10060,7847,5738, 
 支付的各项税费(万元),6950,5406,7872,5794,3577,6145,1452,6252,4579,3874, 
 支付的其他与经营活动有关的现金(万元),8722,5653,9956,8089,5656,8270,2308,6856,7307,7169, 
 经营活动现金流出小计(万元),93679,64098,98719,77588,47767,83645,21993,59214,57749,56622, 
 经营活动产生的现金流量净额(万元),-22463,-16587,11542,-2817,421,7054,-2427,5472,1798,2205, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,278, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2082,2082,0,--,--,3,3,--,82,31, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2082,2082,0,0,0,3,3,0,82,308, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3031,2167,3869,2547,2056,3398,880,3978,8129,3026, 
 投资所支付的现金(万元),12000,--,--,--,--,--,--,--,--,112, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15031,2167,3869,2547,2056,3398,880,3978,8129,3138, 
