 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),599050,2752609,1927579,1188696,536506,2373078,1512642,972333,399643,2144195,930778,585190,252608,1210062,846518,572696,259135,1473532,994072,633561,271391,1241319,816761,504588,189945,1228360,836176,467454,210693,893114,656489,408933,169997,712396,524446,318931,131066,561284,412406,246931,519270,487270,384274, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 收到的税费返还(万元),24127,61417,43144,27882,16411,26640,11197,5298,1134,26494,2952,2551,896,4336,2898,2074,1010,2200,690,420,57,866,1017,787,586,1485,955,565,143,482,389,122,91,188,158,54,0,17,13,0,89,0,0, 
 收到的其他与经营活动有关的现金(万元),61872,114057,85196,73324,64665,93777,135683,45310,40453,145105,12542,5302,6749,6919,16836,10108,3374,8277,11131,5295,2672,12873,12541,7255,3946,34217,22859,3157,2783,6564,1982,1062,4548,3685,4010,1702,1133,8584,12275,7589,908,4359,12103, 
 经营活动现金流入小计(万元),685049,2928083,2055918,1289901,617581,2493495,1659521,1022941,441230,2315793,946272,593042,260253,1221318,866251,584878,263518,1484008,1005893,639276,274120,1255058,830319,512630,194477,1264062,859990,471176,213620,900160,658859,410117,174635,716268,528614,320687,132199,569884,424694,254520,520267,491628,396377, 
 购买商品、接受劳务支付的现金(万元),492930,1881534,1334336,800508,406967,1539306,998290,634107,310011,1275096,484418,269435,118016,677348,471484,298493,161158,917257,626973,395465,215085,881012,580704,342431,177133,735105,511439,281304,148569,699725,507413,300308,151081,490965,346226,214578,113424,324310,218380,128653,366360,343828,294874, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),83647,317651,203602,144338,82792,254604,168458,114167,64203,203214,120531,86201,49196,130642,116988,82446,46753,121471,107167,74230,42473,128505,101534,71216,41840,125399,98247,55989,31662,89424,67662,45583,24721,66340,46708,30607,16130,49022,32967,22842,36046,32013,27371, 
 支付的各项税费(万元),36628,170344,127185,86408,38937,147784,121204,78600,33378,142437,87758,52597,20073,113898,86154,56045,18860,114501,88600,52936,18586,104324,85917,56115,19187,77730,67859,35038,12199,52645,42938,26146,8568,46217,37951,22281,6533,44092,43981,23735,49864,24158,19627, 
 支付的其他与经营活动有关的现金(万元),105849,268546,242348,153943,77823,295038,195605,114825,39248,205226,68023,38224,33239,106869,80742,49942,21982,96374,64440,41852,21424,77445,61621,40849,21843,70986,64769,29200,16465,46648,34086,22709,11349,43489,25101,15246,8171,42080,26133,11396,31214,36982,29036, 
 经营活动现金流出小计(万元),719054,2638075,1907471,1185197,606519,2236733,1483557,941699,446839,1825973,760730,446457,220524,1028757,755368,486925,248754,1249603,887180,564483,297567,1191287,829777,510612,260003,1009219,742314,401531,208894,888442,652100,394746,195720,647011,455986,282712,144257,459504,321462,186627,483484,436981,370908, 
 经营活动产生的现金流量净额(万元),-34005,290008,148447,104704,11062,256762,175965,81241,-5609,489820,185542,146586,39729,192561,110884,97952,14764,234406,118713,74793,-23448,63771,543,2018,-65527,254843,117676,69645,4725,11718,6759,15371,-21084,69257,72627,37975,-12058,110380,103232,67894,36783,54647,25469, 
 收回投资所收到的现金(万元),7182,430233,413201,395743,318439,1020304,857148,822674,502287,1401229,1097592,696897,350150,1463221,1183543,693450,167650,298090,217928,105000,55000,202584,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,381,--,0,23,732,0, 
 取得投资收益所收到的现金(万元),109,14040,35729,3106,2003,6235,6055,5768,4418,6470,2704,1717,895,6660,5202,3248,1201,5598,5463,2050,1066,3253,2685,1291,485,2708,414,313,313,313,313,--,--,75,38,--,0,75,25,25,35,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),38,4032,52,21,10,15655,1543,8488,178,43246,620,490,492,2457,71,55,20,1155,113,38,21,1102,559,95,66,1008,126,116,19,64,27,16,2,182,127,51,15,834,94,167,917,1893,39, 
 处置子公司及其他营业单位收到的现金净额(万元),--,72365,43662,34034,17916,16365,--,1535,--,1693,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,282,282,0,0,0, 
 收到的其他与投资活动有关的现金(万元),576,59303,3770,3499,20,27412,4910,4875,--,8413,--,--,--,2867,--,--,663,--,1662,1679,800,--,5695,5211,3801,--,9711,7500,5290,11320,6999,4913,--,3126,297,293,5,3056,1985,2402,498,4336,182, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 投资活动现金流入小计(万元),7905,579973,496413,436402,338389,1085972,869655,843340,506884,1461052,1100916,699104,351537,1475204,1188816,696753,169534,304842,225165,108767,56888,206939,8939,6596,4352,3716,10251,7929,5622,11697,7339,4929,2,3383,461,343,20,4346,2386,2876,1473,6961,220, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),59943,361049,198290,103913,53180,323332,303966,210867,118335,382193,9459,6793,4641,43676,18728,14311,11306,37735,27108,21317,13480,52165,33541,21428,10459,91279,40399,20627,5710,27951,19013,12096,5530,10038,8831,4687,1251,6626,3707,2464,12180,10080,5965, 
 投资所支付的现金(万元),29125,398042,403466,357469,293079,920958,696328,691411,459239,1502154,1104662,813053,310353,1538870,1261507,713970,189770,306375,173299,88090,--,305766,12000,12000,--,11565,9607,4672,--,36181,16181,16181,14565,--,--,--,0,4044,--,0,289,1650,1109, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,23432,59,59,--,11887,--,--,11619,294,--,--,--,952,--,--,--,--,--,--,--,721,1530,1530,9030,63942,81762,--,--,11650,--,--,--,--,70,--,0,--,--,0,15000,0,0, 
 支付的其他与投资活动有关的现金(万元),729,62073,8266,8266,3828,101127,8539,3403,--,2498,--,--,--,--,--,--,--,--,--,--,--,--,80085,83450,50000,1850,--,--,--,--,--,--,--,--,7,7,0,--,--,13,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0, 
 投资活动现金流出小计(万元),89797,844595,610082,469706,350087,1357304,1008834,905681,589192,1887140,1114121,819846,314994,1583498,1280235,728282,201076,344110,200407,109406,13480,358652,127156,118408,69489,168635,131768,25299,5710,75782,35194,28277,20095,10038,8909,4695,1251,10670,3707,2477,27469,11730,7074, 
 投资活动产生的现金流量净额(万元),-81892,-264622,-113668,-33304,-11698,-271332,-139179,-62340,-82308,-426087,-13205,-120742,36543,-108294,-91419,-31529,-31542,-39267,24759,-639,43408,-151713,-118217,-111811,-65136,-164919,-121517,-17370,-88,-64085,-27855,-23348,-20094,-6655,-8448,-4351,-1231,-6324,-1322,399,-25996,-4768,-6854, 
 吸收投资收到的现金(万元),--,1603,189,85,112,445943,462394,440494,439701,6511,6852,6147,--,80,30,--,--,6543,522,522,60,7918,--,--,--,--,--,--,--,--,--,--,--,246002,246302,246302,246302,--,--,0,0,2675,423, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,1212,189,85,85,6278,4987,--,636,435,705,--,--,80,30,--,--,--,60,60,60,1870,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,2675,423, 
 取得借款收到的现金(万元),259209,547791,195728,153735,74283,392966,343757,199717,144379,659131,2350,2350,2350,20500,17865,8865,2865,46263,24495,19495,1188,50997,15105,7823,13314,53800,5003,3793,1192,110,111,130,--,--,--,--,0,4926,4267,4263,40570,56877,58339, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,148950,148950,--,--,--,--,--,0,--,--,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,2790,1390,--,--,26443,4254,268,--,152939,--,--,--,302,--,--,--,--,4485,4485,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,289,--,--,0,0,0,0, 
