 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),59912,31613,11149,85780,48860,28204,11575,82371,49682,29683,10470,71672,41523,24675,10283,66372,40585,23686,9148,59884,35966,21263,7878,49173,30257,17537,6589,40635,23669,13600,34782,12472,28563,26862,24018, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1800,1394,443,2427,1686,961,331,1970,1428,896,418,1209,583,159,144,52,3,--,--,18,--,--,--,--,--,0,--,23,3,3,104,68,53,12,0, 
 收到的其他与经营活动有关的现金(万元),4294,2586,1682,7758,4562,2020,933,2455,1754,1361,646,1487,8669,1271,309,2654,1880,1153,714,1708,1184,384,147,2586,987,633,350,242,174,72,452,160,401,697,240, 
 经营活动现金流入小计(万元),66006,35593,13273,95965,55109,31185,12839,86797,52864,31941,11534,74368,50775,26105,10735,69078,42468,24839,9861,61610,37149,21647,8025,51759,31244,18170,6940,40900,23846,13675,35338,12700,29017,27572,24258, 
 购买商品、接受劳务支付的现金(万元),36678,17863,11387,42066,24435,15781,8748,29793,20919,12145,5907,25330,16912,9709,5431,21729,15281,9366,5033,24500,16881,10717,5722,19805,14577,9621,5668,20265,14837,9070,15251,7013,12902,11576,10195, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),31509,22550,13201,32609,23715,16625,10052,25289,18683,13125,8485,20926,16985,10688,7204,17766,13519,9575,6020,15005,11558,8156,5285,13313,10331,7333,4633,11318,9132,6022,8388,4085,6870,5705,4988, 
 支付的各项税费(万元),8154,4657,3373,12592,8763,5310,3801,11475,7630,5317,3631,10021,6683,4303,2596,9266,6133,3691,1855,7559,4927,2675,1448,6133,4264,2575,1688,4500,3267,2095,4389,1880,3217,2961,3244, 
 支付的其他与经营活动有关的现金(万元),5067,3157,2284,5467,4364,2143,1060,4869,3276,2528,1162,3211,1481,3541,1860,3575,2708,1752,1011,2916,2586,1591,853,4002,2957,1799,1076,4243,2348,1732,2496,1598,2695,2177,1814, 
 经营活动现金流出小计(万元),81408,48227,30245,92734,61278,39859,23660,71426,50507,33114,19186,59489,42062,28241,17091,52335,37641,24384,13919,49980,35953,23139,13309,43253,32130,21328,13064,40326,29584,18920,30524,14575,25684,22418,20240, 
 经营活动产生的现金流量净额(万元),-15403,-12634,-16972,3230,-6169,-8674,-10821,15371,2357,-1173,-7651,14879,8714,-2136,-6357,16743,4827,454,-4058,11630,1197,-1492,-5284,8506,-886,-3158,-6124,574,-5739,-5245,4814,-1875,3334,5153,4017, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1500,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,0,--,417,--,--,0,474,32,0,--,--,288,349,--,--,--,--,--,--,--,--,--,34,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,12,5,2,1,1,0,7,5,4,--,3,-7,3,1,46,5,4,--,4,0,0,--,12,12,5,--,20,11,3,14,19,1,11,9, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,0,--,78400,78400,74400,--,--,--,--,--,--,--,--,--,1144,1144,1144,--,--,--,--,--,--,1534,1534,1534,194,81,25,49,36,118,161,58, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),15,12,5,78819,78401,74401,0,481,36,4,0,3,281,351,1,1190,1149,1149,0,4,0,0,0,1546,1546,1539,1534,215,92,28,63,55,120,173,67, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4314,2906,1378,3942,2167,1136,572,4399,3912,2265,782,26611,25843,24660,24227,2544,1994,1734,591,2721,2283,1304,994,5105,3211,2564,1295,2857,1055,696,1367,407,2378,1409,588, 
 投资所支付的现金(万元),1700,800,--,340,--,--,--,1500,--,--,--,500,500,--,--,--,--,--,--,1000,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,33,383,10,--,566,1051,551,--,3287,10757,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2000,--,--,--,--,--,--,78400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1500,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8014,3706,1378,4315,2550,1146,572,84865,4963,2816,782,30397,37100,24660,24227,2544,1994,1734,591,3721,2283,1304,994,5105,3211,2564,1295,4357,1055,696,1367,407,2378,1409,588, 
 投资活动产生的现金流量净额(万元),-7999,-3694,-1373,74504,75852,73256,-572,-84385,-4927,-2812,-782,-30395,-36819,-24309,-24226,-1354,-845,-585,-591,-3717,-2282,-1304,-994,-3559,-1665,-1025,239,-4143,-964,-667,-1304,-352,-2258,-1237,-521, 
 吸收投资收到的现金(万元),20000,20000,10000,1201,1201,--,--,106250,--,--,--,394,394,--,--,3757,--,--,--,179,179,179,179,2176,2176,0,--,39635,40063,--,--,0,102,--,779, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96,--,0,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),20000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,343,--,300,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),40000,20000,10000,1201,1201,0,0,106250,0,0,0,394,394,0,0,3757,0,0,0,179,179,179,179,2176,2176,343,0,39935,40063,0,0,0,102,0,779, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),8229,7960,--,7988,7988,7988,--,6001,6001,6001,--,1503,1503,1503,--,735,735,735,--,1350,1350,1238,--,3560,3560,3560,--,--,--,--,2527,2527,2639,320,0, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),25557,6618,--,646,313,72,72,318,156,124,79,189,427,39,39,71,71,62,25,59,59,--,--,--,--,0,--,80,418,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),33785,14578,0,8634,8301,8061,72,6319,6157,6125,79,1691,1930,1542,39,807,807,797,25,1409,1409,1238,0,3560,3560,3560,0,80,418,0,2527,2527,2639,320,0, 
 筹资活动产生的现金流量净额(万元),6215,5422,10000,-7433,-7100,-8061,-72,99931,-6157,-6125,-79,-1297,-1536,-1542,-39,2950,-807,-797,-25,-1230,-1230,-1060,179,-1383,-1383,-3217,0,39855,39644,0,-2527,-2527,-2537,-320,779, 
 汇率变动对现金及现金等价物的影响(万元),9,3,-3,3,4,2,-0,-4,-2,-1,0,16,-17,-12,3,-1,1,1,-1,-14,-8,-7,0,-9,-4,-2,-4,-16,-11,-2,-13,2,-0,-23,-22, 
 现金及现金等价物净增加额(万元),-17178,-10903,-8348,70305,62587,56523,-11465,30913,-8729,-10112,-8512,-16797,-29658,-27998,-30619,18338,3176,-926,-4675,6669,-2324,-3863,-6099,3554,-3938,-7401,-5890,36271,32931,-5914,972,-4751,-1462,3575,4253, 
 加:期初现金及现金等价物余额(万元),161339,161339,160975,91034,91034,91034,91034,60121,60121,60121,60121,76918,77550,76916,76916,58580,58580,58580,59724,51911,51911,51911,51911,48356,48356,48356,48356,12086,12152,12086,11114,11114,12576,9001,4748, 
 期末现金及现金等价物余额(万元),144161,150436,152627,161339,153621,147556,79569,91034,51392,50009,51609,60121,47892,48918,46297,76918,61756,57654,55049,58580,49586,48048,45812,51911,44418,40955,42467,48356,45083,6171,12086,6363,11114,12576,9001, 
 净利润(万元),--,3976,--,21120,--,5704,--,18323,--,4746,--,14477,--,2938,--,9798,--,2373,--,7224,--,2131,--,5560,--,1937,--,4261,--,--,5139,2012,3603,3181,4061, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-818,--,1279,--,772,--,642,--,287,--,261,--,339,--,332,--,319,--,47,--,106,--,59,--,70,--,292,--,--,91,63,14,28,43, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,509,--,963,--,477,--,1056,--,505,--,991,--,479,--,950,--,478,--,851,--,409,--,481,--,232,--,415,--,--,360,171,298,157,114, 
 无形资产摊销(万元),--,1164,--,1950,--,902,--,1602,--,795,--,1569,--,738,--,643,--,284,--,526,--,224,--,395,--,203,--,359,--,--,264,132,179,83,27, 
 长期待摊费用摊销(万元),--,38,--,104,--,33,--,44,--,16,--,53,--,33,--,72,--,36,--,71,--,38,--,50,--,18,--,36,--,--,42,25,68,55,10, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-4,--,4,--,1,--,10,--,-3,--,2,--,2,--,-2,--,2,--,-4,--,0,--,-10,--,-4,--,-11,--,--,-17,-14,-0,-8,-1, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-3,--,-3,--,-2,--,4,--,1,--,-16,--,12,--,1,--,-1,--,13,--,7,--,9,--,-488,--,-181,--,--,-36,-34,-116,-139,-35, 
 投资损失(万元),--,--,--,193,--,--,--,-250,--,--,--,14,--,--,--,--,--,--,--,--,--,--,--,-34,--,0,--,--,--,--,--,0,--,--,0, 
 递延所得税资产减少(万元),--,63,--,-237,--,3,--,-51,--,--,--,-31,--,1,--,-40,--,1,--,-12,--,--,--,-8,--,0,--,-43,--,--,-14,-10,12,166,-116, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,-466,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,-63,63, 
 存货的减少(万元),--,-2156,--,479,--,-823,--,-702,--,-1626,--,-2318,--,-1658,--,322,--,-849,--,-2436,--,-1642,--,-931,--,-307,--,-1124,--,--,-1877,-644,-305,-369,104, 
 经营性应收项目的减少(万元),--,-8299,--,-22087,--,-7092,--,-6424,--,-1967,--,-11,--,-1105,--,38,--,447,--,-969,--,-747,--,321,--,-1707,--,-4677,--,--,-888,-1636,-267,-607,216, 
 经营性应付项目的增加(万元),--,-7311,--,-1689,--,-8673,--,791,--,-3927,--,354,--,-3841,--,4631,--,-2635,--,6319,--,-2020,--,2615,--,-3112,--,1270,--,--,1812,-1945,-176,2631,-400, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,206,--,1155,--,24,--,325,--,--,--,--,--,-74,--,--,--,--,--,--,--,--,--,--,--,--,--,-23,--,--,-61,5,25,38,-68, 
 经营活动产生现金流量净额(万元),--,-12634,--,3230,--,-8674,--,15371,--,-1173,--,14879,--,-2136,--,16743,--,454,--,11630,--,-1492,--,8506,--,-3158,--,574,--,--,4814,-1875,3334,5153,4017, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),144161,150436,152627,161339,153621,147556,79569,91034,51392,50009,51609,60121,47892,48918,46297,76918,61756,57654,55049,58580,49586,48048,45812,51911,44418,40955,42467,48356,45083,6171,12086,6363,11114,12576,9001, 
 现金的期初余额(万元),161339,161339,160975,91034,91034,91034,91034,60121,60121,60121,60121,76918,77550,76916,76916,58580,58580,58580,59724,51911,51911,51911,51911,48356,48356,48356,48356,12086,12152,12086,11114,11114,12576,9001,4748, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-17178,-10903,-8348,70305,62587,56523,-11465,30913,-8729,-10112,-8512,-16797,-29658,-27998,-30619,18338,3176,-926,-4675,6669,-2324,-3863,-6099,3554,-3938,-7401,-5890,36271,32931,-5914,972,-4751,-1462,3575,4253, 

