 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),42231,176641,129010,80776,42676,159577,115987,88202,36525,140469,99340,62090,26859,141999,108778,74397,28822,83905,56174,76011,83610, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),676,1953,1869,943,461,2364,2006,580,260,2094,789,399,106,681,593,299,229,577,371,677,499, 
 收到的其他与经营活动有关的现金(万元),7024,1582,697,274,269,1058,1756,900,934,2635,1751,971,575,644,685,360,211,1043,841,588,741, 
 经营活动现金流入小计(万元),49931,180177,131577,81993,43406,162999,119749,89682,37718,145199,101881,63460,27540,143323,110055,75056,29263,85524,57386,77277,84850, 
 购买商品、接受劳务支付的现金(万元),9669,40797,27949,15562,7202,28189,21466,14362,5182,18469,15924,12305,5184,21402,11075,8243,4131,21766,17662,26554,29844, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13905,37337,27564,19623,12259,32738,25724,18563,11331,31842,26192,18150,10454,30534,23413,15117,8297,23327,16600,20116,17471, 
 支付的各项税费(万元),8173,34405,28920,19840,9830,37006,29305,20545,8218,41904,33634,24407,10747,38782,32362,18592,7384,17453,12237,13626,16013, 
 支付的其他与经营活动有关的现金(万元),7608,16009,10997,7843,7597,10019,7407,5266,2037,16835,11177,5355,3723,11301,7350,4975,2544,9718,6779,7816,8874, 
 经营活动现金流出小计(万元),39354,128547,95430,62868,36888,107951,83902,58735,26768,109049,86927,60218,30108,102020,74201,46928,22356,72264,53278,68112,72202, 
 经营活动产生的现金流量净额(万元),10577,51630,36146,19125,6518,55048,35847,30947,10950,36150,14954,3242,-2568,41304,35855,28129,6907,13260,4108,9165,12648, 
 收回投资所收到的现金(万元),--,3000,3000,3000,3000,69000,57500,52000,23000,154500,123500,96500,30642,15000,--,--,--,3000,3000,--,--, 
 取得投资收益所收到的现金(万元),--,214,214,214,47,1512,1414,1368,46,2357,1671,1364,187,346,238,238,--,905,905,754,110, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),70,32,5,--,--,37,22,21,17,24,17,16,5,17,6,4,--,--,--,--,41, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3500,1000,1000,1000,1000,1995,1995,1995,1995,--,--,--,--,4000,4000,2000,2000,3700,3700,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3570,4246,4219,4214,4047,72543,60931,55383,25057,156881,125188,97880,30833,19362,4244,2242,2000,7605,7605,754,151, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2392,19059,16313,13714,6019,17975,13059,6336,3338,10185,8430,825,461,5653,4270,3084,2126,6168,5746,3098,8796, 
 投资所支付的现金(万元),--,8274,8340,6840,--,46000,46000,31000,16000,117500,99500,87000,35500,83537,5537,5537,5537,--,--,3000,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),43091,5357,5357,1611,1611,5611,5611,5611,5611,35574,26406,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),5,1559,3114,3068,38,1164,24,24,27,481,38,35,23,686,996,450,55,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),45488,34249,33123,25233,7668,70750,64694,42971,24975,163739,134375,87859,35984,89875,10802,9071,7719,6168,5746,6098,8796, 
 投资活动产生的现金流量净额(万元),-41918,-30003,-28904,-21019,-3621,1793,-3763,12412,82,-6858,-9187,10020,-5151,-70513,-6558,-6828,-5719,1437,1859,-5343,-8645, 
 吸收投资收到的现金(万元),--,540,--,--,--,--,--,--,--,5341,5341,5341,--,137075,135445,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,540,--,--,--,--,--,--,--,5341,5341,5341,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),18800,29040,26040,21040,4200,22000,14000,9800,--,50400,32200,30200,19500,81026,78836,71836,48928,117654,90135,134538,101160, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),23469,700,700,300,300,125,--,--,--,3190,891,891,791,16348,9029,3095,--,17050,10030,--,--, 
 筹资活动现金流入小计(万元),42269,30280,26740,21340,4500,22125,14000,9800,0,58931,38432,36432,20291,234449,223309,74931,48928,134704,100165,134538,101160, 
 偿还债务支付的现金(万元),19440,32175,23195,12261,4230,44418,34388,24358,14829,52127,32399,27190,16000,133917,89527,55076,24697,131841,90174,113370,96200, 
 分配股利、利润或偿付利息所支付的现金(万元),382,29586,29224,28935,134,29963,29612,29371,408,30454,28439,28019,340,26623,25890,24371,9610,14277,12636,14264,10953, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,3000,--,--,--,1921,1921,--,--,14005,7362,7362,4280,13322,10020,7030,--, 
 筹资活动现金流出小计(万元),19822,61761,52418,41196,4365,77381,64000,53729,15237,84503,62760,55209,16340,174544,122778,86809,38587,159440,112830,134664,107153, 
 筹资活动产生的现金流量净额(万元),22447,-31481,-25678,-19856,135,-55256,-50000,-43929,-15237,-25572,-24328,-18777,3950,59905,100531,-11879,10341,-24736,-12665,-126,-5993, 
 汇率变动对现金及现金等价物的影响(万元),-324,-605,-503,-215,-114,399,240,206,65,1219,628,430,236,165,301,284,38,-589,-405,-42,-6, 
 现金及现金等价物净增加额(万元),-9219,-10460,-18938,-21965,2919,1983,-17676,-364,-4140,4939,-17933,-5086,-3533,30860,130129,9705,11567,-10628,-7103,3654,-1996, 
 加:期初现金及现金等价物余额(万元),39950,47167,47167,47167,47167,45184,45184,45184,45184,40245,40245,40245,40245,9385,9385,9385,9385,20013,20013,16359,18355, 
 期末现金及现金等价物余额(万元),30731,36708,28229,25202,50086,47167,27508,44821,41044,45184,22312,35160,36712,40245,139514,19090,20952,9385,12910,20013,16359, 
 净利润(万元),--,50264,--,31765,--,65340,--,33348,--,66533,--,43894,--,62648,--,39459,--,25940,--,12530,17972, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,6606,--,807,--,346,--,298,--,1274,--,933,--,2043,--,580,--,364,--,335,57, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,12574,--,5862,--,10879,--,5482,--,10184,--,4697,--,8247,--,3864,--,7039,--,6357,5787, 
 无形资产摊销(万元),--,1051,--,519,--,1014,--,501,--,576,--,169,--,313,--,146,--,239,--,236,207, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-0,--,238,--,902,--,551,--,780,--,76,--,130,--,59,--,14,--,-1,-277, 
 固定资产报废损失(万元),--,2270,--,--,--,--,--,-0,--,1087,--,313,--,317,--,41,--,54,--,7,207, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,786,--,298,--,1139,--,755,--,1632,--,739,--,4933,--,2907,--,5575,--,5602,4252, 
 投资损失(万元),--,-214,--,-214,--,-1512,--,-1368,--,-2357,--,-1364,--,-346,--,-238,--,-905,--,-754,-110, 
 递延所得税资产减少(万元),--,800,--,1191,--,-811,--,605,--,1101,--,-990,--,-1668,--,-124,--,-669,--,-264,113, 
 递延所得税负债增加(万元),--,528,--,-58,--,-114,--,-58,--,-74,--,--,--,--,--,--,--,--,--,--,--, 
