 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),31281,118133,68991,49151,21800,82273,56502,33780,13660,50681,42286,25390,9105,42608,26448,6887,36358,23368,7224, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),143,1598,947,311,261,2333,1350,1316,155,1564,1715,389,315,955,576,193,1365,66,1, 
 收到的其他与经营活动有关的现金(万元),551,3082,4051,916,761,1989,1799,2096,339,1632,2641,1683,247,1478,1000,273,1810,361,303, 
 经营活动现金流入小计(万元),31975,122812,73990,50378,22821,86595,59651,37192,14153,53877,46642,27461,9668,45041,28023,7353,39533,23796,7528, 
 购买商品、接受劳务支付的现金(万元),9582,37375,12825,8906,4215,14762,7102,3654,359,5803,6334,3323,910,6726,2669,871,3541,3472,1480, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13589,52872,39439,27883,13512,48899,35499,20832,10349,36684,25902,16200,8538,25093,17987,5571,17658,12392,6134, 
 支付的各项税费(万元),820,5506,4835,3228,1778,6110,4602,2943,1123,2572,1756,1182,506,2841,2178,893,3893,1838,126, 
 支付的其他与经营活动有关的现金(万元),4318,8924,9227,6537,4229,9428,9287,5018,1944,5655,7035,2433,1683,3340,4551,1277,2314,1785,1078, 
 经营活动现金流出小计(万元),28309,104676,66325,46554,23734,79199,56490,32447,13774,50714,41026,23138,11636,38000,27386,8611,27406,19486,8818, 
 经营活动产生的现金流量净额(万元),3666,18136,7665,3824,-913,7396,3160,4745,379,3163,5616,4323,-1968,7040,637,-1258,12127,4309,-1290, 
 收回投资所收到的现金(万元),5224,1394,207,0,--,27790,27790,0,--,--,--,--,--,--,--,--,--,1000,2450, 
 取得投资收益所收到的现金(万元),--,0,53,30,15,77,77,--,--,--,--,--,--,--,--,--,--,4,5, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,410,9,9,0,1,1,--,--,--,--,--,--,--,--,--,9,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,50,1095,1067,981,--,40,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),808,945,--,--,10,180,--,--,--,1500,--,--,--,--,--,--,--,--,7, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6032,2799,1364,1106,1006,28049,27909,0,0,1500,0,0,0,0,0,0,9,1004,2462, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),34,2228,401,270,200,2790,513,375,53,3451,2727,2489,1871,2585,945,260,1129,2530,891, 
 投资所支付的现金(万元),24632,7333,9592,8932,1492,36879,31702,28344,--,6323,2223,410,410,957,862,--,954,1000,2650, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,34655,35875,35011,33768,1085,1025,1085,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),2137,0,--,--,--,436,472,629,--,2899,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),26803,44216,45868,44213,35460,41189,33713,30433,53,12672,4950,2899,2281,3542,1807,260,2083,3530,3541, 
 投资活动产生的现金流量净额(万元),-20772,-41417,-44504,-43107,-34454,-13141,-5804,-30432,-53,-11172,-4950,-2899,-2281,-3542,-1807,-260,-2074,-2526,-1079, 
 吸收投资收到的现金(万元),--,3659,1175,559,--,27250,26987,27160,--,56441,100,--,--,--,--,--,--,3641,9015, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,10,--,--,--,428,338,338,--,175,100,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,72533,46546,46576,43079,33614,4628,3930,3930,10240,9932,2352,2354,2704,--,--,--,--,1500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),27796,0,200,142,2,1764,--,--,--,--,--,--,--,--,--,--,--,--,277, 
 筹资活动现金流入小计(万元),27796,76192,47921,47278,43081,62629,31615,31090,3930,66682,10032,2352,2354,2704,0,0,0,3641,10792, 
 偿还债务支付的现金(万元),27469,28460,4325,479,451,11725,4325,4335,27,942,1011,34,8,--,--,--,--,1000,1000, 
 分配股利、利润或偿付利息所支付的现金(万元),458,4400,3934,3540,466,5151,5092,5043,93,3973,3804,3804,2358,2627,2627,--,2436,2044,41, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),218,43996,41087,42945,116,896,1131,215,--,5618,4523,1214,1017,2220,--,--,120,75,210, 
 筹资活动现金流出小计(万元),28146,76857,49346,46964,1033,17772,10548,9593,120,10533,9338,5052,3384,4846,2627,0,2556,3119,1251, 
 筹资活动产生的现金流量净额(万元),-349,-665,-1425,314,42048,44857,21066,21497,3810,56149,694,-2700,-1030,-2142,-2627,0,-2556,523,9541, 
 汇率变动对现金及现金等价物的影响(万元),-121,-777,183,1066,630,386,1030,823,198,626,254,137,-50,-29,-11,108,-644,-373,82, 
 现金及现金等价物净增加额(万元),-17576,-24722,-38082,-37903,7311,39498,19453,-3367,4335,48766,1615,-1139,-5329,1327,-3808,-1410,6852,1933,7253, 
 加:期初现金及现金等价物余额(万元),81520,106242,106242,106242,106242,66744,66744,65157,64885,17978,17978,17978,17978,16651,16651,16651,9799,7865,612, 
 期末现金及现金等价物余额(万元),63944,81520,68160,68339,113553,106242,86197,61791,69220,66744,19592,16839,12649,17978,12843,15241,16651,9799,7865, 
 净利润(万元),--,7614,--,5616,--,12006,--,7307,--,11638,10122,6772,3710,11266,10027,3386,9668,5377,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2102,--,132,--,225,--,79,--,233,108,85,47,73,157,70,7,-5,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1195,--,698,--,942,--,435,--,687,484,308,147,482,362,482,306,215,--, 
 无形资产摊销(万元),--,3779,--,1457,--,372,--,85,--,97,69,95,69,69,52,69,85,59,--, 
 长期待摊费用摊销(万元),--,573,--,185,--,318,--,149,--,220,114,107,64,246,185,246,257,188,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,5,--,13,--,-3,--,-1020,--,--,--,--,--,--,--,--,-9,--,--, 
 固定资产报废损失(万元),--,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--, 
 公允价值变动损失(万元),--,-479,--,-790,--,140,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,3077,--,1314,--,772,--,144,--,119,-181,-22,-31,86,-3,-29,412,308,--, 
 投资损失(万元),--,-795,--,-300,--,-379,--,-112,--,147,45,56,96,-9,-80,-133,8,-4,--, 
 递延所得税资产减少(万元),--,-121,--,47,--,-432,--,20,--,-190,110,-59,51,-35,89,67,196,-132,--, 
 递延所得税负债增加(万元),--,-644,--,4078,--,-19,--,333,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,799,--,-1319,--,-1243,--,-542,--,-118,-1720,-346,-6,-324,-385,-82,-77,-76,--, 
 经营性应收项目的减少(万元),--,-2774,--,-5514,--,-10200,--,-23866,--,-12077,-2381,-3121,-3987,-5932,-6051,-4314,-7,-2845,--, 
 经营性应付项目的增加(万元),--,1849,--,1625,--,849,--,21055,--,2407,-1153,754,-2127,1117,-3716,-1020,1281,1224,--, 
