 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),283649,187474,74811,468838,312265,183510,82447,455853,390273,371781,321985, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,89,97,160, 
 收到的其他与经营活动有关的现金(万元),5347,17369,4658,15554,4527,18212,5039,17674,13677,14477,44731, 
 经营活动现金流入小计(万元),288995,204843,79469,484392,316792,201722,87486,473528,404039,386355,366876, 
 购买商品、接受劳务支付的现金(万元),212275,132533,38230,282784,198799,103248,41923,312700,270469,261681,231457, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),60626,38436,21802,87765,58305,44572,22375,83696,77219,69706,63375, 
 支付的各项税费(万元),1988,1397,223,1722,1509,1045,141,1968,1640,1528,753, 
 支付的其他与经营活动有关的现金(万元),17346,9251,3277,32381,18096,12821,3326,25690,25108,24001,40122, 
 经营活动现金流出小计(万元),292235,181618,63532,404651,276709,161685,67765,424054,374436,356916,335707, 
 经营活动产生的现金流量净额(万元),-3240,23226,15937,79740,40083,40037,19720,49474,29603,29439,31169, 
 收回投资所收到的现金(万元),15049,--,--,--,--,--,--,9,842,--,1000, 
 取得投资收益所收到的现金(万元),41,--,--,--,--,--,--,--,20,24,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),59,59,--,75,56,45,--,120,440,218,370, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,403,--,646, 
 收到的其他与投资活动有关的现金(万元),381,381,--,2900,2175,774,--,3371,2544,2096,5098, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),15530,440,0,2975,2232,818,0,3500,4248,2338,7114, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18129,10678,6672,21574,13570,9736,4894,20713,23897,19875,28582, 
 投资所支付的现金(万元),201200,179200,--,400,400,400,400,--,200,--,800, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),51,102,--,--,--,--,--,--,--,27,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,63,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),219380,189979,6672,21974,13970,10136,5294,20713,24097,19964,29382, 
 投资活动产生的现金流量净额(万元),-203851,-189539,-6672,-18999,-11738,-9317,-5294,-17213,-19849,-17626,-22269, 
 吸收投资收到的现金(万元),228845,228845,--,700,--,--,--,800,1968,--,19834, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,700,--,--,--,800,--,--,--, 
 取得借款收到的现金(万元),37744,24204,17855,66812,37744,49166,35100,144170,189583,197782,171533, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,472,3919, 
 筹资活动现金流入小计(万元),266589,253049,17855,67512,37744,49166,35100,144970,191551,198254,195286, 
 偿还债务支付的现金(万元),36996,23621,15430,89062,37554,53173,38675,174044,178203,204588,152519, 
