 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),179471,740257,516682,273930,102535,623134,419574,230646,90981,697407,445689,335200,209163,549876,333856,195190,32620,150477,106200,86623,37889,197681,120740,73577,39619,229174,146979,95022,50918,245678,157026,102347,50016,224775,151762,92885,45278,194738,122948,80389,251655,172399,163415,129434, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到的税费返还(万元),657,2146,1543,878,496,4967,1089,642,307,4525,3853,3496,383,2281,1730,1362,495,2863,2229,1115,828,2328,1772,1091,269,1459,1082,558,304,1737,788,588,272,1481,981,758,252,1796,693,656,1099,615,422,803, 
 收到的其他与经营活动有关的现金(万元),50940,217349,198457,182204,222694,16187,176691,71118,15658,41067,32640,28222,23936,9935,37979,5579,724,1140,2198,816,983,4036,3091,1976,845,2416,3081,1886,900,3978,4101,1871,804,6130,5476,4778,2056,586,2684,500,2861,2698,4144,2768, 
 经营活动现金流入小计(万元),231067,959753,716682,457011,325724,644288,597354,302406,106946,742999,482183,366918,233482,562093,373564,202131,33840,154480,110628,88555,39700,204044,125603,76644,40734,233048,151142,97466,52123,251394,161914,104805,51092,232386,158220,98420,47587,197120,126325,81545,255615,175712,167982,133005, 
 购买商品、接受劳务支付的现金(万元),77589,612480,533758,462090,454711,303276,226171,106028,60624,452296,409955,246200,46374,208692,147482,103769,20753,91518,66777,61876,24271,129490,72053,47568,25130,137251,77994,55298,33474,164307,110846,70135,36052,143294,99835,67420,33294,91889,51946,40836,189701,138411,100311,85461, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),18358,66597,48896,28207,15321,46472,33289,23210,12440,41156,31088,22091,12367,38285,32206,22345,8663,40834,29388,22203,8840,45650,32705,22189,9236,50723,37017,26231,11056,46889,36456,25285,9133,37030,28075,19318,7869,32351,25841,18362,31722,24038,22912,16852, 
 支付的各项税费(万元),51260,122293,98528,71965,29575,99364,82824,66126,33324,109839,55731,48256,26107,53650,40174,30006,1566,8683,7368,5112,3082,10590,7810,5328,2261,14498,12610,8684,3247,20275,13727,8946,3261,17041,12224,9049,4698,14891,9788,6813,13710,9497,7816,7533, 
 支付的其他与经营活动有关的现金(万元),22677,74633,61785,28665,11068,244362,210206,106122,48551,41960,53432,65420,12571,55272,62708,22824,4255,13830,13487,5525,4211,11031,14611,10009,4878,15625,13592,9322,5217,12250,13526,8066,3833,10671,10422,6973,3734,10015,12202,4377,8626,10054,8881,6861, 
 经营活动现金流出小计(万元),169883,876003,742967,590926,510675,693474,552490,301486,154939,645250,550205,381967,97419,355899,282569,178944,35237,154865,117020,94716,40404,196762,127180,85094,41506,218097,141214,99536,52994,243722,174555,112433,52278,208035,150557,102760,49596,149145,99776,70389,243758,182001,139921,116707, 
 经营活动产生的现金流量净额(万元),61184,83750,-26285,-133915,-184951,-49186,44863,921,-47993,97748,-68023,-15049,136063,206194,90995,23187,-1397,-385,-6392,-6162,-704,7282,-1577,-8449,-772,14951,9928,-2069,-871,7672,-12641,-7628,-1186,24351,7663,-4339,-2009,47975,26548,11156,11857,-6289,28061,16298, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,29500,--,4464,--,17700,--,17393,--,689,--,160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),--,9630,9630,--,--,4433,4428,8560,4416,20770,20424,20424,20424,10310,9512,10143,--,542,66,557,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,99,99,99,0,0,33,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),282,8380,4826,587,621,3568,5276,4654,1470,10135,5572,4034,2711,10815,8025,5542,3945,14288,11271,6404,3977,27861,13177,8331,4521,31020,15282,10284,4488,25535,8289,4710,2591,13713,7897,5848,3534,20622,14595,9451,15799,8860,2839,1379, 
 处置子公司及其他营业单位收到的现金净额(万元),6770,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12683,--,--,--,--,--,--,--,--,--,--,--,2552,2552,2552,0,0,0,0,0,0,3131,0, 
 收到的其他与投资活动有关的现金(万元),43034,13156,14485,--,--,--,17240,11758,--,9,44613,32374,34662,--,23924,40730,526,18089,9147,17119,--,--,--,--,--,--,--,0,--,1402,--,--,--,--,--,--,0,0,84,0,0,170,0,2827, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),50086,31166,28941,587,621,8001,26944,24973,5885,60414,70610,61296,57797,38825,41462,73809,4471,33607,20484,24240,3977,40544,13177,8331,4521,31020,15282,10284,4488,26938,8289,4710,2591,16265,10449,8401,3534,20721,14778,9550,15799,9030,6004,4206, 
