 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),4111,54431,22847,12675,4040,41168,17425,9138,2874,32460,16487,8663,3217,23759,12038,6165,2228,21536,11744,7485,1774,14243,12356,7451,5992, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5,173,63,51,31,173,--,--,--,--,--,--,--,--,--,--,--,13,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),897,909,1371,732,394,1374,981,822,538,1413,1268,573,259,1486,1040,561,174,368,257,157,83,1371,723,725,236, 
 经营活动现金流入小计(万元),5013,55512,24281,13459,4466,42715,18406,9960,3411,33874,17755,9236,3476,25246,13079,6726,2403,21917,12001,7642,1857,15614,13080,8176,6228, 
 购买商品、接受劳务支付的现金(万元),253,1178,2704,1559,511,2189,3447,2207,235,2430,2189,1611,1556,1285,980,381,164,2119,1921,1750,405,568,1389,1776,481, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10911,43990,32165,20906,9810,34472,25039,15920,6623,22896,16336,10523,4400,16178,11882,7858,3665,13204,9611,6164,3023,9440,5044,2972,2553, 
 支付的各项税费(万元),1188,2530,1527,852,380,2306,1367,810,651,1176,769,481,240,768,473,445,456,1322,1087,778,428,1214,1088,547,179, 
 支付的其他与经营活动有关的现金(万元),1410,6470,3531,2613,1971,4708,3130,2384,1434,4708,3433,2081,884,3190,2454,1539,771,2410,1847,1047,499,2167,2085,1907,1564, 
 经营活动现金流出小计(万元),13762,54168,39926,25929,12671,43676,32983,21320,8943,31210,22727,14696,7080,21421,15788,10223,5056,19055,14465,9739,4354,13389,9606,7203,4777, 
 经营活动产生的现金流量净额(万元),-8750,1344,-15645,-12470,-8205,-961,-14577,-11360,-5532,2663,-4972,-5460,-3604,3825,-2710,-3496,-2653,2862,-2464,-2097,-2497,2225,3473,974,1451, 
 收回投资所收到的现金(万元),--,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,--, 
 取得投资收益所收到的现金(万元),--,66,31,1,--,--,--,--,--,169,119,79,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,2,--,--,--,9,8,4,--,2,1,1,--,3,--,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47,--, 
 收到的其他与投资活动有关的现金(万元),1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1560,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2,1068,31,1,0,9,8,4,0,171,121,80,0,3,0,0,0,0,0,0,0,0,1560,52,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),22,316,228,166,118,792,604,398,119,1016,668,513,195,1481,1167,1060,1005,311,168,131,147,345,79,130,84, 
 投资所支付的现金(万元),--,2810,2690,2683,183,4369,4568,3413,2832,1558,1391,600,600,996,--,--,--,--,--,--,--,--,--,34,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,92,-126,--,--,--,--,--,--,451,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,474,527, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22,3127,2919,2849,301,5253,5047,3811,2951,2574,2059,1113,795,2927,1167,1060,1005,311,168,131,147,345,79,638,611, 
 投资活动产生的现金流量净额(万元),-20,-2059,-2887,-2848,-301,-5244,-5039,-3808,-2951,-2403,-1938,-1032,-795,-2924,-1167,-1060,-1005,-311,-168,-131,-147,-345,1482,-586,-611, 
 吸收投资收到的现金(万元),--,394,245,245,--,794,1076,637,490,1666,--,--,--,18062,18062,18062,18062,--,--,--,--,--,5892,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,394,--,245,--,794,--,--,490,1666,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,4000,4000,4000,--,4998,4000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1400, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,4394,4245,4245,0,5792,5076,637,490,1666,0,0,0,18062,18062,18062,18062,0,0,0,0,0,5892,0,1400, 
 偿还债务支付的现金(万元),--,6998,4998,4998,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1400,760, 
 分配股利、利润或偿付利息所支付的现金(万元),--,166,102,57,40,1455,1374,879,--,1374,1374,1374,--,1374,1316,716,--,1320,1320,95,--,1200,2533,134,21, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33,132,--, 
 支付其他与筹资活动有关的现金(万元),22,--,--,--,--,0,--,--,--,--,--,--,--,912,531,233,--,35,35,--,--,147,69,--,--, 
 筹资活动现金流出小计(万元),22,7164,5100,5055,2040,1455,1374,879,0,1374,1374,1374,0,2287,1847,950,0,1355,1355,95,0,1347,2602,1534,781, 
