 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),2943,2160,4676,12858,7844,3639,89266,68682,40288,20181,113761,64205,37659,20313,102739,68021,42849,22989,90473,57850,36934,20852,75643,63240,39616,20753,95285,71746,47279,23935,115895,89076,63673,27115,89543,59106,36317,18789,122535,89485,61625,30376,101413,60423,40011,19655,73005,44844,26639,13683, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到的税费返还(万元),--,--,4,7,4,--,671,596,337,103,3405,3164,2734,1542,999,730,387,--,36,36,36,36,--,--,--,--,--,--,--,--,--,--,0,--,--,40,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),2246,2113,1217,15303,10600,1676,37901,8209,1836,1528,5006,6135,2283,469,3292,5788,1028,156,3198,3339,1802,1059,2175,3082,2552,1003,3061,2744,2291,1488,2880,3765,3949,1767,983,8408,4815,121,879,3939,2624,728,897,1512,1096,221,3618,3123,2840,458, 
 经营活动现金流入小计(万元),5188,4274,5896,28168,18448,5315,127839,77487,42461,21811,122172,73504,42676,22324,107030,74539,44264,23145,93707,61225,38772,21946,77819,66322,42168,21755,98346,74490,49570,25423,118776,92841,67622,28881,90527,67553,41132,18911,123414,93424,64250,31103,102310,61935,41107,19876,76623,47967,29480,14141, 
 购买商品、接受劳务支付的现金(万元),740,2,21500,21242,21242,20178,71537,51291,21282,10863,78905,48915,26007,12851,76966,50314,31444,14646,64705,41856,27583,17414,57761,49945,28714,14304,64853,43969,27406,13086,90515,68348,45895,21466,59649,41164,26263,11750,74257,55663,41300,18355,53257,35705,23215,11177,51727,32785,21092,10397, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,0,0, 
