 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),138492,88940,166051,118621,72343,156348,154929,124156, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),776,625,1167,566,118,314,180,15, 
 收到的其他与经营活动有关的现金(万元),1560,2507,2487,3034,2217,597,510,656, 
 经营活动现金流入小计(万元),140828,92073,169705,122222,74677,157259,155619,124827, 
 购买商品、接受劳务支付的现金(万元),110540,74259,135575,90808,57412,129177,126567,102718, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4437,3133,5506,3927,2841,5101,3747,3081, 
 支付的各项税费(万元),2724,1344,3979,3553,2850,3680,4505,3895, 
 支付的其他与经营活动有关的现金(万元),5725,4500,9915,8002,5329,9364,7090,5926, 
 经营活动现金流出小计(万元),123426,83236,154975,106291,68432,147322,141909,115620, 
 经营活动产生的现金流量净额(万元),17402,8837,14730,15930,6245,9937,13710,9207, 
 收回投资所收到的现金(万元),--,--,--,10,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),23,23,4,171,--,--,2,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3717,140,--,25694,--,42421,211491,166965, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3741,163,4,25876,0,42421,211492,166965, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4715,4086,8603,5539,4888,22130,22629,9252, 
 投资所支付的现金(万元),2900,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),29996,--,--,34080,--,42088,218612,164471, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),37611,4086,8603,39619,4888,64218,241242,173723, 
 投资活动产生的现金流量净额(万元),-33870,-3922,-8599,-13743,-4888,-21797,-29749,-6758, 
 吸收投资收到的现金(万元),49100,--,--,--,--,25267,--,500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),33040,21440,50073,38650,24070,59801,75040,43795, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),28771,2672,3353,36820,3345,76590,91474,65649, 
 筹资活动现金流入小计(万元),110911,24112,53426,75470,27415,161657,166514,109944, 
 偿还债务支付的现金(万元),65590,25173,54233,39670,24630,54540,60256,41610, 
 分配股利、利润或偿付利息所支付的现金(万元),1796,1283,2722,2049,1453,3438,3385,1891, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),26613,515,2763,35795,2215,91271,87937,67970, 
 筹资活动现金流出小计(万元),94000,26970,59717,77514,28298,149249,151578,111471, 
 筹资活动产生的现金流量净额(万元),16911,-2858,-6292,-2044,-882,12408,14936,-1527, 
 汇率变动对现金及现金等价物的影响(万元),-176,-144,395,28,23,570,15,-93, 
 现金及现金等价物净增加额(万元),266,1913,234,171,497,1119,-1088,829, 
 加:期初现金及现金等价物余额(万元),2724,2734,2499,2479,2499,1381,2469,1640, 
 期末现金及现金等价物余额(万元),2990,4647,2734,2650,2997,2499,1381,2469, 
