 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),4363,12980,7847,4310,2058,13351,9077,5974,2596,15868,11821,7796,3866,15080,11024,3102,22191,17884,15175, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),103,884,300,160,78,581,376,236,102,308,255,204,284,376,238,96,443,293,1124, 
 经营活动现金流入小计(万元),4466,13863,8147,4470,2135,13931,9453,6210,2698,16176,12076,8000,4150,15456,11262,3198,22634,18177,16300, 
 购买商品、接受劳务支付的现金(万元),860,2115,1554,844,511,2009,1855,1368,620,1680,1235,408,312,1738,1472,625,2589,2710,3433, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2246,6683,5372,3506,1864,8265,6540,4714,2619,10042,8062,5938,3270,11623,9325,3955,10596,8676,6359, 
 支付的各项税费(万元),202,1772,1265,1026,423,1508,1036,719,414,2314,1985,1670,1193,2374,1605,822,1976,1216,3024, 
 支付的其他与经营活动有关的现金(万元),444,1807,1289,753,337,2062,1482,1250,759,1211,779,666,447,1597,1366,308,2062,2155,1965, 
 经营活动现金流出小计(万元),3752,12376,9481,6129,3134,13844,10912,8051,4412,15247,12062,8682,5222,17332,13768,5710,17223,14757,14781, 
 经营活动产生的现金流量净额(万元),714,1487,-1334,-1659,-999,87,-1460,-1840,-1715,929,13,-682,-1072,-1877,-2506,-2512,5410,3420,1519, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1700,60, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,362,359,357,88,219,215,125,122,72,8,3,2,2,0,0,185,47,7, 
