 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),20135,13308,6220,36437,26764,17358,8726,38839,28148,18464,9221,44177,29124,26893,25243, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),866,670,129,416,340,137,40,1000,727,75,--,--,--,--,162, 
 收到的其他与经营活动有关的现金(万元),487,290,91,2795,1855,1080,318,1277,1274,505,232,1591,1651,1025,539, 
 经营活动现金流入小计(万元),21488,14268,6440,39648,28958,18574,9083,41116,30149,19044,9453,45768,30774,27918,25944, 
 购买商品、接受劳务支付的现金(万元),520,339,190,765,535,332,159,704,503,312,150,895,782,618,497, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11650,8049,4266,12228,8961,6135,3404,9663,7220,5027,2948,7932,5721,4092,2338, 
 支付的各项税费(万元),2070,1537,832,3397,2558,2120,847,4582,3509,2079,488,3124,3032,3173,2452, 
 支付的其他与经营活动有关的现金(万元),7142,5000,1677,12333,8497,4461,2165,8866,6360,3573,1542,9871,5981,5131,4647, 
 经营活动现金流出小计(万元),21381,14926,6964,28722,20550,13048,6574,23814,17592,10991,5128,21822,15516,13014,9934, 
 经营活动产生的现金流量净额(万元),107,-658,-524,10926,8408,5526,2509,17302,12556,8053,4325,23946,15258,14903,16010, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2693,524,273,2532,1994,1823,248,1450,1359,937,80,447,598,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,2,2,2,0,6,6,6,1,7,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),208241,57241,30241,24866,17166,15100,3000,35830,18983,26383,6881,6472,20735,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),210935,57765,30514,27400,19162,16925,3248,37286,20348,27325,6962,6925,21333,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),444,198,31,602,519,346,9,330,268,182,92,430,1204,179,307, 
 投资所支付的现金(万元),1503,1498,1498,--,--,--,--,724,724,700,700,208,200,65,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),207000,54000,27000,94241,73000,1000,--,16248,3248,16248,--,15182,37848,17630,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),208947,55696,28528,94843,73519,1346,9,17301,4239,17129,792,15819,39251,17874,307, 
 投资活动产生的现金流量净额(万元),1987,2069,1986,-67443,-54358,15579,3239,19985,16109,10196,6170,-8894,-17918,-17874,-307, 
 吸收投资收到的现金(万元),--,--,--,87597,87597,--,--,--,--,--,--,--,68,44,147, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,900,3900, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,87597,87597,0,0,0,0,0,0,0,68,944,4047, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1933,2867, 
 分配股利、利润或偿付利息所支付的现金(万元),7480,7480,480,--,--,--,--,10280,9611,5538,4238,2535,4265,4227,2320, 
 其中：子公司支付给少数股东的股利、利润(万元),480,480,480,--,--,--,--,--,--,--,480,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1045,738,137,--,133,133,133,100,66,238,--,--, 
 筹资活动现金流出小计(万元),7480,7480,480,1045,738,137,0,10413,9744,5671,4338,2601,4503,6160,5186, 
 筹资活动产生的现金流量净额(万元),-7480,-7480,-480,86553,86860,-137,0,-10413,-9744,-5671,-4338,-2601,-4435,-5217,-1139, 
 汇率变动对现金及现金等价物的影响(万元),-84,-45,-10,123,50,37,-9,99,63,-2,4,-1,-15,-3,-21, 
 现金及现金等价物净增加额(万元),-5469,-6114,972,30159,40960,21005,5739,26973,18984,12577,6161,12450,-7110,-8190,14543, 
 加:期初现金及现金等价物余额(万元),76885,76885,76885,46726,46727,46727,46726,19754,19754,19754,19755,7304,14414,22604,8061, 
 期末现金及现金等价物余额(万元),71415,70771,77856,76885,87687,67733,52465,46726,38738,32330,25916,19754,7304,14414,22604, 
 净利润(万元),--,4867,--,15778,--,--,4587,17586,--,10162,5143,16330,12639,12857,11449, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,31,--,28,--,--,4,6,--,10,-31,16,-3,-42,27, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,170,--,428,--,--,106,491,--,203,102,397,412,360,319, 
 无形资产摊销(万元),--,41,--,49,--,--,12,54,--,24,11,37,34,27,8, 
 长期待摊费用摊销(万元),--,142,--,115,--,--,18,83,--,48,24,89,68,19,10, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,--,-1,--,--,-0,-1,--,--,-0,-3,--,--,--, 
 固定资产报废损失(万元),--,1,--,8,--,--,--,0,--,-1,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-1339,--,-1224,--,--,-248,-1691,--,-997,-222,-1593,-966,22,160, 
 投资损失(万元),--,17,--,37,--,--,-16,45,--,21,--,88,--,--,--, 
 递延所得税资产减少(万元),--,15,--,-46,--,--,7,-21,--,-6,--,-91,15,180,48, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,-45,45,--, 
 存货的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),--,-298,--,-192,--,--,39,440,--,279,-51,-129,-1000,-856,-169, 
 经营性应付项目的增加(万元),--,-4305,--,-4054,--,--,-1999,310,--,-1689,-650,8805,4104,2293,4157, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-658,--,10926,--,--,2509,17302,--,8053,4325,23946,15258,14903,16010, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),71415,70771,77856,76885,87687,67733,52465,46726,38738,32330,25916,19754,7304,14414,22604, 
