 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),93107,64604,96501,76883,90796,143265,76686, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),206,157,1796,164,--,--,--, 
 收到的其他与经营活动有关的现金(万元),350,297,995,278,512,588,1078, 
 经营活动现金流入小计(万元),93663,65058,99292,77325,91308,143853,77764, 
 购买商品、接受劳务支付的现金(万元),85864,55924,95148,74603,64142,102112,85197, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3397,2552,3821,3065,3536,3482,3003, 
 支付的各项税费(万元),2439,1517,3615,3055,6896,4068,2829, 
 支付的其他与经营活动有关的现金(万元),2049,1173,4470,1443,2089,2176,2853, 
 经营活动现金流出小计(万元),93750,61166,107053,82166,76663,111838,93883, 
 经营活动产生的现金流量净额(万元),-88,3892,-7761,-4841,14645,32015,-16119, 
 收回投资所收到的现金(万元),--,--,19000,19000,71636,10361,12281, 
 取得投资收益所收到的现金(万元),445,445,73,73,94,--,95, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),23,3,46,20,21,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2201,2201,2000,2000,232,2048,2484, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2669,2649,21120,21093,71983,12409,14861, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),558,557,669,253,737,707,1209, 
 投资所支付的现金(万元),--,--,17661,17661,78225,12725,13075, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),432,432,--,--,1050,232,3048, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),990,989,18330,17914,80012,13665,17332, 
 投资活动产生的现金流量净额(万元),1679,1660,2790,3179,-8029,-1256,-2471, 
 吸收投资收到的现金(万元),26596,--,--,--,--,2000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),27700,21500,64200,46700,49700,48750,63337, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,10609,99351,160012, 
 筹资活动现金流入小计(万元),54296,21500,64200,46700,60309,150101,223349, 
 偿还债务支付的现金(万元),27000,22000,61700,48700,47200,56250,63937, 
 分配股利、利润或偿付利息所支付的现金(万元),1181,848,1983,1624,1990,4939,2606, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,2358,--, 
 支付其他与筹资活动有关的现金(万元),--,70,278,278,15235,117540,139604, 
 筹资活动现金流出小计(万元),28181,22918,63961,50602,64425,178729,206148, 
 筹资活动产生的现金流量净额(万元),26115,-1418,239,-3902,-4116,-28628,17202, 
 汇率变动对现金及现金等价物的影响(万元),-91,-50,191,28,106,-6,-21, 
 现金及现金等价物净增加额(万元),27615,4084,-4541,-5536,2606,2125,-1410, 
 加:期初现金及现金等价物余额(万元),7682,7719,12260,12260,9654,7529,8940, 
 期末现金及现金等价物余额(万元),35297,11803,7719,6724,12260,9654,7529, 
 净利润(万元),--,3105,5485,--,5442,6009,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-596,1137,--,296,140,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,647,1273,--,1366,1504,--, 
 无形资产摊销(万元),--,28,60,--,71,64,--, 
 长期待摊费用摊销(万元),--,14,24,--,10,9,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-2,39,--,-13,-19,--, 
