 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),52970,27193,42613,36748,24595,16945,30237,40387,29098, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),462,273,490,617,785,298,606,724,933, 
 收到的其他与经营活动有关的现金(万元),972,377,1666,1519,2152,1734,1670,965,1345, 
 经营活动现金流入小计(万元),54404,27843,44769,38883,27532,18977,32514,42077,31376, 
 购买商品、接受劳务支付的现金(万元),35153,15099,19666,21756,17205,15653,11976,30581,23198, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5173,3612,4980,3670,4395,2378,3859,3099,2256, 
 支付的各项税费(万元),1951,1416,2040,1584,2251,1596,2028,1346,960, 
 支付的其他与经营活动有关的现金(万元),5610,3519,7112,4369,3778,1922,5568,6910,3046, 
 经营活动现金流出小计(万元),47887,23646,33798,31379,27629,21549,23431,41936,29460, 
 经营活动产生的现金流量净额(万元),6517,4196,10971,7504,-97,-2572,9084,141,1916, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,9,1,0,5,1,3,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),16059,10079,9947,8317,3200,3200,8839,--,1467, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),16071,10088,9948,8317,3205,3201,8842,0,1467, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2462,1738,1995,1662,870,549,2211,2335,4560, 
 投资所支付的现金(万元),--,--,199,145,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),16000,10113,9916,8300,3000,3000,8800,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
