 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),369230,260396,450246,314618,200655,325299,306927,210183,125161,79415,37133,215535,154351,--,121533,114846,85482, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),10380,6307,3774,3746,1096,5577,8765,7546,6947,6796,1715,3662,3344,--,1265,369,588, 
 收到的其他与经营活动有关的现金(万元),5494,4209,6619,5120,4399,7716,8294,9154,10739,8796,3126,13495,2509,--,8951,2825,3190, 
 经营活动现金流入小计(万元),385104,270913,460639,323483,206150,338592,323986,226883,142847,95006,41974,232693,160204,102100,131749,118040,89259, 
 购买商品、接受劳务支付的现金(万元),244800,149251,272379,189537,121254,180809,178189,92550,73785,50713,30924,157485,113427,--,73992,74522,51062, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),74500,50762,84960,63514,43999,74937,65637,49760,26514,16083,3143,31346,21480,--,20996,16425,15252, 
 支付的各项税费(万元),8550,5097,12136,9041,6791,9974,10898,7839,4427,4560,2413,14212,11276,--,7166,7056,5700, 
 支付的其他与经营活动有关的现金(万元),12807,8370,10940,9355,6498,15590,22314,21963,17916,7840,6578,20865,9633,--,6265,3331,1375, 
 经营活动现金流出小计(万元),340658,213480,380415,271448,178543,281310,277039,172111,122642,79196,43059,223908,155816,100700,108419,101334,73389, 
 经营活动产生的现金流量净额(万元),44445,57432,80224,52035,27607,57282,46947,54772,20205,15810,-1084,8784,4388,1388,23330,16705,15871, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,4500,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,194,42,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),45,45,89,88,65,625,5,7,--,--,--,--,--,--,--,157,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,1342,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
