 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),15301,82863,48014,28968,13388,75332,47632,27920,13347,74143,38055,21159,16217,75378,41496,27056,11283,75022,48461,32861,16211,66680,42047,26541,12911,67350,47996,38009, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,129,223,223,223,246,--,--,--,66,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1521,2642,2308,2101,1382,2745,1107,923,332,2350,2161,1113,634,2215,1527,1347,566,1850,1625,1356,1132,1189,1730,4121,1144,1925,1288,1678, 
 经营活动现金流入小计(万元),16821,85505,50322,31070,14770,78076,48738,28842,13678,76493,40216,22272,16852,77722,43247,28625,12073,77118,50086,34217,17343,67935,43776,30662,14054,69275,49283,39687, 
 购买商品、接受劳务支付的现金(万元),11310,27755,24578,16456,8475,24485,24217,18864,8309,27554,22689,11907,11516,31669,23574,14287,7132,25869,19487,13831,6899,27452,21139,15246,8132,29896,20459,19909, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8456,20602,16370,11435,6662,19719,16948,11243,6558,19963,15714,11137,6066,17578,13964,10224,6311,18365,14569,10370,6279,15984,11225,6908,3328,14963,10366,7936, 
 支付的各项税费(万元),6421,11800,8204,6022,4284,9868,7625,5703,4136,10039,7082,4968,4433,7611,5267,4004,3328,9326,8139,4701,3223,9305,6892,4610,3895,8302,5565,3825, 
 支付的其他与经营活动有关的现金(万元),3055,11322,7870,5389,2586,11084,7099,6144,2611,9643,5580,4440,1597,10492,6957,5201,2018,10349,6769,4778,2756,8923,6189,6776,1218,7092,7189,6788, 
 经营活动现金流出小计(万元),29241,71479,57023,39302,22006,65156,55890,41954,21614,67199,51066,32451,23613,67350,49762,33717,18789,63909,48964,33680,19156,61664,45445,33540,16573,60254,43580,38458, 
