 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),10141,37327,28482,19498,7659,36668,24213,13547,5181,26127,16955,10529,5525,22686,15284,5481,21033,15478,9605, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),258,564,564,1,--,15,13,13,--,9,9,9,--,31,31,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),595,1052,741,587,201,2219,1248,585,396,720,538,457,330,618,339,111,634,522,158, 
 经营活动现金流入小计(万元),10997,38943,29786,20087,7860,38902,25474,14145,5577,26856,17501,10994,5855,23336,15655,5592,21667,15999,9763, 
 购买商品、接受劳务支付的现金(万元),10394,18158,13667,9464,4918,15147,11088,4862,2684,5915,4375,2399,1056,4054,3427,1152,1411,1073,588, 
 客户贷款及垫款净增加额(万元),1400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2802,7639,5982,4287,2614,6546,5035,3543,2092,5233,3868,2772,1671,3999,2265,1220,2693,1843,1082, 
 支付的各项税费(万元),435,2819,1586,857,358,2766,1935,1020,416,2340,2183,1525,325,3003,1912,330,3873,1945,632, 
 支付的其他与经营活动有关的现金(万元),577,4601,3107,1763,206,3351,1692,1642,953,2977,1297,1438,707,2601,1310,494,1958,2774,2066, 
 经营活动现金流出小计(万元),15607,33217,24342,16371,8096,27810,19749,11067,6146,16464,11723,8133,3759,13658,8915,3196,9935,7634,4369, 
 经营活动产生的现金流量净额(万元),-4610,5726,5445,3715,-236,11092,5724,3078,-568,10392,5778,2861,2096,9678,6740,2396,11731,8365,5394, 
 收回投资所收到的现金(万元),1500,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),49,541,320,163,85,290,--,0,--,5,5,5,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,0,--,--,1,1,1,--,--,--,--,--,--,--,--,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),9000,80000,44500,23000,14000,35647,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10549,80641,44820,23163,14085,35937,1,1,0,5,5,5,0,0,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),123,314,394,258,102,303,308,243,123,275,392,300,45,768,325,156,1293,4420,249, 
 投资所支付的现金(万元),800,1089,689,400,400,3610,2700,2200,315,550,100,--,--,100,100,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),31500,80500,68500,35000,20000,38647,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),32423,81903,69583,35658,20502,42560,3008,2443,438,825,492,300,45,868,425,156,1293,4420,249, 
 投资活动产生的现金流量净额(万元),-21874,-1261,-24763,-12495,-6417,-6622,-3007,-2442,-438,-820,-487,-295,-45,-868,-425,-156,-1293,-4420,-249, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,48200,--,--,--,--,--,--,--,--,576, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),7,--,169,115,115,--,115,115,115,0,--,--,--,434,--,--,--,--,--, 
 筹资活动现金流入小计(万元),7,0,169,115,115,0,115,115,115,48200,0,0,0,434,0,0,0,0,576, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,3312,3305,3312,--,--,--,--,--,3682,3600,--,--,4418,4418,--,4050,3810,1840, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,190,143,143,434,549,549,549,64,--,--,--,434,--,--,--,--,--, 
 筹资活动现金流出小计(万元),0,3312,3496,3455,143,434,549,549,549,3746,3600,0,0,4852,4418,0,4050,3810,1840, 
 筹资活动产生的现金流量净额(万元),7,-3312,-3326,-3340,-28,-434,-434,-434,-434,44454,-3600,0,0,-4418,-4418,0,-4050,-3810,-1264, 
 汇率变动对现金及现金等价物的影响(万元),--,--,0,0,0,--,0,0,-0,0,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-26477,1153,-22644,-12119,-6680,4037,2284,202,-1439,54026,1691,2567,2052,4392,1897,2240,6388,135,3881, 
 加:期初现金及现金等价物余额(万元),77567,76414,76414,76414,76414,72377,72377,72377,72377,18351,18351,18351,18351,13958,15856,13958,7570,7435,3554, 
 期末现金及现金等价物余额(万元),51089,77567,53769,64294,69733,76414,74661,72579,70937,72377,20042,20917,20402,18351,17753,16198,13958,7570,7435, 
 净利润(万元),--,8589,--,4205,--,10975,--,3876,--,7651,5396,3661,810,10562,8364,1546,12672,9135,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
