 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),411372,281292,180558,93069,346290,249523,160892,74739,318219,207680,134013,64807,288332,199571,128664,67368,214465,178858,121593,58634,226656,159107,103087,46409,198785,140962,90388,44123,165939,121641,74971,35970,143152,101531,67281,30183,129628,92189,60714,28777,112283,82344,53360,92116,80037,70183, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),228,110,110,57,155,132,81,2,14,8,7,7,47,36,30,10,74,32,27,15,304,266,113,81,170,29,19,13,69,48,31,9,18,13,--,--,0,0,0,--,--,--,3,27,1,4, 
 收到的其他与经营活动有关的现金(万元),6122,4327,2652,2033,8449,6744,2565,571,2606,2049,1376,825,1958,3597,4118,2289,7401,6411,7820,2779,1678,2030,758,533,2845,1234,1491,920,1621,787,2008,767,2009,1128,1942,878,1308,1128,2326,1060,1555,1146,2808,730,625,676, 
 经营活动现金流入小计(万元),417722,285729,183319,95160,354894,256398,163537,75312,320839,209736,135396,65638,290337,203204,132812,69667,221940,185301,129441,61429,228638,161403,103957,47023,201800,142225,91897,45056,167628,122476,77009,36746,145180,102671,69222,31062,130936,93318,63040,29838,113839,83491,56171,92873,80662,70863, 
 购买商品、接受劳务支付的现金(万元),180517,118329,75454,38524,149424,108799,69300,30076,160372,89975,62358,29573,156803,93121,64982,36731,105215,98549,69697,35948,119184,86149,56880,25722,110753,76133,50030,25292,97815,68431,40226,19968,86479,59853,40216,17051,76124,55874,35025,16012,67551,53224,35680,55341,52909,46900, 
