 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),103027,71357,133502,65692,95965,82284,77079, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),1970,1990,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1803,1762,405,547,340,142,4393, 
 经营活动现金流入小计(万元),106801,75109,133907,66239,96304,82426,81472, 
 购买商品、接受劳务支付的现金(万元),34123,21838,42727,24779,26013,25724,24945, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),40221,25336,44841,21910,41369,32898,27610, 
 支付的各项税费(万元),10814,6587,17714,9078,12304,10017,6242, 
 支付的其他与经营活动有关的现金(万元),5307,3633,13879,5840,6031,3299,2060, 
 经营活动现金流出小计(万元),90465,57394,119161,61607,85716,71938,60856, 
 经营活动产生的现金流量净额(万元),16336,17715,14746,4632,10588,10488,20616, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),32,70,1976,1946,196,271,60, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),529,320,389,66,120,490,161, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),39600,20900,34300,13900,49162,49500,26978, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),40161,21291,36665,15912,49477,50261,27199, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18172,12684,19731,9107,9879,7497,6651, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,0,--,--, 
 支付的其他与投资活动有关的现金(万元),45100,31500,34300,13900,26200,72462,26978, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),63272,44184,54031,23007,36079,79959,33629, 
 投资活动产生的现金流量净额(万元),-23110,-22894,-17365,-7095,13398,-29698,-6430, 
 吸收投资收到的现金(万元),--,--,8124,8124,2793,--,250, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),4067,2161,1000,1000,7146,19283,33139, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),4067,2161,9124,9124,9939,19283,33389, 
 偿还债务支付的现金(万元),6511,2667,3435,1554,21170,6272,37619, 
 分配股利、利润或偿付利息所支付的现金(万元),557,515,528,4173,5446,2616,2500, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),7069,3182,3963,5727,26616,8888,40119, 
 筹资活动产生的现金流量净额(万元),-3002,-1021,5161,3397,-16677,10395,-6730, 
 汇率变动对现金及现金等价物的影响(万元),-362,-113,-206,801,845,67,--, 
 现金及现金等价物净增加额(万元),-10138,-6313,2335,1735,8154,-8747,7455, 
 加:期初现金及现金等价物余额(万元),13200,13200,10865,10865,2711,11458,4003, 
 期末现金及现金等价物余额(万元),3061,6887,13200,12600,10865,2711,11458, 
 净利润(万元),14061,8206,15471,5706,9474,6865,3724, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),354,108,148,159,182,-45,282, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6349,4131,6677,3129,6028,5521,5120, 
 无形资产摊销(万元),84,55,89,55,61,39,39, 
 长期待摊费用摊销(万元),476,189,463,311,259,75,77, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-203,-71,547,-46,29,-61,-41, 
 固定资产报废损失(万元),--,--,--,340,-38,165,27, 
 公允价值变动损失(万元),553,394,-318,--,-16,16,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),590,394,270,127,517,314,263, 
 投资损失(万元),68,-43,-22,-33,2,--,--, 
 递延所得税资产减少(万元),-212,-136,-55,-120,-70,15,-108, 
 递延所得税负债增加(万元),-48,-48,48,-8,--,--,--, 
 存货的减少(万元),-851,-1331,-1515,-71,-117,-135,633, 
 经营性应收项目的减少(万元),-4548,2467,21509,-8287,-10319,-2442,5858, 
 经营性应付项目的增加(万元),-339,3401,-28566,3370,4597,159,4740, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),16336,17715,14746,4632,10588,10488,20616, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),3061,6887,13200,12600,10865,2711,11458, 
 现金的期初余额(万元),13200,13200,10865,10865,2711,11458,4003, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-10138,-6313,2335,1735,8154,-8747,7455, 

