 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),23509,90327,71300,44965,27288,87782,80722,59969,22869,75788,44516,30807,15482,93452,54079,33889,15994,66259,46161,33193,10802,32169,22024,11482,2451,37722,23854,16813,33307,18035,25696,16108,14019, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,0,--,--,37,69,69,163,381,265,265,138,1637,1252,819,558,1130,--,--,--,0,--,--,--,415,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5468,4835,7212,1907,2984,3898,9070,2944,12748,14493,12748,12748,12635,1923,541,291,80,1456,387,323,448,3160,1192,823,314,204,1014,297,405,440,501,587,387, 
 经营活动现金流入小计(万元),28977,95162,78512,46872,30272,91717,89862,62982,35780,90662,57528,43820,28255,97012,55872,34998,16632,68846,46548,33516,11250,35329,23215,12305,2766,38340,24868,17110,33712,18475,26197,16694,14406, 
 购买商品、接受劳务支付的现金(万元),16911,57580,54937,32700,20454,65876,68794,52308,25537,40890,28341,20005,10973,63033,43773,27913,13097,59832,37439,30670,9868,33322,24603,16897,5379,29524,23446,14047,27987,12607,19638,13886,10879, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3767,12785,7120,5191,2959,10923,7415,4101,2108,7439,4508,3293,1736,6823,4656,2754,1226,5637,4009,2566,972,3516,2517,1598,565,2464,1814,1252,1885,747,1370,1196,1078, 
 支付的各项税费(万元),1104,5881,5600,3919,1396,7905,7574,4436,2660,4813,2660,2660,1385,3724,3739,1605,3459,4207,3745,2039,2457,2578,1974,1171,501,2537,1819,1111,2174,948,1794,793,645, 
 支付的其他与经营活动有关的现金(万元),3943,4067,6404,1767,5546,3590,3963,1761,1306,3933,3645,3813,892,4199,1967,1709,507,2504,4466,1808,4587,1974,5792,2819,3034,4831,581,270,1311,680,1137,357,463, 
 经营活动现金流出小计(万元),25725,80313,74061,43577,30354,88294,87746,62606,31612,57076,39155,29772,14986,77780,54134,33981,18288,72180,49660,37083,17884,41389,34885,22485,9479,39357,27660,16680,33357,14981,23938,16232,13065, 
