 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),3280,14587,10613,6652,3012,13245,9584,5986,2876,14627,10382,6791,3420,16460,12775,8295,4490,18118,12658,17327,14396, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,190,190,38,21,185,121,103,32,39,22,8,6,--,--,45,14, 
 收到的其他与经营活动有关的现金(万元),311,1365,852,508,206,1364,996,666,102,1324,544,203,134,779,530,212,140,2426,307,449,624, 
 经营活动现金流入小计(万元),3590,15952,11464,7160,3218,14799,10771,6689,3000,16137,11046,7097,3586,17278,13327,8514,4635,20544,12965,17822,15034, 
 购买商品、接受劳务支付的现金(万元),1376,4853,3372,2074,536,3351,2468,1704,774,4556,3532,2368,1195,4771,3593,2460,1093,5922,4274,5868,6466, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1420,5419,3954,2488,1116,4524,3383,2307,972,5422,4085,2752,1471,5110,3883,2685,1493,5512,4120,4379,4451, 
 支付的各项税费(万元),1107,1773,1147,614,289,1701,1408,1048,413,1269,926,613,413,1284,880,668,299,1328,943,1708,1629, 
 支付的其他与经营活动有关的现金(万元),316,1772,1156,773,347,1650,1280,1019,463,1636,1335,811,338,1599,1278,816,322,3854,1333,1394,1427, 
 经营活动现金流出小计(万元),4219,13816,9629,5950,2288,11225,8539,6078,2622,12883,9877,6543,3416,12765,9634,6629,3207,16616,10671,13348,13973, 
 经营活动产生的现金流量净额(万元),-628,2136,1836,1210,930,3573,2232,612,378,3253,1169,554,170,4513,3694,1885,1428,3928,2294,4473,1061, 
 收回投资所收到的现金(万元),7000,25000,13000,8000,4000,33000,29000,29000,6000,28000,18000,18000,9000,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),31,158,116,55,33,213,196,196,70,321,208,208,102,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,2,2,2,2,74,79,79,14,0,0,--,71,4,1,1,--,1,0,0,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7031,25161,13118,8057,4035,33287,29275,29275,6083,28321,18208,18208,9173,4,1,1,0,1,0,0,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),30,915,789,740,480,2029,1840,1730,1589,6158,4655,1923,1087,8529,7314,5077,1851,5952,4034,977,1841, 
 投资所支付的现金(万元),8000,27000,16000,11000,7000,28000,23000,23000,7000,25000,19000,9000,9000,9000,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8030,27915,16789,11740,7480,30029,24840,24730,8589,31158,23655,10923,10087,17529,7314,5077,1851,5952,4034,977,1841, 
 投资活动产生的现金流量净额(万元),-998,-2754,-3671,-3683,-3445,3258,4435,4545,-2506,-2837,-5447,7286,-913,-17524,-7313,-5076,-1851,-5951,-4034,-977,-1839, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,17462,17462,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,9327,9327,6366,--,4500,3000,--,1000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,26789,26789,6366,0,4500,3000,62,1000, 
 偿还债务支付的现金(万元),--,--,--,--,--,7327,7327,5900,--,--,--,--,--,5500,5500,3500,--,1000,1001,1000,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,667,667,--,--,859,859,393,90,1733,1643,--,--,2193,659,625,11,1039,675,1128,47, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,462,462,--,--,--,--,--,--, 
