 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-08-31,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),71635,45929,23016,91062,75748,44947,20674,63111,1344,1039,626,936,73,--,--,--,--,0,--,1259,816,816,--,1315,339,339,53,2247,1348,199,--,55,--,0,0,0,--,0,--,--,2,2,2,2,16,13,11,7,262,208,177,134, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 收到的税费返还(万元),577,577,189,--,812,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,3,1,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 收到的其他与经营活动有关的现金(万元),27191,14661,4519,36455,68031,14566,6986,26452,32,32,31,128,139,1,1,11,4,39,29,76,25,9,38,56,132,99,62,200,168,123,27,380,246,156,75,430,370,180,149,49,1025,426,181,5,558,278,169,71,739,404,283,238, 
 经营活动现金流入小计(万元),99403,61168,27724,127517,144591,59526,27660,89563,1376,1071,657,1064,213,1,1,11,4,39,29,1335,842,825,38,1372,471,439,115,2447,1521,324,28,436,246,156,75,430,370,180,149,49,1027,428,183,8,574,291,180,79,1000,611,459,371, 
 购买商品、接受劳务支付的现金(万元),126534,84999,50634,104870,131371,74036,34389,40837,434,203,25,649,--,--,--,--,1,1,1,927,674,549,1,940,153,152,146,1434,869,4,--,6,--,0,0,0,--,0,--,--,--,1,0,1,0,3,3,0,84,15,71,15, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 支付给职工以及为职工支付的现金(万元),4436,2722,3499,3906,3086,2005,1069,2454,332,190,101,136,107,75,31,108,93,58,34,169,150,101,56,194,143,105,55,157,118,65,31,62,50,35,31,104,60,49,36,18,143,104,78,6,139,108,64,14,327,257,188,70, 
 支付的各项税费(万元),7838,7728,3050,5332,4658,3665,2709,9753,293,253,123,5,11,8,3,32,23,20,4,158,140,87,56,118,123,65,45,159,74,30,15,15,14,12,0,0,0,0,0,--,0,1,0,0,1,2,2,5,50,39,39,32, 
 支付的其他与经营活动有关的现金(万元),24067,25510,835,56646,48395,67062,55706,32461,204,124,48,367,259,90,9,145,112,100,41,181,130,48,22,104,183,151,43,129,329,167,42,264,182,110,44,326,310,131,112,29,882,317,99,4,462,159,106,42,860,491,180,248, 
 经营活动现金流出小计(万元),162875,120960,58017,170753,187510,146767,93873,85505,1263,771,297,1157,377,173,43,284,228,179,80,1435,1094,785,135,1356,602,472,289,1879,1390,266,87,346,246,156,75,430,370,180,148,47,1025,423,177,11,602,272,175,61,1321,802,478,365, 
 经营活动产生的现金流量净额(万元),-63472,-59792,-30294,-43236,-42919,-87241,-66212,4058,113,300,360,-93,-164,-172,-42,-274,-224,-140,-52,-100,-253,41,-97,15,-131,-34,-174,568,132,58,-59,89,-0,-0,0,0,0,0,0,2,3,5,6,-4,-28,19,5,18,-321,-191,-19,7, 
 收回投资所收到的现金(万元),87000,87000,27000,235000,125000,65000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 取得投资收益所收到的现金(万元),1249,1249,230,3198,1408,586,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,12,--,--,--,0,--,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 投资活动现金流入小计(万元),88249,88249,27230,238198,126408,65586,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,0,--,12,--,--,0,0,--,0,--, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),54,42,19,1399,84,53,6,948,13,12,8,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,9,0,0,1,0,--,0,--, 
 投资所支付的现金(万元),84696,84500,60000,264637,180198,125000,65000,15,90,90,90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,96,--,0,--,0,--,--,0,0,--,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 投资活动现金流出小计(万元),84750,84542,60019,266036,180282,125053,65006,963,103,102,98,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,96,--,0,--,9,0,0,1,0,--,0,--, 
 投资活动产生的现金流量净额(万元),3500,3707,-32789,-27838,-53874,-59467,-65006,-814,-103,-102,-98,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,-96,--,0,--,3,-0,-0,-1,0,--,0,--, 
 吸收投资收到的现金(万元),49,49,49,98,100,--,--,149938,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),49,49,49,98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 取得借款收到的现金(万元),54500,34500,11000,18400,18400,18400,3900,25500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 筹资活动现金流入小计(万元),54549,34549,11049,18498,18500,18400,3900,175438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
 偿还债务支付的现金(万元),15900,15900,4900,25500,21500,13500,9000,12501,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,55,55,54,--,0,--,--,0,21,13,13,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1129,621,300,1107,904,567,284,1115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,0,--,0,--,0,--,--,0,0,0,0,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,--,0,--,0,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,--,0,0,--,0,--, 
