 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),318617,1497284,923862,641696,322555,1235771,836984,538540,313721,1069224,579219,457704,274678,791518,430409,207963,157592,784352,478471,274049,120332,626185,392975,287576,93740,445465,262228,152695,67438,277796,177967,110080,51013,176955,111420,70381,173441,133902,138137,149662, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 收到的税费返还(万元),8119,36081,29983,22559,12073,29147,22162,10609,5064,18827,16894,14337,5116,8529,7031,6668,1169,12173,10468,9897,4221,17642,15959,8379,213,--,--,--,--,0,0,0,0,--,0,0,0,0,252,0, 
 收到的其他与经营活动有关的现金(万元),7858,13113,8436,5986,4318,28460,10890,6509,6085,22737,13890,9091,7284,14463,10150,8613,2384,26026,8624,4692,2512,18885,7985,2526,1145,18429,3058,2777,679,3947,2421,1495,1628,1042,534,589,1605,649,27004,7370, 
 经营活动现金流入小计(万元),334594,1546478,962282,670241,338946,1293377,870036,555658,324871,1110788,610003,481132,287078,814510,447590,223245,161146,822551,497563,288638,127064,662712,416919,298480,95097,463895,265286,155472,68117,281742,180388,111575,52642,177997,111954,70970,175046,134551,165393,157032, 
 购买商品、接受劳务支付的现金(万元),315015,1407315,910667,652035,322699,1223145,765629,458134,286736,1002487,623064,410800,179400,821121,538149,331606,162560,701818,451270,253401,137005,618961,391992,285115,106181,488660,242888,160589,83646,264511,197057,120302,59800,167228,101938,53431,146249,136301,144840,136987, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),25429,83426,62036,42844,22668,77205,40274,28197,15279,59103,29561,20388,11087,46552,34989,22268,12644,39653,30120,20072,9547,36507,26564,17974,8936,19310,10295,6813,3980,13009,7499,4849,2690,5252,4078,2693,3760,2798,2671,2107, 
 支付的各项税费(万元),10995,26730,20654,13590,8645,67709,52318,46231,44266,64752,28311,24731,17220,33402,35333,24150,14884,43453,17036,11972,3284,34172,15604,8645,5001,12065,9148,5769,2895,9809,8067,5353,3882,10293,9648,5752,9459,7787,7759,3997, 
 支付的其他与经营活动有关的现金(万元),16532,88159,62370,41341,20996,59923,38174,18125,13684,49109,35366,20411,16664,37898,27910,15357,33980,34153,34950,17632,8890,19413,15392,17229,7131,16143,6946,4445,3839,8645,7594,3617,1836,4561,3156,2002,4324,2724,8559,4251, 
 经营活动现金流出小计(万元),367971,1605631,1055726,749810,375008,1427983,896396,550687,359964,1175451,716302,476330,224371,938972,636381,393381,224068,819077,533376,303076,158727,709053,449552,328962,127248,536177,269277,177616,94361,295974,220217,134122,68208,187334,118820,63878,163792,149611,163829,147341, 
 经营活动产生的现金流量净额(万元),-33377,-59153,-93444,-79569,-36062,-134607,-26360,4971,-35094,-64663,-106299,4802,62707,-124462,-188791,-170136,-62922,3474,-35813,-14438,-31663,-46341,-32633,-30481,-32151,-72283,-3992,-22144,-26244,-14232,-39829,-22546,-15566,-9336,-6866,7092,11253,-15060,1564,9691, 
 收回投资所收到的现金(万元),--,5318,13,13,--,20099,--,--,--,--,--,--,--,93,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),--,1891,1891,900,900,1686,918,870,854,1377,1377,735,--,945,645,645,--,450,--,--,--,900,300,300,300,300,--,--,--,847,847,457,1600,300,103,300,150,150,228,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),155,1602,384,159,156,294,16,20,19,473,206,190,36,673,60,113,328,1767,33,33,1,274,99,96,2,2641,213,74,1,105,56,198,175,18,536,0,52,18,43,210, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,7197,1978,1995,1000,3995,--,--,--,4423,10912,10912,--,--,--,--,--,3166,--,--,--,0,0,0,0,--,0,0,0,0,148,510, 
 收到的其他与投资活动有关的现金(万元),--,1550,--,--,--,13831,--,--,--,7500,5146,4875,--,2856,1481,1467,--,5222,--,--,--,5233,--,0,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),155,10360,2287,1072,1056,35910,934,890,872,16546,8707,7795,1036,8562,2186,2225,328,11863,10944,10944,1,6408,399,396,302,6107,213,74,1,953,904,656,1775,318,639,300,202,168,419,720, 
