 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),104057,69646,37008,122590,103096,70517,37670,127098,99399,74056,36602,134817,95549,84516,54291, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),14482,9891,4264,7044,7359,4981,1592,3163,2630,1296,957,2564,3478,1100,548, 
 经营活动现金流入小计(万元),118540,79537,41271,129635,110455,75497,39262,130261,102029,75352,37559,137381,99027,85616,54839, 
 购买商品、接受劳务支付的现金(万元),11467,5194,2521,10744,7466,4816,2379,10573,8331,5380,2983,10305,8487,7957,5471, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),32779,24575,12981,49000,38791,28093,17184,45909,35765,24655,14473,42486,24754,16736,10911, 
 支付的各项税费(万元),13518,7592,1737,20101,18058,12900,3037,22379,19543,14421,2156,13772,8477,8369,4619, 
 支付的其他与经营活动有关的现金(万元),32158,20480,10660,25440,14587,8047,3875,16763,14169,9937,7449,18649,15762,11756,6916, 
 经营活动现金流出小计(万元),89923,57841,27900,105284,78903,53856,26476,95624,77808,54394,27061,85212,57479,44818,27917, 
 经营活动产生的现金流量净额(万元),28617,21696,13371,24350,31552,21641,12786,34636,24221,20958,10498,52169,41547,40798,26922, 
 收回投资所收到的现金(万元),158050,107000,47500,68160,40000,--,--,--,--,--,--,10116,13059,48210,13030, 
 取得投资收益所收到的现金(万元),1430,922,450,--,104,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,15,--,3,--,--,--,32,32,--,--,12,168,33,4921, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,391,104,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),159495,107937,47950,68163,40495,104,0,32,32,0,0,10128,13227,48243,17951, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14260,13126,9217,28179,13566,11579,8483,26151,9883,8694,3916,36313,45967,12953,13297, 
 投资所支付的现金(万元),168146,119340,56385,119773,91073,40000,--,--,--,--,--,10000,13000,34000,27010, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),18220,18220,--,4573,4573,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),200626,150686,65602,152524,109211,51579,8483,26151,9883,8694,3916,46313,58967,46953,40307, 
