 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),18782,60075,44970,30393,16071,48942,35954,24842,13470,50749,38906,27514,14752,51808,38971,26555,13940,55192,--,51329,56426, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),68,294,215,142,55,254,157,88,31,385,336,257,219,727,606,454,99,864,--,147,76, 
 收到的其他与经营活动有关的现金(万元),308,482,1894,355,193,274,476,298,154,1311,771,399,165,380,111,53,213,646,--,309,261, 
 经营活动现金流入小计(万元),19159,60851,47079,30890,16319,49470,36587,25228,13655,52445,40013,28170,15135,52916,39688,27062,14251,56702,--,51785,56763, 
 购买商品、接受劳务支付的现金(万元),12218,40868,29410,19237,9506,31994,22141,13515,6988,32907,25192,17542,9734,35628,27878,18007,8928,36891,--,35293,38194, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2399,10038,6820,4384,2038,8883,6190,4067,1966,8609,6022,3837,1859,8158,6117,4029,1778,7841,--,7305,6829, 
 支付的各项税费(万元),1733,4952,3799,2608,1319,3842,3237,1876,987,3631,2772,1950,1104,3685,2609,1837,1099,4347,--,4067,4677, 
 支付的其他与经营活动有关的现金(万元),1237,4000,3842,2287,945,2744,2599,1727,819,2111,2474,2121,890,1775,1387,834,1097,1757,--,1988,2455, 
 经营活动现金流出小计(万元),17587,59859,43872,28516,13807,47464,34166,21185,10760,47258,36460,25451,13586,49246,37990,24707,12902,50836,--,48654,52156, 
 经营活动产生的现金流量净额(万元),1572,993,3207,2374,2511,2006,2421,4043,2895,5187,3553,2719,1549,3670,1698,2354,1349,5866,5505,3132,4608, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),132,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,--,20,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,8,7,4,3,10,13,13,--,29,--,--,--,20,27,9,--,6,--,11,59, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),13900,50441,34805,23580,8988,54013,34770,21871,--,450,152,152,--,--,--,--,--,--,--,--,108, 
