 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),738373,448494,245148,122044,1276636,915353,557714,157986,979315,639911,416709,134825,1002001,716371,385258,202535,1151386,784720,431305,185962,1347391,942225,617268,281429,1123813,759246,423012,189968,1219157,818262,466083,211825,667157,436052,240071,79072,371626,228627,139097,372930,384108,195400,117424,66328,340176, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0, 
 收到的税费返还(万元),--,264,225,52,--,375,299,250,--,49,--,30,--,92,92,61,--,146,111,51,--,128,--,--,112,--,--,--,3,--,--,--,--,0,0,7,0,0,0,0,0,0,0,0,28044, 
 收到的其他与经营活动有关的现金(万元),69626,125877,20905,13114,32362,30364,18268,8393,44664,45855,19136,21242,38807,18927,4969,4394,39830,28236,25751,23810,16960,6366,5383,3476,84291,13977,12947,5353,67966,60533,57070,10996,15734,4830,16579,9168,34063,12467,3545,36418,30816,27591,29788,0,0, 
 经营活动现金流入小计(万元),807999,574635,266277,135210,1308998,946092,576281,166629,1023979,685815,435845,156097,1040809,735390,390319,206990,1191215,813102,457167,209823,1364350,948719,622650,284905,1208216,773223,435958,195321,1287127,878795,523153,222821,682890,440882,256650,88246,405690,241093,142643,409349,414924,222991,147211,66328,368220, 
 购买商品、接受劳务支付的现金(万元),531038,370382,239154,108299,1080247,798491,514242,163399,804901,533976,282581,95705,815848,574337,339276,146428,931189,605070,392769,192667,1039069,689893,417527,181736,897390,571623,300607,82352,938922,576892,313484,66992,425463,244252,121117,25116,164643,101388,62186,159049,126299,0,8296,3207,155369, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,14423,0,0,0, 
