 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),21641,14722,28186,21657,23680,22892,20412, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),125,125,202,42,106,21,51, 
 收到的其他与经营活动有关的现金(万元),542,102,495,167,188,217,569, 
 经营活动现金流入小计(万元),22308,14949,28882,21866,23974,23131,21032, 
 购买商品、接受劳务支付的现金(万元),6212,4124,6361,4534,7078,10826,8983, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5769,4303,6337,4912,5080,4529,3608, 
 支付的各项税费(万元),3730,2333,4196,2421,3878,3302,2723, 
 支付的其他与经营活动有关的现金(万元),2147,1466,3376,2854,2199,2187,2128, 
 经营活动现金流出小计(万元),17858,12225,20271,14721,18235,20844,17443, 
 经营活动产生的现金流量净额(万元),4450,2724,8611,7146,5738,2286,3590, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,207,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),87,1,47,47,107,170,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),87,1,47,47,313,170,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2618,2023,6183,4341,6737,1116,5967, 
 投资所支付的现金(万元),--,--,--,--,297,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,534,534,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2618,2023,6716,4874,7034,1116,5967, 
 投资活动产生的现金流量净额(万元),-2531,-2022,-6670,-4828,-6721,-946,-5965, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),8400,6900,9827,9827,11156,6900,9262, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4247,139,459,459,1118,386,2099, 
 筹资活动现金流入小计(万元),12647,7039,10286,10286,12274,7286,11361, 
 偿还债务支付的现金(万元),8006,6506,8958,8400,7900,6117,8329, 
 分配股利、利润或偿付利息所支付的现金(万元),1752,324,1949,1768,1572,1402,1071, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),315,218,1138,983,1147,979,898, 
 筹资活动现金流出小计(万元),10073,7048,12045,11150,10619,8498,10299, 
 筹资活动产生的现金流量净额(万元),2574,-9,-1759,-864,1655,-1212,1062, 
 汇率变动对现金及现金等价物的影响(万元),17,13,0,0,1,-6,-2, 
 现金及现金等价物净增加额(万元),4510,705,183,1454,673,123,-1315, 
 加:期初现金及现金等价物余额(万元),2317,2317,2135,2135,1462,1339,2654, 
 期末现金及现金等价物余额(万元),6827,3023,2317,3589,2135,1462,1339, 
 净利润(万元),5328,3718,7836,4507,7383,5937,4088, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),201,74,547,367,335,519,55, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2291,1514,2516,1733,1763,1564,1268, 
 无形资产摊销(万元),137,91,172,127,132,85,77, 
 长期待摊费用摊销(万元),118,70,71,45,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),19,2,17,15,1,40,2, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),470,312,750,614,512,570,429, 
 投资损失(万元),--,--,82,82,-168,-187,-27, 
 递延所得税资产减少(万元),59,94,-99,-16,-60,-150,-179, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-2502,-1414,-561,-2677,-1180,-2702,-6454, 
 经营性应收项目的减少(万元),1196,387,-4710,1970,-1530,-8968,2795, 
 经营性应付项目的增加(万元),-2866,-2124,1990,377,-1448,5578,1534, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
