 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),108594,284144,251028,153257,76482,201598,186778,133587,51040,140617,96200,61823,26267,120786,87014,62023,31619,123923,89195,59896,32140,136695,101190,66691,28577,118507,90779,64017,33792,116556,98706,72172,93926,45700,32565, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),434,--,726,--,--,100,404,--,--,183,178,178,--,511,511,272,272,336,334,--,--,1004,2648,501,501,959,390,200,179,232,122,86,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1251,2321,2573,122,344,4850,3292,302,113,2932,1283,191,38,5658,5172,4102,547,11505,7221,3405,3324,7516,4491,3658,4597,4570,2605,616,164,1989,1846,1733,3841,1373,43, 
 经营活动现金流入小计(万元),110280,286465,254327,153379,76826,206548,190473,133889,51153,143732,97661,62192,26306,126954,92697,66396,32437,135764,96750,63301,35464,145214,108330,70850,33675,124036,93774,64833,34135,118778,100674,73991,97767,47073,32609, 
 购买商品、接受劳务支付的现金(万元),59425,91258,134322,86800,42734,111086,115317,88900,35101,91711,60994,39126,20337,72011,51934,33298,20196,74083,48277,36336,17003,79833,63763,43571,19477,70919,54380,42227,14050,89546,77022,51438,60715,26658,22073, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20484,65457,43479,20632,18088,45696,33432,22428,14572,31718,25530,16246,9165,23267,18607,12439,7064,21588,15415,11360,8030,20169,17006,11377,6538,13002,10060,6151,3715,6965,4590,2607,4005,2047,1212, 
 支付的各项税费(万元),8710,33668,20323,15037,9257,20309,14909,10207,3133,10602,6218,4153,2440,6434,3963,3272,1728,6873,5808,5091,1678,11049,8876,6211,1645,10436,8363,6553,1720,5917,3961,2520,8289,3640,1370, 
 支付的其他与经营活动有关的现金(万元),6109,16203,19061,11681,4533,14037,15467,8792,5284,8965,4280,4004,-2076,9268,6864,5271,997,8024,8175,5438,2522,8855,6713,5530,3472,5824,5692,3949,1064,4874,3643,2512,4008,2137,2322, 
 经营活动现金流出小计(万元),94728,206587,217185,134150,74612,191129,179125,130326,58089,142996,97022,63528,29867,110980,81368,54279,29985,110568,77675,58225,29233,119906,96358,66689,31132,100181,78495,58880,20549,107303,89216,59076,77016,34481,26976, 
 经营活动产生的现金流量净额(万元),15552,79878,37142,19230,2215,15419,11348,3563,-6936,736,639,-1336,-3562,15974,11329,12117,2452,25196,19075,5076,6231,25308,11971,4161,2543,23855,15280,5953,13586,11475,11457,14915,20750,12592,5632, 
 收回投资所收到的现金(万元),48450,44450,124300,87950,34250,117069,183234,130954,26900,138610,74827,59250,28050,123671,115101,101441,69635,200394,91300,94890,63250,75300,42900,22900,8900,53500,15000,7000,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),271,1408,1354,1183,680,3618,2777,1918,160,5218,3953,2609,47,3231,1900,531,246,1345,1275,768,519,671,363,158,56,313,82,68,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),22,126,36,98,3,33,1,1,--,34,--,--,--,279,1,--,--,85,--,220,--,131,--,--,--,0,--,--,--,4,--,4,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,-5,--,180,--,--,--,--,--,--,--,--,--,--,--,--,--,3658,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),910,3144,1634,1101,495,1746,1240,808,1453,935,325,238,1272,1055,368,334,232,1693,1353,1027,--,2615,2,1577,--,4696,2624,2300,87,348,--,65,49,39,12, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),49653,49124,127323,90511,35427,122466,187252,133681,28512,144797,79104,62098,29369,128235,117370,102305,70112,207173,93928,96905,63769,78717,43265,24635,8956,58509,17705,9369,87,352,0,69,49,39,12, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8864,49826,24053,13564,8079,21268,12278,7764,5600,18177,14677,6827,4529,22406,17937,17650,8777,50121,41344,28605,13815,56742,31825,26325,17483,45333,35338,16215,14970,50656,39630,25713,39476,5639,6378, 
 投资所支付的现金(万元),39564,31300,102595,66950,25499,109750,176429,124170,17100,130179,82276,69802,28021,150380,136910,112986,59360,203915,90193,85964,42300,100422,60900,35900,11900,63900,25000,16000,4000,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,-3892,--,--,--,--,--,--,--,157,--,--,--,11849,--,--,--,128,39,--,--,41,4670,3755,1469,5697,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),48428,77234,126648,80514,33579,131051,188707,131934,22700,148513,96953,76629,32550,184635,154847,130636,68137,254163,131577,114569,56115,157205,97394,65980,30852,114930,60338,32215,18970,50656,39630,25713,39476,5639,6378, 
 投资活动产生的现金流量净额(万元),1225,-28110,675,9998,1848,-8585,-1455,1747,5812,-3716,-17848,-14531,-3180,-56400,-37477,-28330,1976,-46990,-37649,-17664,7654,-78488,-54130,-41345,-21896,-56421,-42633,-22846,-18883,-50304,-39630,-25645,-39427,-5600,-6366, 
