 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),67424,192503,127482,92964,32726,160070,116381,77865,35447,113583,76733,52696,22013,76458,57127,37109,13585,71075,51317,35508,15211,66084,47364,28551,15568,57937,40043,24618,59509,38163,41846, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3949,8860,6445,2897,1395,6838,3611,2839,1166,4143,2943,1781,655,4604,2794,1568,467,1168,590,438,194,2069,1820,1329,1204,3771,2082,1895,1657,2105,1262, 
 收到的其他与经营活动有关的现金(万元),2068,5436,1101,614,925,4173,1039,281,69,2841,2676,917,501,1594,1165,807,208,2186,1821,1037,498,2884,2058,1629,867,408,1229,299,1893,663,463, 
 经营活动现金流入小计(万元),73442,206799,135028,96475,35046,171081,121031,80986,36682,120566,82352,55393,23169,82655,61086,39484,14260,74429,53728,36983,15903,71037,51242,31509,17640,62116,43353,26812,63060,40931,43571, 
 购买商品、接受劳务支付的现金(万元),22570,93797,56516,49760,14846,75252,54806,40810,17963,70345,52074,35645,13854,40964,32787,20853,7264,34165,25348,18132,8560,38815,28846,17553,10481,37776,25789,14563,31317,21169,24592, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9092,25150,17055,12966,7143,27941,22373,15194,5614,16120,12717,9090,4131,11012,8345,5807,3503,10006,8089,5530,3190,9172,6975,4801,2697,7508,4885,3641,6297,4710,4464, 
 支付的各项税费(万元),13404,19731,13737,8819,3992,16960,11275,6335,3043,9583,7144,5159,2773,6957,4716,3008,946,3552,2490,1534,636,4031,3008,1925,739,4892,3352,2230,4633,1511,2496, 
 支付的其他与经营活动有关的现金(万元),8163,19400,14455,10369,5337,13523,10070,7131,5629,16362,9700,4767,3325,7584,4919,3237,1517,6510,4586,3053,1513,6897,5112,3392,1243,4533,2803,1399,3758,2619,3394, 
 经营活动现金流出小计(万元),53229,158079,101763,81914,31318,133676,98524,69470,32249,112410,81635,54661,24083,66517,50767,32905,13230,54233,40513,28250,13899,58915,43941,27671,15159,54710,36829,21834,46005,30009,34945, 
