 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),31889,147638,133508,85381,38107,134988,96206,60278,28429,108035,78968,51417,23476,108882,65677,51852,25133,76925,52641,31290,15071,44313,30692,18650,9135,33601,15952,29451,17351,11189, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78,--,--,--,28, 
 收到的其他与经营活动有关的现金(万元),2199,4484,2715,1875,631,7138,1669,1303,113,2531,1670,1070,164,2802,2366,1844,243,2170,1557,921,74,430,140,105,89,481,238,141,296,198, 
 经营活动现金流入小计(万元),34087,152144,136223,87256,38738,142126,97875,61581,28542,110566,80638,52487,23640,111684,68043,53696,25376,79095,54198,32211,15145,44742,30832,18756,9224,34160,16190,29592,17647,11414, 
 购买商品、接受劳务支付的现金(万元),24569,106439,89971,57491,19485,96488,65716,41669,19475,70763,53308,36668,16923,77466,40780,35136,16937,49408,31922,20438,10025,30378,21178,12630,6644,22084,11673,18687,10668,7770, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5847,24040,17779,12254,5273,19350,13628,9061,3395,11058,7605,4829,1734,7878,6068,4395,1937,6516,4544,3230,1174,4534,3307,2284,769,3288,1656,2253,1306,663, 
 支付的各项税费(万元),1830,7788,5985,3991,2159,6464,4734,3163,1125,6991,5385,3905,1866,7740,5862,4238,1767,5629,4000,2673,1150,4111,2903,2048,864,2670,1221,2662,1586,756, 
 支付的其他与经营活动有关的现金(万元),2209,9317,7160,4609,2331,5905,3787,1915,784,3404,2505,1329,696,3111,1988,1305,359,1785,2929,1541,486,1557,1183,567,347,925,417,502,663,1171, 
 经营活动现金流出小计(万元),34455,147582,120895,78346,29248,128208,87865,55807,24780,92217,68802,46732,21219,96194,54698,45073,21000,63339,43396,27882,12835,40579,28571,17528,8624,28967,14967,24104,14223,10359, 
