 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),29502,17830,8039,40997,25592,16536,9421,31626,21477,13963,7961,32981,29682,25736,20331, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,554,0, 
 收到的其他与经营活动有关的现金(万元),824,541,518,577,526,195,119,404,271,843,220,1304,1514,851,1097, 
 经营活动现金流入小计(万元),30326,18371,8556,41574,26117,16731,9540,32030,21747,14806,8181,34285,31197,27141,21429, 
 购买商品、接受劳务支付的现金(万元),6170,4810,2527,7083,6239,3768,1544,6323,5311,3901,2816,5459,4228,3134,2895, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18443,12947,7951,18472,13805,9485,5874,17400,13396,9304,6867,17738,14247,11216,9012, 
 支付的各项税费(万元),4075,2703,1272,2996,2257,1468,1050,2751,2203,1386,967,2920,3028,2477,4553, 
 支付的其他与经营活动有关的现金(万元),3142,2063,2025,2867,2257,1414,1695,2613,1997,2003,1049,3438,2827,3697,3285, 
 经营活动现金流出小计(万元),31829,22522,13775,31418,24558,16136,10164,29087,22907,16594,11698,29555,24330,20524,19745, 
 经营活动产生的现金流量净额(万元),-1503,-4151,-5218,10156,1559,595,-624,2943,-1160,-1788,-3517,4729,6867,6617,1684, 
 收回投资所收到的现金(万元),37779,21879,--,--,--,--,--,--,--,--,--,178,1000,--,179, 
 取得投资收益所收到的现金(万元),358,204,--,100,100,100,--,200,200,200,--,200,213,150,128, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),21,20,17,8,3,2,0,1,1,0,0,0,0,5,7895, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,153,--, 
 收到的其他与投资活动有关的现金(万元),--,--,450,--,--,--,--,--,--,--,--,--,40,40,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),38158,22103,467,108,103,102,0,201,201,200,0,378,1253,348,8202, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),306,255,34,1477,1339,658,281,1014,686,362,174,979,1434,727,1556, 
 投资所支付的现金(万元),47845,42345,--,680,680,680,--,--,--,--,--,--,1000,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,8181,--,--,--,--,--,--,--,924,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,3958,--,--,--,--,--,--,--,--,1,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),48151,42600,3992,10338,2019,1338,281,1014,686,362,174,1904,2434,727,1556, 
 投资活动产生的现金流量净额(万元),-9993,-20497,-3524,-10229,-1916,-1237,-281,-812,-485,-162,-174,-1526,-1182,-378,6645, 
 吸收投资收到的现金(万元),98,--,--,33511,31502,31365,28456,--,--,--,--,--,--,2980,90, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,90, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
