 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),346201,220791,100842,597358,366251,229340,103548,398799,214421,104910,21513,91312,35324,17016,7155,54869,25024,14781,6821,41486,16846,10659,4964,29890,14779,10736,5030,29579,10038,21061,14371,7976, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2556,2368,1724,5238,3579,2403,1597,2318,775,272,77,1151,177,244,1,608,296,197,20,340,88,--,--,598,374,226,--,842,185,216,933,309, 
 收到的其他与经营活动有关的现金(万元),6084,2855,1371,6965,1817,1870,853,10803,949,4524,478,8651,4184,2336,537,3929,1114,1117,12,2533,2073,1149,261,1850,1029,940,657,1786,1574,773,1352,2845, 
 经营活动现金流入小计(万元),354842,226015,103937,609561,371647,233614,105998,411919,216146,109706,22068,101114,39685,19596,7693,59406,26434,16095,6854,44359,19007,11808,5225,32338,16182,11902,5686,32207,11797,22050,16656,11129, 
 购买商品、接受劳务支付的现金(万元),374346,249585,139617,526890,404197,271544,142164,325025,222280,100339,25742,62512,51195,26760,16002,36423,27591,15042,9757,26445,21188,14286,7327,16545,12640,9181,4477,16697,4737,11227,9371,5939, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23979,16926,9801,28513,20666,13405,6860,16378,11087,6722,3174,7380,5276,3400,1817,5766,4120,2979,2026,4335,4855,3209,1737,3448,3127,1843,798,2540,1232,1592,939,570, 
 支付的各项税费(万元),19387,15085,8102,28534,19732,14245,8084,15171,9299,5002,2689,6843,4572,3083,1734,2658,1984,1474,1118,2353,1837,1436,625,2732,1904,1467,643,2427,1404,1784,1338,915, 
 支付的其他与经营活动有关的现金(万元),29899,20754,12249,23089,17769,10556,4901,21025,7711,8692,3361,13282,6434,3845,3613,11004,5683,3497,2552,6232,4790,3354,1855,6066,4161,2700,1757,3487,1121,3106,2563,2967, 
 经营活动现金流出小计(万元),447610,302350,169769,607026,462365,309751,162008,377600,250377,120755,34966,90018,67477,37089,23166,55851,39378,22993,15452,39365,32670,22285,11545,28791,21832,15191,7675,25152,8495,17709,14211,10391, 
 经营活动产生的现金流量净额(万元),-92768,-76336,-65832,2535,-90718,-76137,-56011,34320,-34231,-11048,-12898,11096,-27792,-17492,-15472,3554,-12944,-6898,-8599,4994,-13663,-10477,-6320,3547,-5651,-3289,-1989,7055,3302,4340,2445,738, 
 收回投资所收到的现金(万元),17350,16550,10300,39500,2000,--,--,18210,--,--,--,13810,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),75,27,16,62,37,20,17,46,36,32,5,68,43,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,3,0,2,0,0,0,2,0,-3,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,670,2548,1048,21180,8100,11995,7384,13000,10800,--,1260,--,--,--,1070,--,--,--,1540,--,--,--,--,--,--,--,--,--,--,--,--, 
