 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),6402,37265,20331,11776,4561,42496,13902,9217,4495,43654,12408,7712,4908,16036,7934,5291,3082,16585,7390,4270,2018,11940,6986,4211,12268,8296,6906, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到的税费返还(万元),40,1966,1379,910,744,1547,925,709,286,1744,858,804,199,676,466,306,15,1505,627,506,3,845,576,399,1067,933,768, 
 收到的其他与经营活动有关的现金(万元),542,1167,3348,2196,541,1381,2437,1479,267,1138,2802,1194,-2944,1184,1079,553,-129,1848,740,169,327,829,2328,51,561,950,922, 
 经营活动现金流入小计(万元),6983,40398,25059,14881,5846,45425,17263,11405,5048,46536,16068,9709,2163,17897,9479,6150,2968,19939,8757,4945,2348,13614,9890,4661,13895,10179,8595, 
 购买商品、接受劳务支付的现金(万元),4918,18688,11770,7200,2010,23100,5152,2967,1528,23113,4094,2775,1256,513,2231,1613,755,3983,1901,1195,867,2047,1619,1033,1436,587,356, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4965,13659,8616,5737,4110,11923,8357,5873,3279,8854,6867,4728,2538,8899,5938,3805,2096,7266,4596,2858,1523,4673,3179,2339,3812,2392,1228, 
 支付的各项税费(万元),2156,4419,4032,2972,2026,3556,3294,2326,1640,3993,2611,2071,1263,3312,1895,1332,751,3373,2251,1607,1128,2311,1759,1318,2492,1373,1626, 
 支付的其他与经营活动有关的现金(万元),2764,12455,9407,5699,2701,8877,9163,5051,2262,10837,7148,3858,-1238,7106,5995,3834,1975,6346,4811,2786,1847,5721,5790,2094,3317,3792,2925, 
 经营活动现金流出小计(万元),14803,49220,33825,21608,10848,47457,25965,16218,8709,46798,20720,13432,3818,19829,16059,10583,5578,20969,13559,8446,5365,14752,12346,6784,11056,8144,6135, 
 经营活动产生的现金流量净额(万元),-7820,-8822,-8767,-6727,-5002,-2032,-8702,-4813,-3661,-262,-4652,-3723,-1655,-1933,-6580,-4433,-2610,-1030,-4801,-3500,-3017,-1138,-2456,-2123,2840,2035,2460, 
 收回投资所收到的现金(万元),72000,587260,1660,1660,--,450,--,--,--,200,223,122,--,--,--,--,--,--,--,--,--,0,--,--,--,--,237, 
 取得投资收益所收到的现金(万元),330,3074,15,15,9,14,--,--,--,23,--,--,--,--,--,--,--,--,--,--,--,0,--,--,2,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,26,--,--,--,10,0,0,--,--,--,--,--,1,1,0,--,--,--,--,--,0,--,--,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,312,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),72330,590360,1675,1675,9,474,0,0,0,535,223,122,0,1,1,0,0,0,0,0,0,0,0,0,2,0,237, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7016,9198,6314,4439,1136,5318,723,292,55,4437,2465,588,86,4340,1389,987,792,1934,1263,312,125,1459,916,126,515,672,680, 
 投资所支付的现金(万元),146100,606090,3910,3510,3510,3060,2360,400,--,2926,1939,439,--,500,500,--,--,500,--,--,--,0,--,--,--,--,200, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),153116,615288,10224,7949,4646,8378,3083,692,55,7362,4404,1027,86,4840,1889,987,792,2434,1263,312,125,1459,916,126,515,672,880, 
 投资活动产生的现金流量净额(万元),-80786,-24928,-8549,-6275,-4637,-7904,-3083,-692,-55,-6827,-4182,-905,-86,-4839,-1889,-987,-792,-2434,-1263,-312,-125,-1458,-916,-126,-513,-672,-643, 
 吸收投资收到的现金(万元),--,50,50,50,--,124395,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38548,--,--,--,--,3450, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,50,--,--,--,450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 取得借款收到的现金(万元),--,4000,4000,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,2500,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,250,--,--,--,751,--,--,--,--,--,--,--,--,18,--,--,100,141,39,--,304,38548,304,50,71,115, 
 筹资活动现金流入小计(万元),0,4300,4050,2050,0,125146,0,0,0,0,0,0,0,0,18,0,0,100,141,39,0,38852,38548,304,50,2571,3565, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,2500,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),48,2422,2359,2325,--,1216,1216,1216,--,1334,1334,1237,--,1334,1272,1272,--,1334,1260,1260,--,0,--,--,1514,--,1300, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,258,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,847,37,206,214,68,83, 
 筹资活动现金流出小计(万元),48,2422,2359,2325,0,1474,1216,1216,0,1334,1334,1237,0,1334,1272,1272,0,1334,1260,1260,2,847,37,206,4228,68,1383, 
 筹资活动产生的现金流量净额(万元),-48,1878,1691,-275,0,123672,-1216,-1216,0,-1334,-1334,-1237,0,-1334,-1254,-1272,0,-1234,-1119,-1221,-2,38005,38510,99,-4178,2503,2182, 
 汇率变动对现金及现金等价物的影响(万元),1,11,8,11,6,12,201,46,44,-113,-293,-52,-33,-91,-22,--,--,--,--,--,--,0,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-88652,-31859,-15617,-13266,-9633,113749,-12800,-6674,-3672,-8536,-10462,-5917,-1774,-8196,-9744,-6692,-3402,-4698,-7184,-5034,-3143,35409,35138,-2150,-1852,3866,3999, 
 加:期初现金及现金等价物余额(万元),103944,135602,135602,135602,135602,21853,21853,21853,21853,30389,30389,30389,30389,38585,38585,38585,38585,43284,43284,43284,43284,7875,7924,7875,9727,5860,1861, 
 期末现金及现金等价物余额(万元),15291,103742,119985,122336,125969,135602,9053,15179,18181,21853,19928,24473,28615,30389,28841,31893,35184,38585,36100,38250,40140,43284,43061,5725,7875,9727,5860, 
 净利润(万元),--,9034,--,1721,--,8024,--,1713,--,7072,--,1367,--,6799,--,1064,--,6779,--,1350,--,6011,--,1201,4477,4028,2256, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,5497,--,2183,--,3244,--,1362,--,2885,--,937,--,2350,--,497,--,1286,--,397,--,731,--,303,257,166,-95, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1053,--,575,--,864,--,428,--,764,--,324,--,476,--,223,--,344,--,161,--,288,--,146,261,172,122, 
 无形资产摊销(万元),--,609,--,281,--,422,--,208,--,118,--,4,--,18,--,8,--,65,--,35,--,104,--,57,113,112,112, 
 长期待摊费用摊销(万元),--,171,--,76,--,146,--,46,--,91,--,67,--,60,--,25,--,50,--,24,--,37,--,11,16,8,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-14,--,--,--,-2,--,1,--,8,--,--,--,1,--,--,--,--,--,--,--,-0,--,--,--,--,-0, 
 固定资产报废损失(万元),--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,1, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,113,--,-6,--,-12,--,-161,--,113,--,-218,--,--,--,-182,--,--,--,-167,--,--,--,--,10,4,--, 
 投资损失(万元),--,-2287,--,241,--,208,--,--,--,-23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,--,-37, 
 递延所得税资产减少(万元),--,-1100,--,-298,--,-507,--,-106,--,-779,--,-349,--,-236,--,-127,--,-149,--,-59,--,-144,--,-18,-57,-33,23, 
 递延所得税负债增加(万元),--,-16,--,-12,--,-16,--,-8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-3550,--,-1570,--,-2413,--,-274,--,25,--,65,--,-501,--,-432,--,-93,--,-125,--,10,--,34,-396,-51,125, 
 经营性应收项目的减少(万元),--,-29482,--,-15036,--,-15472,--,-6771,--,-19077,--,-5870,--,-17280,--,-5480,--,-11604,--,-3816,--,-9779,--,-3114,-2718,-2653,-428, 
 经营性应付项目的增加(万元),--,11148,--,5117,--,3482,--,-1251,--,8540,--,-51,--,6380,--,-29,--,2291,--,-1301,--,1604,--,-744,877,280,381, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-8822,--,-6727,--,-2032,--,-4813,--,-262,--,-3723,--,-1933,--,-4433,--,-1030,--,-3500,--,-1138,--,-2123,2840,2035,2460, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),15291,103742,119985,122336,125969,135602,9053,15179,18181,21853,19928,24473,28615,30389,28841,31893,35184,38585,36100,38250,40140,43284,43061,5725,7875,9727,5860, 
 现金的期初余额(万元),103944,135602,135602,135602,135602,21853,21853,21853,21853,30389,30389,30389,30389,38585,38585,38585,38585,43284,43284,43284,43284,7875,7924,7875,9727,5860,1861, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-88652,-31859,-15617,-13266,-9633,113749,-12800,-6674,-3672,-8536,-10462,-5917,-1774,-8196,-9744,-6692,-3402,-4698,-7184,-5034,-3143,35409,35138,-2150,-1852,3866,3999, 

