 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),71858,314347,212900,123722,44537,147225,71903,37966,16490,73544,49897,28286,10519,48228,28790,16454,6041,45140,32238,17399,5141,29026,20995,12019, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,125,126,86,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3483,11743,9740,8270,12347,24426,26639,22148,12710,12987,10560,5035,3647,2488,923,887,515,877,804,669,1681,610,278,1148, 
 经营活动现金流入小计(万元),75342,326215,222766,132078,56884,171652,98542,60114,29200,86531,60457,33321,14165,50716,29713,17341,6556,46018,33043,18068,6822,29636,21273,13167, 
 购买商品、接受劳务支付的现金(万元),42762,204222,156586,107482,37227,124512,70767,26314,14977,42140,27762,17939,8929,35144,28960,17847,8541,25783,20077,11913,5204,18895,11313,8154, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7952,22939,17346,12008,6648,13204,9087,5236,3003,8734,6748,4384,2125,7445,5440,3692,1616,5699,4244,2736,1406,4101,3013,2373, 
 支付的各项税费(万元),6957,13771,18008,12411,7644,15523,9841,3384,1713,6437,4079,2105,356,4758,3584,1869,665,5410,3742,2114,979,3111,2468,2341, 
 支付的其他与经营活动有关的现金(万元),7199,26003,20109,13160,22224,24740,28618,16350,4778,32846,21982,12158,6725,10561,3300,2577,1172,4323,2984,1646,2407,3545,2847,2023, 
 经营活动现金流出小计(万元),64870,266935,212048,145061,73744,177978,118312,51283,24471,90157,60570,36586,18136,57908,41284,25985,11993,41215,31047,18409,9996,29652,19640,14891, 
 经营活动产生的现金流量净额(万元),10472,59280,10718,-12984,-16860,-6326,-19770,8831,4729,-3626,-114,-3265,-3970,-7192,-11571,-8644,-5437,4803,1996,-340,-3174,-16,1632,-1724, 
 收回投资所收到的现金(万元),--,--,--,--,--,3838,3277,3277,--,39500,29500,18800,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,0,--,--,--,131,91,48,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,175,23,23,5,1760,1077,1077,--,--,--,--,--,--,--,--,--,--,--,--,--,98,2,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,200,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,375,223,223,5,5599,4354,4354,0,39631,29591,18848,0,0,0,0,0,0,0,0,0,98,2,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5827,32390,28377,21169,12979,25159,16138,7670,2263,11972,7558,5308,917,7648,5639,5074,1127,2997,2385,1507,799,5017,2426,4055, 
 投资所支付的现金(万元),1050,2450,2450,2450,2450,100,100,100,4200,42815,37815,31500,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,35966,34166,34166,33508,10620,10620,9527,--,20126,18845,3499,3499,2920,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,66,66,66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6877,70872,65059,57851,48937,35879,26858,17298,6463,74913,64218,40307,4416,10568,5639,5074,1127,2997,2385,1507,799,5017,2426,4055, 
 投资活动产生的现金流量净额(万元),-6877,-70497,-64836,-57628,-48933,-30280,-22504,-12944,-6463,-35282,-34627,-21459,-4416,-10568,-5639,-5074,-1127,-2997,-2385,-1507,-799,-4919,-2424,-4055, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,50518,50518,50518,50518,900,900,900,--,26213,--,--,--,--,--,5250, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,900,900,900,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),22470,171458,99068,105617,57664,119756,88763,56310,9196,21600,12090,5400,--,8122,5465,840,--,11355,10787,5307,1780,10974,2900,6552, 
 发行债券收到的现金(万元),--,47152,47152,47152,47152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),580,5030,43090,2679,1099,8187,4628,3800,2490,8208,1254,988,715,2186,1595,1141,798,1769,1202,830,459,1136,439,--, 
 筹资活动现金流入小计(万元),23050,223640,189310,155447,105915,127943,93392,60110,11686,80325,63862,56905,51232,11208,7960,2881,798,39336,11989,6137,2239,12110,3339,11802, 
 偿还债务支付的现金(万元),23247,163449,88547,55950,21606,58367,33495,6523,993,19285,13961,6980,3387,9028,8073,7870,7700,8637,7483,2260,1096,4549,2263,956, 
 分配股利、利润或偿付利息所支付的现金(万元),2099,13087,9722,2719,1182,5445,4334,3278,231,2917,2629,2449,638,3747,3682,3245,137,2337,2133,1634,798,1643,236,159, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2184,14779,20041,7741,1680,8520,3803,1943,355,4654,2641,1055,312,2751,2094,893,347,2623,1685,768,287,1663,835,76, 
 筹资活动现金流出小计(万元),27530,191316,118310,66410,24468,72333,41631,11745,1579,26856,19231,10484,4337,15525,13849,12007,8184,13597,11301,4661,2181,7854,3334,1190, 
 筹资活动产生的现金流量净额(万元),-4480,32324,71000,89038,81447,55610,51760,48365,10107,53470,44631,46421,46895,-4318,-5889,-9126,-7387,25739,688,1476,58,4256,5,10612, 
 汇率变动对现金及现金等价物的影响(万元),-212,-529,623,517,-337,-369,-107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-1098,20578,17505,18943,15318,18636,9379,44252,8374,14561,9890,21697,38509,-22077,-23099,-22844,-13951,27544,299,-372,-3915,-679,-787,4833, 
 加:期初现金及现金等价物余额(万元),64656,44079,44079,44079,45111,25443,25443,25443,25443,10881,10881,10881,12881,32958,32958,32958,32958,5414,5414,5414,5414,6093,6880,2047, 
 期末现金及现金等价物余额(万元),63559,64656,61584,63022,60428,44079,34822,69695,33816,25443,20771,32578,51390,10881,9859,10114,19007,32958,5713,5042,1499,5414,6093,6880, 
 净利润(万元),--,38514,--,25546,--,20989,--,7290,--,10522,--,4736,--,5090,--,3876,--,7228,5976,3648,--,6024,4412,4141, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2986,--,2748,--,2418,--,168,--,1433,--,393,--,2616,--,404,--,407,378,345,--,200,122,65, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,7684,--,3732,--,3291,--,1152,--,2113,--,957,--,1218,--,523,--,823,602,391,--,640,406,172, 
 无形资产摊销(万元),--,508,--,223,--,340,--,138,--,235,--,94,--,103,--,45,--,87,65,43,--,69,45,16, 
 长期待摊费用摊销(万元),--,931,--,370,--,189,--,68,--,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-87,--,8,--,2,--,-1,--,265,--,8,--,--,--,--,--,--,--,--,--,19,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,9977,--,4132,--,3465,--,696,--,709,--,345,--,452,--,222,--,673,520,323,--,423,236,159, 
 投资损失(万元),--,-18,--,-5,--,-324,--,-294,--,-182,--,-72,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-606,--,-497,--,-520,--,40,--,-439,--,80,--,-440,--,--,--,-109,-94,-57,--,-126,6,-49, 
 递延所得税负债增加(万元),--,173,--,118,--,-113,--,-380,--,-42,--,-7,--,208,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-38068,--,-41194,--,-27014,--,-3185,--,-7244,--,-739,--,-5722,--,-4913,--,-2379,-2553,-1754,--,-2614,-2239,-2554, 
 经营性应收项目的减少(万元),--,5199,--,-20673,--,-5149,--,4116,--,-18429,--,-10175,--,-15386,--,-3642,--,-6082,-6997,-6540,--,-7281,-2527,-1617, 
 经营性应付项目的增加(万元),--,27391,--,9695,--,-6290,--,-978,--,7394,--,1116,--,5012,--,-5165,--,4155,4935,3261,--,3636,1170,1236, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,4696,--,2814,--,2391,--,--,--,--,--,--,--,-343,--,6,--,--,-836,--,--,-1006,--,-3292, 
 经营活动产生现金流量净额(万元),--,59280,--,-12984,--,-6326,--,8831,--,-3626,--,-3265,--,-7192,--,-8644,--,4803,1996,-340,--,-16,1632,-1724, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),63559,64656,61584,63022,60428,44079,34822,69695,33816,25443,20771,32578,51390,10881,9859,10114,19007,32958,5713,5042,1499,5414,6093,6880, 
 现金的期初余额(万元),64656,44079,44079,44079,45111,25443,25443,25443,25443,10881,10881,10881,12881,32958,32958,32958,32958,5414,5414,5414,5414,6093,6880,2047, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-1098,20578,17505,18943,15318,18636,9379,44252,8374,14561,9890,21697,38509,-22077,-23099,-22844,-13951,27544,299,-372,-3915,-679,-787,4833, 

