 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),110973,499657,351829,211234,93277,427179,302528,192763,97883,299976,278436,173483,79591,368917,261831,154396,74015,342142,248428,155718,69460,281292,208406,123089,277299,199840,166851, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),235,4509,3700,2010,1535,149,80,6,0,158,426,241,137,450,761,199,169,246,252,47,178,--,272,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4632,3337,8457,2194,2332,969,3569,2213,1491,2228,1813,684,294,5679,3293,2323,146,3561,2460,1007,816,6868,7397,1537,2615,2284,1080, 
 经营活动现金流入小计(万元),115841,507503,363987,215438,97144,428296,306176,194983,99374,302362,280675,174408,80022,375046,265884,156918,74330,345949,251139,156771,70454,288160,216076,124626,279914,202124,167930, 
 购买商品、接受劳务支付的现金(万元),110159,418832,312996,195022,99217,350622,240501,153967,77052,210743,204612,131371,62116,293455,209900,118881,62329,244801,178248,97853,41374,249720,192196,133283,248826,169691,126529, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6500,22914,14801,10243,5993,22694,14278,9902,5581,22359,14806,10481,5163,21317,14604,9860,4505,17521,10146,7694,3183,12457,7957,5882,8623,6412,4917, 
 支付的各项税费(万元),4802,14404,9300,5747,2618,15222,10499,6972,3597,19023,15577,10076,4432,13348,10282,5266,2883,7448,5157,3620,2749,9228,5716,3063,11188,9032,6237, 
 支付的其他与经营活动有关的现金(万元),4553,11596,11988,6080,1513,15646,7705,5080,2352,13024,6584,4785,1629,14811,7713,9324,2661,15568,8747,5055,2726,11075,15159,6128,9982,7019,6805, 
 经营活动现金流出小计(万元),126014,467746,349086,217092,109342,404183,272982,175921,88583,265148,241579,156713,73341,342930,242500,143331,72377,285337,202298,114222,50032,282480,221028,148357,278619,192155,144488, 
 经营活动产生的现金流量净额(万元),-10173,39757,14901,-1655,-12199,24113,33194,19062,10791,37214,39096,17695,6681,32116,23385,13587,1953,60611,48841,42549,20422,5680,-4952,-23731,1295,9969,23443, 
 收回投资所收到的现金(万元),0,31000,25000,23000,10000,50000,45000,7000,--,13000,--,--,--,--,--,--,--,--,--,--,--,2000,2000,2000,2000,3400,--, 
 取得投资收益所收到的现金(万元),0,987,519,344,303,840,640,77,--,118,--,--,--,--,--,--,--,--,--,--,--,32,27,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,3,-3,-3,-3,1056,274,274,256,210,49,6,--,12,1,0,0,399,43,--,--,15,5,13,0,10,27, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,--,--,0,0,0,--,--,0,1417,1526,1526,1305,--,--,--,--,1048,728,728,--,220,--,220,43841,1740,89, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,31989,25517,23341,10301,51896,45914,7351,256,14745,1575,1533,1305,12,1,0,0,1447,771,728,0,2266,2032,2232,45842,5150,116, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6026,23748,18748,15124,6489,46471,38699,34073,25532,42912,21444,11699,4763,54458,42412,28317,10515,38667,35627,31780,11088,73270,50899,43354,53551,13962,14390, 
