 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),17647,57742,42199,26927,12153,54017,43415,30733,14563,44096,27173,18761,8072,30095,16660,11712,5855,28703,20811,12350,6520,27901,23292,23887,18980, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),301,1783,1068,866,1158,599,1242,554,1010,1521,593,566,254,1183,825,544,98,631,57,24,33,594,211,517,108, 
 经营活动现金流入小计(万元),17948,59525,43267,27794,13311,54617,44657,31287,15574,45617,27766,19327,8326,31278,17485,12255,5954,29334,20869,12373,6553,28496,23504,24404,19088, 
 购买商品、接受劳务支付的现金(万元),11230,39913,24979,19179,7497,30205,24733,17891,7563,24838,14420,12827,7888,23792,13517,7907,4182,19649,17816,9500,6465,17245,16591,19715,14862, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),977,4272,2696,2070,1293,4007,3684,2946,1347,3033,1987,1598,719,2553,1875,1333,716,2151,1697,1324,587,1988,1364,710,648, 
 支付的各项税费(万元),756,2874,2451,1709,594,3850,3066,2065,779,4211,2538,940,790,2226,2117,1467,634,2854,2123,1142,564,2500,1703,1401,1129, 
 支付的其他与经营活动有关的现金(万元),1150,8363,2739,1637,1393,7113,3098,1730,1999,5526,3454,2256,398,3914,2065,1582,812,2688,1751,1557,772,2351,2440,1465,1205, 
 经营活动现金流出小计(万元),14113,55422,32865,24594,10776,45174,34581,24632,11688,37608,22399,17621,9795,32484,19574,12290,6344,27342,23387,13522,8387,24085,22098,23292,17844, 
 经营活动产生的现金流量净额(万元),3834,4103,10402,3200,2535,9442,10076,6655,3886,8010,5368,1706,-1469,-1206,-2089,-34,-390,1993,-2518,-1149,-1834,4410,1405,1113,1245, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,0,--,--,10,10,10,--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,1783,--,--,--,--,--,--,--,--,--,--,--,400,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,10,10,10,0,0,1783,0,0,4,0,0,0,0,0,0,0,0,400,0,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1765,4431,8554,4618,746,5247,3138,2266,1058,3795,2967,1845,479,1834,1370,1222,1149,2619,1794,934,783,2846,3609,778,686, 
 投资所支付的现金(万元),963,62,5713,--,--,--,--,--,--,200,12802,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,14246,--,--,1139,8651,--,--,--,11021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,--,--,--,--,--,--, 
