 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),21720,6537,2987,56095,23478,21958,4528,31379,26182,9385,1815,97755,56133,51863,8445,57315,39384,17996,7060,19784,11722,7852,4554,20694,14982,11350,4986,20722,13574,8587,2500,18918,15266,10939, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),106,105,105,100,87,87,87,7861,7237,7237,4689,2026,2026,128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--, 
 收到的其他与经营活动有关的现金(万元),1918,177,56,883,1298,1362,866,709,537,320,565,5384,6843,3749,166,2167,1993,2362,187,6316,1966,847,184,806,572,152,178,1027,665,351,62,1487,1965,76, 
 经营活动现金流入小计(万元),23743,6819,3148,57078,24862,23407,5480,39949,33955,16942,7069,105166,65003,55739,8611,59482,41377,20358,7247,26100,13688,8699,4738,21499,15553,11502,5164,21749,14238,8938,2562,20407,17231,11016, 
 购买商品、接受劳务支付的现金(万元),64660,44492,16638,60061,38776,26756,7063,47012,28188,21429,9274,34928,30215,21698,3599,36909,21619,11170,2607,9154,5496,4105,1418,11088,7198,3140,1622,13691,7623,5054,3045,10178,10378,5408, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2064,1387,870,2738,2205,1151,565,2687,2070,1479,791,2532,1945,1345,713,2367,1754,1137,535,2202,1458,866,375,1595,1217,817,364,1639,1240,843,487,1187,1190,606, 
 支付的各项税费(万元),4522,2641,110,-2018,-2075,-2117,-2957,2919,2220,1107,669,4653,4371,3177,494,1605,891,591,135,1413,1797,1466,979,2259,1926,1052,572,2467,1757,1290,534,2596,1464,1402, 
 支付的其他与经营活动有关的现金(万元),7273,5487,3746,9069,5319,5881,4237,5527,4397,4054,1668,6182,9685,5848,1123,4760,4585,4295,2934,2799,2667,1343,357,2098,1625,952,349,1872,1468,1777,93,1728,1374,1764, 
