 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),141224,642369,482797,316711,125379,530364,430678,266864,107432,518578,388309,251406,100536,470445,366780,233702,96314,425797,323582,215153,98168,527354,365383,243223,531723,303602,499581,393004,387664, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),778,13517,5116,5072,2802,15892,3490,3229,2112,10311,8463,2556,2582,6494,5591,3443,2301,6589,6524,3295,1192,5352,4190,2199,7393,6205,10040,5869,8822, 
 收到的其他与经营活动有关的现金(万元),1286,5737,3141,3124,1243,1767,3491,2746,2633,7938,10145,4543,1592,8736,8713,5816,2673,5634,12050,11044,5149,8542,26600,4031,15842,8591,6375,3439,1677, 
 经营活动现金流入小计(万元),143288,661623,491053,324906,129424,548024,437660,272839,112177,536826,406917,258505,104710,485676,381084,242961,101288,438021,342156,229492,104509,541248,396173,249452,554958,318399,515996,402311,398164, 
 购买商品、接受劳务支付的现金(万元),129919,491764,384427,258355,137959,269579,244211,154916,87666,390190,300966,211738,100633,378130,311438,182228,83482,268064,223227,165576,113714,309742,224566,128879,388921,190987,380732,332171,282154, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21800,81762,51954,43477,19486,80567,58097,39569,21004,72524,54582,36342,16415,65347,43821,29346,15068,53489,36488,23854,12827,45716,34012,23422,44800,21464,32302,23875,26522, 
 支付的各项税费(万元),3836,22544,16422,11825,6386,29218,13376,8425,4020,33665,28663,22195,7290,30581,25247,23680,7973,31634,24617,16219,8570,25386,20734,12062,34789,13803,23174,12371,12725, 
 支付的其他与经营活动有关的现金(万元),402,28468,23927,12157,5835,29875,17375,14676,6536,29040,18578,15268,6000,27631,24611,13387,6494,26198,35818,29657,6199,34551,28884,11301,42724,22990,27222,19117,17216, 
 经营活动现金流出小计(万元),155958,624538,476730,325814,169666,409239,333059,217586,119226,525419,402788,285544,130338,501690,405118,248641,113016,379385,320150,235306,141310,415395,308197,175663,511234,249244,463431,387534,338617, 
