 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),158468,101247,69363,35608,153000,101355,76343,42536,106364,44575,27989,13042,83978,44040,26812,14884,59667,30768,20284,8916,42361,22942,14448,7509,29552,20029,12508,4960,26948,15745,9848,4154,22835,17576,16134, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),649,546,314,199,47,431,--,48,237,--,--,73,132,132,--,0,--,927,927,927,--,--,--,--,--,--,--,--,--,--,--,--,--,7,--, 
 收到的其他与经营活动有关的现金(万元),7611,2436,1174,972,7108,2100,1751,578,6157,5905,3202,2080,3180,637,960,70,1815,295,347,26,1034,231,206,132,796,418,278,20,185,348,158,16,990,643,238, 
 经营活动现金流入小计(万元),166728,104229,70851,36779,160155,103886,78094,43162,112758,50480,31191,15194,87290,44809,27771,14954,61482,31989,21557,9868,43395,23173,14654,7641,30348,20448,12787,4980,27133,16093,10006,4169,23824,18225,16371, 
 购买商品、接受劳务支付的现金(万元),106816,68293,48112,25951,116697,89034,63117,34624,84086,43046,29719,13200,53986,37895,22609,12890,40131,25641,17702,10685,33188,20691,14473,8288,23034,18735,12629,7710,19238,13252,9362,4317,16847,11918,13729, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16403,11454,6786,3246,16027,11748,7339,3810,12754,9695,5893,2709,10435,5805,5251,2471,7540,5414,3680,1800,6960,5016,2985,1536,4662,3364,2012,933,3271,2319,1455,543,2228,1369,1122, 
 支付的各项税费(万元),11408,8820,7888,4807,10526,7253,6035,3287,8838,4989,3275,2377,5239,3236,2032,1462,3991,2688,2169,1720,3060,1778,1228,978,1346,1283,944,780,1869,1528,1109,1021,1671,1276,751, 
 支付的其他与经营活动有关的现金(万元),18504,12304,11276,5746,18236,10997,9547,4714,14149,6097,7551,5630,8690,5619,3541,3902,6295,3850,2951,889,5076,4084,3334,1552,6028,2761,1834,959,2514,2895,1871,789,1696,1538,1314, 
 经营活动现金流出小计(万元),153131,100871,74062,39751,161486,119032,86038,46435,119826,63827,46438,23916,78349,52555,33432,20725,57958,37592,26501,15094,48285,31568,22020,12353,35069,26143,17418,10383,26891,19994,13798,6670,22442,16101,16916, 
 经营活动产生的现金流量净额(万元),13597,3358,-3212,-2971,-1331,-15146,-7944,-3272,-7068,-13347,-15247,-8722,8941,-7746,-5661,-5771,3524,-5603,-4944,-5226,-4889,-8396,-7366,-4713,-4721,-5696,-4632,-5403,242,-3901,-3792,-2501,1382,2124,-544, 
 收回投资所收到的现金(万元),--,--,--,--,--,0,--,--,--,30,--,--,--,--,--,--,600,--,--,--,996,406,--,--,8000,--,--,--,--,--,--,--,--,--,60, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,57,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,19,17,17,167,0,0,0,138,17,8,--,10,8,8,0,49,31,24,10,67,7,7,--,12,--,--,--,6,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),148,137,137,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,600,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),60,--,--,--,1,--,--,--,202,--,202,--,4381,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),210,155,154,17,168,0,0,0,340,47,210,0,4449,8,8,0,649,31,24,10,1063,1013,7,0,8012,0,0,0,6,0,0,0,0,0,67, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18894,12739,11860,7354,10226,5622,3290,940,8076,7176,2970,2997,2029,1414,1005,225,625,548,338,225,2854,2846,2502,1871,2491,2185,2024,1010,9160,6969,4174,2480,9729,3801,4436, 
 投资所支付的现金(万元),14708,14200,--,--,--,0,0,0,1479,1379,1379,616,--,80,80,4828,9042,633,633,--,10,--,--,0,8000,6000,8060,2952,--,--,--,--,--,--,60, 
