 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),84396,58095,34337,111594,84922,57481,33870,127188,97759,68315,136638,130203,125051,110285, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),39,0,0,6,2,1,--,52,52,52,145,81,13,--, 
 收到的其他与经营活动有关的现金(万元),26039,23494,9363,37744,34428,24414,9677,38707,19935,17451,52467,42066,45851,43814, 
 经营活动现金流入小计(万元),110474,81589,43701,149343,119351,81897,43546,165948,117747,85819,189251,172350,170915,154099, 
 购买商品、接受劳务支付的现金(万元),36573,23371,17120,43095,37279,24436,13143,48899,43739,27892,60865,59150,66796,52924, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),25245,18101,10872,33591,25600,18875,10647,31910,24083,17544,31076,30776,27992,23647, 
 支付的各项税费(万元),7939,6344,3651,10430,8324,5911,3645,10422,7890,6212,13734,10099,10158,8492, 
 支付的其他与经营活动有关的现金(万元),24810,21367,7621,44609,30472,22387,8971,51319,23465,20029,56437,45010,44701,49511, 
 经营活动现金流出小计(万元),94567,69184,39265,131725,101675,71610,36406,142550,99176,71678,162113,145035,149647,134574, 
 经营活动产生的现金流量净额(万元),15907,12406,4436,17618,17676,10287,7140,23398,18570,14141,27138,27315,21268,19525, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,598,--, 
 取得投资收益所收到的现金(万元),477,245,--,172,36,--,--,40,40,40,317,123,11,64, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),44,64,--,1964,25,8,--,1,0,0,426,3,6,15, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,8,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),53000,32000,5000,19000,63,63,--,--,--,--,12727,--,5453,11757, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),53522,32310,5008,21135,124,71,0,41,40,40,13470,127,6068,11836, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16476,9264,5032,18622,14459,9408,7590,11764,9089,7254,11581,24962,34093,46459, 
 投资所支付的现金(万元),--,--,--,--,19000,--,--,--,93,--,--,20,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,6,--,--,--,93,--,--,130,--,95,--, 
 支付的其他与投资活动有关的现金(万元),51054,51028,27029,24000,--,--,--,--,--,--,--,181,--,652, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),67530,60292,32061,42627,33459,9408,7590,11857,9182,7254,11710,25164,34187,47110, 
 投资活动产生的现金流量净额(万元),-14008,-27983,-27054,-21492,-33335,-9337,-7590,-11817,-9142,-7214,1760,-25037,-28119,-35275, 
 吸收投资收到的现金(万元),--,--,--,27875,27875,--,--,--,--,--,--,--,--,490, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,490, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,8000,17000,18967,19450, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),400,400,--,850,--,--,--,4000,--,--,1000,--,--,--, 
 筹资活动现金流入小计(万元),400,400,0,28725,27875,0,0,4000,0,0,9000,17000,18967,19940, 
 偿还债务支付的现金(万元),2000,1000,1000,4233,4225,3217,3209,7757,6248,4739,24765,20989,9665,2729, 
 分配股利、利润或偿付利息所支付的现金(万元),2667,1924,16,2208,2183,2148,66,1354,1263,1137,1538,2302,2207,1046, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,586,32,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),4667,2924,1016,7027,6440,5366,3274,9111,7512,5876,26303,23291,11872,3775, 
 筹资活动产生的现金流量净额(万元),-4267,-2524,-1016,21698,21435,-5366,-3274,-5111,-7512,-5876,-17303,-6291,7095,16165, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-2368,-18101,-23633,17824,5776,-4415,-3724,6470,1917,1051,11595,-4013,244,415, 
 加:期初现金及现金等价物余额(万元),50197,50197,50197,32373,32373,32373,32373,25903,25903,25903,14308,18321,18077,17663, 
 期末现金及现金等价物余额(万元),47828,32096,26564,50197,38149,27957,28649,32373,27820,26953,25903,14308,18321,18077, 
 净利润(万元),--,3515,--,6353,--,3969,--,6957,--,5097,6631,5845,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,--,-183,--,290,--,206,--,139,-372,295,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,7002,--,14591,--,7472,--,15984,--,7934,18284,18754,--,--, 
 无形资产摊销(万元),--,294,--,584,--,269,--,552,--,384,541,440,--,--, 
 长期待摊费用摊销(万元),--,198,--,369,--,182,--,310,--,143,273,191,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,19,--,5,--,102,--,-40,240,--,--,--, 
 固定资产报废损失(万元),--,32,--,387,--,79,--,59,--,46,197,342,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
