 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),34007,22155,9727,31834,23796,10582,23303,14403,13810, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1265,565,52,878,547,186,530,850,720, 
 收到的其他与经营活动有关的现金(万元),694,597,330,1446,1558,620,446,2134,416, 
 经营活动现金流入小计(万元),35966,23317,10109,34158,25901,11389,24279,17387,14946, 
 购买商品、接受劳务支付的现金(万元),15246,9579,5491,14158,10753,3166,10540,6207,7037, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7394,5128,2889,8022,5924,2208,6240,4391,2995, 
 支付的各项税费(万元),1854,1025,261,2343,1386,346,2482,1035,607, 
 支付的其他与经营活动有关的现金(万元),4148,2812,1139,3936,3215,1494,2705,1781,2587, 
 经营活动现金流出小计(万元),28641,18545,9779,28460,21277,7214,21967,13414,13227, 
 经营活动产生的现金流量净额(万元),7325,4773,330,5697,4624,4175,2312,3973,1720, 
 收回投资所收到的现金(万元),8700,3500,1400,--,--,--,900,--,--, 
 取得投资收益所收到的现金(万元),25,8,5,--,--,--,2,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,9,9,1,9,9,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),8735,3517,1414,1,9,9,902,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2932,909,148,3942,3220,1107,3404,5545,3958, 
 投资所支付的现金(万元),8700,3500,1400,336,162,--,900,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),11632,4409,1548,4277,3382,1107,4304,5545,3958, 
 投资活动产生的现金流量净额(万元),-2897,-893,-134,-4277,-3373,-1098,-3402,-5545,-3958, 
 吸收投资收到的现金(万元),26715,--,--,3063,3063,3063,3945,2726,1597, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,446,1366,97, 
 取得借款收到的现金(万元),2500,2500,2500,2000,900,900,4160,4041,1087, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,407,383,383,1752,939,475, 
 筹资活动现金流入小计(万元),29215,2500,2500,5471,4346,4346,9857,7707,3160, 
 偿还债务支付的现金(万元),2490,2490,2490,1750,650,640,4453,2489,88, 
 分配股利、利润或偿付利息所支付的现金(万元),619,590,30,466,436,20,1048,2407,12, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,0,0,410,384,383,1518,641,2519, 
 筹资活动现金流出小计(万元),3109,3081,2521,2626,1471,1043,7020,5538,2618, 
