 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),57271,39809,74913,43392,26492,54197,43557,20897,8600, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,78,--,8,--,6,--,0, 
 收到的其他与经营活动有关的现金(万元),61576,47934,15828,12822,7894,13674,10665,8571,4260, 
 经营活动现金流入小计(万元),118847,87743,90819,56214,34393,67871,54228,29468,12861, 
 购买商品、接受劳务支付的现金(万元),26097,14841,25564,14772,5725,14565,10281,5947,3373, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19039,12431,18594,14108,9023,13663,8107,3755,1459, 
 支付的各项税费(万元),5645,3814,7985,6139,5851,5865,6199,1612,800, 
 支付的其他与经营活动有关的现金(万元),59361,43048,18295,14869,7160,12849,8876,6937,5694, 
 经营活动现金流出小计(万元),110142,74134,70438,49888,27759,46942,33464,18250,11326, 
 经营活动产生的现金流量净额(万元),8705,13608,20381,6326,6634,20929,20764,11218,1535, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,7,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,18,11,11,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,250,250,250,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,1000,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,268,261,261,0,1007,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),27613,20744,26895,21770,14736,20675,27219,14421,5091, 
 投资所支付的现金(万元),20,20,250,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,250,250,--,--,255,345, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,1000,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),27633,20764,27145,22020,14986,20675,27219,15676,5436, 
 投资活动产生的现金流量净额(万元),-27633,-20764,-26877,-21760,-14726,-20675,-26212,-15676,-5436, 
 吸收投资收到的现金(万元),59980,--,--,--,--,--,15000,3800,2750, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),6000,6000,20000,14000,5000,12670,12300,5300,1000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),8500,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),74480,6000,20000,14000,5000,12670,27300,9100,3750, 
 偿还债务支付的现金(万元),6400,3250,10000,6000,2000,11170,10600,2500,--, 
 分配股利、利润或偿付利息所支付的现金(万元),633,429,1363,1155,196,372,509,152,8, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),8615,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),15648,3679,11363,7155,2196,11542,11109,2652,8, 
 筹资活动产生的现金流量净额(万元),58832,2321,8637,6845,2804,1128,16191,6448,3742, 
 汇率变动对现金及现金等价物的影响(万元),0,1,-13,-7,16,-13,--,--,--, 
 现金及现金等价物净增加额(万元),39904,-4834,2129,-8595,-5272,1370,10742,1990,-158, 
 加:期初现金及现金等价物余额(万元),16531,16531,14403,14403,14403,13033,2291,300,458, 
 期末现金及现金等价物余额(万元),56435,11697,16531,5807,9131,14403,13033,2291,300, 
 净利润(万元),--,--,11653,--,--,9339,6831,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,1299,--,--,1307,325,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,304,--,--,226,165,--,--, 
 无形资产摊销(万元),--,--,25,--,--,24,19,--,--, 
 长期待摊费用摊销(万元),--,--,15610,--,--,10813,5815,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,2,--,--,9,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,523,--,--,366,501,--,--, 
 投资损失(万元),--,--,--,--,--,--,-7,--,--, 
 递延所得税资产减少(万元),--,--,-407,--,--,-446,-222,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,-7844,--,--,308,-3592,--,--, 
 经营性应收项目的减少(万元),--,--,-15063,--,--,-11001,-4676,--,--, 
 经营性应付项目的增加(万元),--,--,14278,--,--,9983,15606,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,--,20381,--,--,20929,20764,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),56435,11697,16531,5807,9131,14403,13033,2291,300, 
 现金的期初余额(万元),16531,16531,14403,14403,14403,13033,2291,300,458, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),39904,-4834,2129,-8595,-5272,1370,10742,1990,-158, 

