 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),41178,25381,12183,42019,201039,114302,36441,43683,33360,22000,11590,34768,22816,14705,5582,14015,8099,5905,2338,14370,10275,6278,2851,13921,9358,5747,2729,10338,4527,5987,4434,2545, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,154,154,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2784,1756,125,2535,3532,2211,5759,3927,1796,1366,179,3528,2548,988,303,3991,2605,690,529,3472,1997,1535,1014,1864,1452,777,189,630,65,1271,50,41, 
 经营活动现金流入小计(万元),43962,27137,12308,44554,204724,116667,42200,47610,35155,23366,11769,38296,25363,15694,5886,18006,10704,6595,2867,17841,12272,7812,3864,15785,10810,6524,2918,10968,4591,7257,4484,2586, 
 购买商品、接受劳务支付的现金(万元),12672,8535,3505,11790,156665,75372,29088,14546,11246,6380,3815,4398,1159,789,707,320,232,132,54,418,210,148,66,348,148,120,25,177,41,222,171,38, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12976,9057,4727,16916,13890,9339,4914,15232,10475,7089,3404,9279,6745,4470,2332,5545,4153,2787,1422,4511,3292,2193,1181,3748,2746,1783,1041,2850,1282,1731,1511,1079, 
 支付的各项税费(万元),2433,1399,385,3205,7833,3601,896,3036,3191,2379,1558,4258,2913,1828,946,748,577,304,138,845,827,736,605,1939,1248,936,528,1384,764,598,379,181, 
 支付的其他与经营活动有关的现金(万元),8884,3911,2310,5649,22003,15560,3650,5861,6674,4016,3384,7614,6170,5097,2885,6797,4356,2884,1677,5914,4515,3135,1585,3456,2665,1392,656,2465,969,1082,744,673, 
 经营活动现金流出小计(万元),36965,22902,10928,37560,200391,103871,38549,38676,31587,19864,12161,25550,16986,12183,6870,13409,9317,6107,3289,11689,8844,6211,3437,9492,6808,4231,2250,6877,3055,3633,2806,1971, 
 经营活动产生的现金流量净额(万元),6997,4235,1380,6995,4334,12796,3651,8934,3568,3502,-393,12745,8377,3510,-984,4597,1387,488,-422,6152,3428,1601,428,6293,4002,2294,668,4091,1536,3624,1678,615, 
 收回投资所收到的现金(万元),--,--,--,--,690,--,--,22410,22410,18410,2040,14828,9767,6877,3130,1687,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,33,33,12,7,61,117,105,35,--,7,5,2,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,--,0,3,0,0,0,2,0,0,0,33,0,0,--,1,--,--,--,12,--,--,--,1,--,--,--,8,8,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,463,463,463,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),84,84,--,--,2352,2352,2352,608,113,113,--,--,--,--,--,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
