 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),52106,38854,76018,52602,36917,67485,10005,64391,36452,27183, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4852,3699,4631,3347,2520,6278,1776,4620,3921,1316, 
 收到的其他与经营活动有关的现金(万元),13869,9509,26344,20588,14862,26372,4914,25434,10113,10191, 
 经营活动现金流入小计(万元),70826,52062,106993,76537,54299,100135,16696,94445,50486,38689, 
 购买商品、接受劳务支付的现金(万元),19324,9871,33906,29583,19289,37680,5460,30790,22210,17040, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10353,5938,11481,9062,6390,9932,2507,7534,5438,4092, 
 支付的各项税费(万元),9406,7915,10450,7727,5820,15911,3718,10315,6015,3997, 
 支付的其他与经营活动有关的现金(万元),22203,15427,33698,24892,18310,34073,6787,36123,14450,11852, 
 经营活动现金流出小计(万元),61286,39151,89536,71264,49809,97597,18473,84761,48113,36982, 
 经营活动产生的现金流量净额(万元),9541,12912,17458,5273,4490,2538,-1777,9684,2373,1708, 
 收回投资所收到的现金(万元),4000,4000,--,--,--,7000,--,--,--,--, 
 取得投资收益所收到的现金(万元),450,289,127,44,5,103,22,330,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,2,1,--,--,--,--,8,15,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,249,249,162,448,5000,--,577,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4453,4292,377,293,167,7551,5022,338,592,4, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1394,1021,911,402,365,1831,392,1855,411,566, 
 投资所支付的现金(万元),60000,--,4600,8600,300,--,--,--,--,55, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,388,388,388,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,100,--,7000,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),61394,1021,5899,9391,1053,1931,392,8855,411,621, 
 投资活动产生的现金流量净额(万元),-56941,3271,-5523,-9097,-886,5620,4630,-8517,182,-617, 
 吸收投资收到的现金(万元),77560,--,--,--,--,--,--,--,12432,1195, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),77560,0,0,0,0,0,0,0,12432,1195, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2000,2000,990,990,876,8,8,12532,3000,--, 
