 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),24777,16865,7186,26310,21016,12813,6179,23603,17402,10409,4958,15049,10479,6965,3042,19083,13223,8059,3683,18522,13164,18495,21195,17606,7586, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5,--,--,221,221,221,221,71,86,36,36,92,65,65,53,219,143,136,118,133,64,11,61,12,44, 
 收到的其他与经营活动有关的现金(万元),1721,1054,74,925,1013,580,403,1065,836,550,143,677,1058,463,241,1218,294,330,48,1205,839,935,718,378,578, 
 经营活动现金流入小计(万元),26502,17919,7260,27457,22250,13614,6803,24739,18324,10995,5138,15817,11602,7493,3335,20520,13660,8525,3848,19860,14066,19441,21975,17995,8208, 
 购买商品、接受劳务支付的现金(万元),10703,6831,3055,10139,8331,5430,2664,7253,4804,3597,1839,7901,6775,4192,2290,8224,5511,2239,1215,5781,4732,5283,7810,5082,2534, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6019,4008,2276,7174,5317,3626,2034,6021,4402,2869,1450,5512,4195,2997,1763,5288,3956,2751,1510,4432,3345,3941,3472,2039,1403, 
 支付的各项税费(万元),2437,1947,1131,1852,1474,1108,199,1360,1016,529,251,1257,1055,1179,694,2180,1983,1178,568,2853,2774,3228,3619,1741,1709, 
 支付的其他与经营活动有关的现金(万元),2999,2076,1180,2668,2334,1412,866,2371,1771,1233,768,2175,2282,1152,586,2020,1693,987,521,2191,1249,2390,1994,1234,811, 
 经营活动现金流出小计(万元),22158,14862,7641,21833,17456,11577,5762,17006,11994,8228,4307,16845,14307,9520,5333,17712,13143,7155,3813,15257,12100,14842,16894,10096,6458, 
 经营活动产生的现金流量净额(万元),4344,3057,-381,5623,4794,2037,1041,7733,6330,2767,831,-1028,-2705,-2027,-1998,2808,517,1369,35,4602,1966,4599,5081,7899,1750, 
 收回投资所收到的现金(万元),10065,5920,2590,18985,16565,13295,7490,42815,32280,21480,10060,39395,25880,19900,1800,10304,12500,8100,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),11,6,3,55,56,43,21,185,159,118,56,253,206,135,2,65,39,33,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,4,4,6,6,--,--,9,4,2,--,9,12,12,11,13,1,--,--,12,--,0,9,50,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),345,98,--,291,678,292,291,--,348,348,323,--,51,25,--,--,25,--,--,215,215,215,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),10427,6028,2597,19338,17305,13630,7802,43009,32791,21948,10439,39657,26149,20073,1814,10382,12565,8133,0,227,215,215,9,50,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),728,626,484,3650,2381,1996,1618,3960,2757,1011,137,4255,3695,3343,410,1017,438,604,262,3551,3853,5837,6581,1172,794, 
 投资所支付的现金(万元),9405,5460,2290,17045,14975,11635,6850,39865,30800,20620,11070,45045,25984,19900,1800,10304,12500,8100,--,--,--,--,--,--,--, 
