 报告日期,2017-09-30,2016-12-31,2015-12-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),19230,18207,20445,24399,16980,14979,11212,9095, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6,97,53,80,0,6,6,--, 
 收到的其他与经营活动有关的现金(万元),289,1070,675,191,176,71,192,146, 
 经营活动现金流入小计(万元),19525,19374,21172,24670,17156,15056,11410,9240, 
 购买商品、接受劳务支付的现金(万元),15334,5435,8847,7202,6810,5542,4584,3554, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4644,5043,5353,4228,2928,2727,2390,1831, 
 支付的各项税费(万元),1339,1621,2832,2176,1693,2254,1473,1435, 
 支付的其他与经营活动有关的现金(万元),4019,2779,2623,2382,1135,1149,1115,1071, 
 经营活动现金流出小计(万元),25336,14879,19655,15989,12566,11672,9563,7891, 
 经营活动产生的现金流量净额(万元),-5811,4495,1518,8682,4590,3383,1847,1349, 
 收回投资所收到的现金(万元),11811,116850,84910,67631,--,--,--,--, 
 取得投资收益所收到的现金(万元),30,318,334,253,159,75,109,36, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,29,3,9,3,25,1,110, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11843,117197,85248,67892,162,100,110,146, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7474,5686,5906,1877,1277,3452,634,636, 
 投资所支付的现金(万元),11811,116850,84790,67634,3,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19285,122536,90696,69511,1280,3452,634,636, 
 投资活动产生的现金流量净额(万元),-7442,-5339,-5448,-1619,-1118,-3352,-524,-490, 
 吸收投资收到的现金(万元),--,--,--,7210,7210,3,--,3000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),7000,3567,3426,2600,--,1500,300,200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),7000,3567,3426,9810,7210,1503,300,3200, 
 偿还债务支付的现金(万元),4528,100,3500,1000,900,800,200,300, 
 分配股利、利润或偿付利息所支付的现金(万元),783,620,2519,19,13,1520,18,1017, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,170, 
 筹资活动现金流出小计(万元),5311,720,6019,1019,913,2320,218,1487, 
 筹资活动产生的现金流量净额(万元),1689,2847,-2593,8791,6297,-817,82,1713, 
 汇率变动对现金及现金等价物的影响(万元),-151,102,140,-17,4,-13,1,-16, 
 现金及现金等价物净增加额(万元),-11716,2105,-6384,15836,9773,-799,1406,2556, 
 加:期初现金及现金等价物余额(万元),16367,14262,20645,4809,4809,5608,4202,1646, 
 期末现金及现金等价物余额(万元),4650,16367,14262,20645,14581,4809,5608,4202, 
 净利润(万元),2984,3751,3369,5523,4854,4350,3344,2473, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),196,94,40,18,-11,84,48,10, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1099,662,572,458,334,395,363,285, 
 无形资产摊销(万元),83,106,89,71,52,20,12,8, 
 长期待摊费用摊销(万元),12,93,116,122,82,34,23,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-3,1,23,-2,-1,8,9,-38, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),174,20,19,23,13,20,18,17, 
 投资损失(万元),-30,-318,-334,-249,-159,-75,-109,-36, 
 递延所得税资产减少(万元),--,--,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),-6209,378,-880,-895,-661,-164,-236,-295, 
 经营性应收项目的减少(万元),-11055,-2846,1545,187,55,-2259,-2432,-1251, 
 经营性应付项目的增加(万元),6939,2555,-3041,2322,31,968,807,177, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,1105,--,--,--,--, 
 经营活动产生现金流量净额(万元),-5811,4495,1518,8682,4590,3383,1847,1349, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
