 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),336984,228867,142484,57478,351146,254998,168617,87540,247510,167223,100342,44722,229473,165080,101618,45266,230012,169318,87814,41651,192682,132538,95348,44643,211731,149773,97494,54074,163538,76957,146482,151022,142440, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),940,689,405,172,767,441,232,262,586,430,257,2,88,43,3,--,--,--,0,--,--,--,--,--,50,--,--,--,40,40,67,28,77, 
 收到的其他与经营活动有关的现金(万元),4632,3213,2249,1127,4161,3787,3473,548,2272,1685,994,709,1723,1374,586,588,1137,743,393,221,2414,1794,705,353,953,1217,896,173,286,120,343,424,1081, 
 经营活动现金流入小计(万元),342557,232769,145138,58778,356074,259226,172321,88350,250368,169338,101592,45433,231283,166497,102207,45854,231149,170061,88207,41872,195095,134333,96053,44996,212734,150990,98390,54247,163864,77118,146892,151473,143598, 
 购买商品、接受劳务支付的现金(万元),181576,135851,87130,43594,151065,110954,65699,33258,113923,86814,55482,29198,110262,84153,51979,30834,111821,80728,50944,22282,95354,68132,42996,24164,93098,69856,43906,20919,83356,41197,59896,66492,71954, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),37732,28263,19647,12318,32284,24588,17638,10933,23945,16594,11666,7707,19912,15472,11034,7229,16940,13252,9502,6145,14017,10536,7611,4902,11793,9183,6563,5297,9920,5455,7604,6817,5823, 
 支付的各项税费(万元),36280,27411,20871,8263,33993,26203,17066,5837,33618,26030,18779,7963,32629,23185,16821,5912,30271,19065,13485,5067,29644,21414,15245,6390,27976,21154,14598,7936,24755,11994,20412,17558,12312, 
 支付的其他与经营活动有关的现金(万元),20866,14728,8790,4681,19579,13726,9187,7652,25554,21676,8070,4080,16707,12333,7721,5462,15467,11394,8230,3266,12772,12682,7088,3273,11106,7741,5438,3166,9882,4871,7262,8321,6358, 
 经营活动现金流出小计(万元),276454,206252,136437,68858,236920,175471,109591,57680,197040,151114,93997,48948,179511,135144,87556,49436,174499,124439,82161,36760,151786,112764,72941,38728,143972,107933,70505,37318,127914,63518,95174,99188,96446, 
 经营活动产生的现金流量净额(万元),66103,26516,8700,-10080,119154,83756,62730,30670,53328,18224,7596,-3515,51772,31353,14651,-3582,56650,45622,6046,5112,43309,21568,23112,6268,68761,43057,27885,16930,35950,13599,51718,52285,47152, 
 收回投资所收到的现金(万元),958,958,958,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,1201,1201,1201,--,--,--,24934,1000,7550, 
 取得投资收益所收到的现金(万元),5419,5419,0,--,8239,8239,8154,285,11436,11436,11181,466,22444,13742,12316,1231,5047,3229,2148,1062,19971,14947,13863,6967,443,385,385,331,271,2,6020,5594,5238, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),566,517,450,202,754,728,543,10,384,334,200,61,152,135,72,110,131,37,24,0,146,102,102,95,43,35,5,--,292,39,338,168,1694, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,23419,418,3514, 
 收到的其他与投资活动有关的现金(万元),--,--,0,--,--,--,0,3000,3000,3000,--,--,34754,4754,--,1754,1018,--,0,--,1537,--,--,--,--,--,--,--,--,--,--,3100,5700, 
