 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),59293,252258,160887,94703,47808,215320,151052,94712,42810,189720,128224,81486,41212,163124,115262,71734,31836,141676,93606,53873,26595,117758,80499,46165,102282,67602,72873,42820,40355, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1992,9281,6505,4969,2438,9556,6976,4339,2570,10655,7805,4891,2664,9987,7025,4650,2813,7714,4898,3134,1578,7303,5446,3227,7373,5040,5248,2690,1675, 
 收到的其他与经营活动有关的现金(万元),1655,2012,4902,649,314,1835,1125,630,220,3302,1808,582,297,3485,816,487,69,3077,1947,901,283,1324,796,1001,1535,822,1311,1073,498, 
 经营活动现金流入小计(万元),62940,263551,172294,100322,50560,226712,159153,99681,45600,203676,137837,86959,44173,176595,123102,76870,34718,152467,100451,57908,28455,126386,86740,50392,111189,73464,79432,46583,42528, 
 购买商品、接受劳务支付的现金(万元),43978,187057,131780,82719,40514,188054,121093,72684,32747,165598,114679,67249,33241,152907,117187,63962,25934,121640,86908,44929,19776,103697,74483,42127,88681,62488,67185,40439,35263, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8185,22550,14524,10580,5928,21979,16595,11010,5832,19745,14120,9365,4924,18331,12823,7891,3512,12488,8849,5636,3005,11241,7918,4759,8160,5877,4635,2427,1595, 
 支付的各项税费(万元),1805,7400,2228,1380,693,2463,1754,1273,552,2452,1645,967,618,1860,1598,831,246,2100,1499,831,390,1575,1123,658,1407,934,406,162,448, 
 支付的其他与经营活动有关的现金(万元),8147,14560,11096,2722,2017,6374,6552,2996,1561,8559,8150,3286,1564,6901,5780,3691,1352,6208,4383,2894,2108,4612,2945,3654,3007,2662,2317,2475,2674, 
 经营活动现金流出小计(万元),62115,231568,159628,97401,49152,218870,145994,87963,40692,196354,138594,80867,40347,179998,137387,76376,31045,142436,101640,54290,25279,121125,86469,51198,101256,71961,74544,45503,39980, 
 经营活动产生的现金流量净额(万元),825,31983,12666,2921,1407,7842,13159,11718,4908,7322,-757,6092,3825,-3403,-14285,495,3673,10031,-1189,3618,3176,5261,271,-805,9934,1504,4888,1080,2549, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,76017,76050,58850,21520,16000,0,--,--,1,1,1,109,--,283,--,--, 
 取得投资收益所收到的现金(万元),79,232,13,--,--,--,--,--,--,--,0,0,0,614,614,532,306,218,0,--,--,4,4,4,126,7,6,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),83,24,17,4,4,52,51,26,24,26,8,-16,-9,103,224,53,50,62,56,54,25,82,50,2,30,30,53,2,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,77,--,--,--,1,--,--,--,--,0,0,--,14,14,14,0,--,0,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,25922,3500,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),162,26256,3530,4,4,53,51,26,24,26,8,-16,-9,76748,76901,59449,21876,16280,56,54,25,88,56,7,265,37,342,2,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1357,5063,4871,3171,1505,9814,8492,5158,3026,8832,6265,3351,1917,21001,17295,13629,4126,18586,13558,8297,3102,6815,4249,2366,6648,5718,6311,2791,1256, 
 投资所支付的现金(万元),2230,74,20749,0,0,6370,6770,5170,980,1470,1470,0,0,50644,50644,50644,18500,44116,3405,905,815,500,0,0,2367,879,1075,297,93, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,17708,--,--,--,--,--,--,--,4413,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1940,--,951, 
 支付的其他与投资活动有关的现金(万元),0,21900,3500,3500,3500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3587,44745,29120,6671,5005,16184,15262,10328,4006,14716,7735,3351,1917,71645,67939,64272,22626,62702,16963,9202,3917,7315,4249,2366,9015,6597,9326,3087,2300, 
 投资活动产生的现金流量净额(万元),-3424,-18489,-25590,-6667,-5001,-16131,-15211,-10302,-3982,-14690,-7727,-3367,-1926,5104,8962,-4823,-749,-46422,-16906,-9147,-3892,-7227,-4193,-2359,-8750,-6560,-8984,-3085,-2297, 
 吸收投资收到的现金(万元),--,52200,52386,--,--,300,100,--,--,--,0,0,--,980,980,980,--,981,981,981,--,48732,48732,--,624,98,7290,2013,10, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,0,--,--,300,100,--,--,--,0,0,--,980,980,980,--,981,981,981,--,--,--,--,624,98,1309,13,10, 
 取得借款收到的现金(万元),5372,70984,57945,34852,12702,63770,43849,25096,10000,73744,52100,24100,9000,62460,50318,29368,11850,29343,23543,18041,4850,30459,19546,12278,32663,22464,26064,15068,17195, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),0,1040,939,1040,--,--,--,--,--,--,--,--,--,1465,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),5372,124224,111270,35892,12702,64070,43949,25096,10000,73744,52100,24100,9000,64905,51298,30348,11850,30325,24525,19023,4850,79192,68279,12278,33287,22562,33354,17081,17205, 
 偿还债务支付的现金(万元),13700,55675,40438,29438,12588,65628,52024,21174,12125,67800,49300,26800,15300,39510,25618,18068,10300,31144,16509,12007,8016,27949,18686,11853,29775,22034,22967,12717,16443, 
 分配股利、利润或偿付利息所支付的现金(万元),750,7351,3557,2921,594,4132,3532,2850,556,5656,5390,3881,571,4101,3463,2979,347,4235,3783,3356,348,1339,819,527,2154,640,860,878,866, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,74,--,--,--,333,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,0,939,1040,--,2560,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),14450,63026,44934,33398,13182,72321,55556,24023,12681,73456,54690,30681,15871,43611,29081,21047,10647,35379,20293,15363,8364,29289,19505,12381,31929,22674,23827,13595,17309, 
 筹资活动产生的现金流量净额(万元),-9079,61198,66336,2494,-480,-8251,-11607,1073,-2681,288,-2590,-6581,-6871,21293,22217,9301,1203,-5054,4232,3659,-3514,49903,48774,-103,1358,-112,9527,3486,-105, 
 汇率变动对现金及现金等价物的影响(万元),-103,-27,27,3,1,48,-2,-3,-9,125,78,0,-1,1,-1,-1,1,-6,-4,-3,-1,4,4,-1,-26,-17,5,-0,--, 
 现金及现金等价物净增加额(万元),-11781,74665,53439,-1250,-4072,-16491,-13661,2486,-1764,-6954,-10996,-3856,-4972,22995,16894,4972,4128,-41451,-13868,-1872,-4231,47940,44856,-3267,2515,-5184,5436,1480,146, 
 加:期初现金及现金等价物余额(万元),91641,16977,30579,19537,19537,33467,33673,33467,33467,40422,40422,40422,40422,17426,17426,17426,17415,58878,58878,58878,58878,10937,10937,10937,8422,8422,2986,1506,1359, 
