 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),67883,42975,20394,81120,58608,37424,18033,63021,11431,46539,21379,37860,31688,22676, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5167,3660,2456,6277,5213,3384,2466,7468,692,6656,2309,4315,2719,1679, 
 收到的其他与经营活动有关的现金(万元),610,537,509,1015,381,422,60,1371,91,609,147,465,140,82, 
 经营活动现金流入小计(万元),73660,47172,23359,88412,64202,41230,20559,71860,12215,53805,23835,42640,34546,24437, 
 购买商品、接受劳务支付的现金(万元),46764,29079,14318,52257,38520,25280,11751,44446,9639,31482,14947,26563,23742,16566, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),14876,10244,5510,15543,11252,7499,2756,12510,2798,8072,4204,6581,5388,4063, 
 支付的各项税费(万元),3204,2447,1359,4253,3065,2174,1282,4697,1202,4814,2267,2075,1420,624, 
 支付的其他与经营活动有关的现金(万元),10106,6548,3609,8541,6690,3780,1930,6611,1097,4013,1474,3716,2130,1339, 
 经营活动现金流出小计(万元),74950,48319,24797,80594,59526,38732,17719,68263,14736,48380,22892,38933,32680,22591, 
 经营活动产生的现金流量净额(万元),-1290,-1147,-1438,7818,4676,2498,2840,3597,-2521,5425,942,3706,1866,1845, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),77,30,1,--,--,--,-130,212,24,93,77,246,227,288, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),15,--,--,241,178,0,--,45,--,1,1,47,7,119, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),6200,3200,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6293,3230,1,241,178,0,-130,256,24,93,78,293,234,406, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5491,4402,2479,5791,3160,1543,515,3355,998,1858,583,3593,275,234, 
 投资所支付的现金(万元),5044,3684,1615,--,--,--,--,48,20,40,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
