 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),5720,2808,944,13411,6549,6458,4455,12272,6673,15496,6020,9141,8167,10967, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,2,--,1,1,--, 
 收到的其他与经营活动有关的现金(万元),326,141,22,615,613,11,40,68,67,22,13,58,35,23, 
 经营活动现金流入小计(万元),6046,2949,966,14026,7162,6469,4495,12340,6740,15520,6033,9200,8202,10990, 
 购买商品、接受劳务支付的现金(万元),6579,4832,2645,5032,4009,3626,2706,4053,3905,2096,890,4776,4201,5506, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2296,1728,1120,2735,2108,1541,948,2211,1720,1975,1236,1940,1588,927, 
 支付的各项税费(万元),2537,1675,1075,3734,2552,1854,1270,3088,2101,3704,2169,2864,1966,1512, 
 支付的其他与经营活动有关的现金(万元),896,553,346,1006,1012,510,315,1280,869,1070,358,871,729,947, 
 经营活动现金流出小计(万元),12309,8788,5185,12506,9680,7530,5239,10632,8596,8844,4653,10452,8485,8892, 
 经营活动产生的现金流量净额(万元),-6263,-5839,-4219,1520,-2519,-1061,-744,1708,-1856,6676,1380,-1251,-282,2098, 
 收回投资所收到的现金(万元),10000,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),74,--,--,--,--,--,--,--,--,--,--,--,128,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,3,--,--,15,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
