 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),120452,432170,324057,201726,104375,373273,276305,184989,88892,367147,279754,179906,105653,462527,355763,255583,97416,417959,535441,624588,424151,284505, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),99,2072,1981,637,550,1154,1135,438,--,398,377,107,--,549,369,201,201,1504,1669,2175,1687,1165, 
 收到的其他与经营活动有关的现金(万元),2570,2902,2870,1977,379,2276,2242,909,560,4546,4329,2577,144,2790,2836,2676,298,598,1544,920,548,169, 
 经营活动现金流入小计(万元),123121,437144,328909,204340,105304,376703,279681,186336,89452,372091,284460,182590,105797,465866,358968,258460,97914,420061,538654,627683,426386,285839, 
 购买商品、接受劳务支付的现金(万元),109865,357576,273195,176189,88446,322086,234960,147648,65190,337597,263782,176113,80171,398355,308354,218098,109826,371028,489870,562208,388951,248345, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5321,11350,9348,7404,5130,9682,8093,6196,4244,9581,7925,6102,4432,8718,7032,5541,3910,7982,7698,6129,4758,4214, 
 支付的各项税费(万元),15815,27609,19947,13160,7034,14924,12759,9280,5659,15354,12592,10940,8069,28634,27072,15651,9608,18020,18638,15254,9534,8504, 
 支付的其他与经营活动有关的现金(万元),2546,8362,5374,3428,2930,6482,4930,2955,983,4922,3394,2267,1228,5187,3731,2212,877,4724,4204,4724,3030,3032, 
 经营活动现金流出小计(万元),133547,404898,307864,200181,103540,353174,260743,166080,76077,367455,287693,195422,93900,440894,346189,241503,124221,401754,520410,588314,406274,264095, 
 经营活动产生的现金流量净额(万元),-10426,32246,21044,4159,1764,23529,18938,20255,13375,4636,-3232,-12833,11897,24971,12778,16957,-26306,18307,18244,39369,20112,21744, 
 收回投资所收到的现金(万元),37900,55151,25000,20000,15000,60000,25000,10000,136,--,--,--,--,--,--,--,--,--,--,--,--,--, 
