 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),61896,452379,207958,120435,49576,278033,159376,88911,47539,197396,134936,88075,55879,193130,148446,85743,40066,183539,147556,65106,29970,135504,189078,118430,62018,136696,91985,64205,32368,119779,65524,39565,17636,80033,40801,28935,12004,100118,63124,37105,15736,64803,49603,33111,10381,61624,46866,35203,15069, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),210,2174,1998,1680,837,1966,1544,1088,786,1996,1474,1096,734,1895,1340,812,514,1661,1225,759,440,2251,1808,1037,475,1564,1252,922,31,90,53,42,--,54,13,--,0,64,6,2,1,98,79,1,1,53,42,41,45, 
 收到的其他与经营活动有关的现金(万元),47141,93089,41570,38645,35360,40336,9263,7737,2743,16959,4412,3221,2844,17612,11356,11287,8813,10546,11236,8410,2514,12801,11878,7440,1835,11580,8614,7399,1121,9171,3318,2676,393,3717,4200,1527,4419,18324,9015,5910,4612,6821,3663,1204,512,5298,5059,2578,914, 
 经营活动现金流入小计(万元),109247,547642,251526,160760,85773,320335,170184,97736,51067,216351,140822,92392,59457,212636,161141,97842,49393,195747,160017,74275,32924,150557,202765,126907,64328,149840,101851,72526,33520,129040,68895,42283,18028,83805,45014,30462,16423,118506,72145,43017,20350,71721,53346,34316,10894,66975,51968,37821,16028, 
 购买商品、接受劳务支付的现金(万元),55749,456070,249452,160795,57169,231262,175826,111242,75612,133662,90576,56347,26689,155382,144003,79507,65563,185720,147126,86478,47751,125413,143510,89335,39672,130391,92434,75219,43430,90961,56124,34751,18700,60172,26958,21622,7162,72768,50466,40001,18474,45860,29108,19763,6891,34927,25959,20065,9696, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--, 
